max -1.05x + -2.26y + 0.11z
-7.52x + -7.95y + 7.2z <= 450.14
5.26x + -7.76y + -0.43z <= 453.23
-6.38x + -8.88y + 1.12z <= 921.35
7.91x + 4.95y + -1.43z <= 283.61
8.06x + 3.9y + -7.27z <= 479.93
-7.16x + 9.05y + 2.34z <= 479.12
5.26x + 6.53y + 5.39z <= 508.82
-7.58x + 1.08y + -7.86z <= 518.03
0.69x + -0.43y + 4.44z <= 316.06
1.58x + -9.41y + -1.44z <= 786.89
-6.37x + 7.07y + -9.48z <= 795.76
-8.05x + 5.52y + 1.75z <= 597.22
-4.17x + 0.78y + -0.28z <= 919.95
-7.82x + 5.1y + 8.02z <= 439.74
-5.44x + -4.24y + -4.63z <= 973.43
-1.24x + -3.17y + 3.17z <= 169.13
-1.83x + 2.45y + -3.45z <= 247.93
1.71x + 1.76y + -1.68z <= 924.54
4.52x + -7.73y + 7.37z <= 425.55
-2.28x + 4.22y + 5.72z <= 826.95
-5.11x + 2.56y + -2.45z <= 603.36
5.13x + 8.31y + 2.77z <= 383.79
-1.87x + -4.34y + -6.91z <= 279.6
7.59x + -1.66y + 4.61z <= 900.95
5.24x + -5.97y + -9.87z <= 870.09
3.16x + -8.99y + -2.73z <= 730.94
8.7x + -9.47y + -6.74z <= 380.28
-7.49x + 3.64y + 4.53z <= 887.7
1.0x + 5.42y + 8.11z <= 461.88
-0.86x + -2.12y + -8.41z <= 176.23
3.94x + -7.42y + -6.92z <= 959.65
1.22x + -0.68y + 4.9z <= 887.61
-9.48x + 2.43y + -4.04z <= 616.21
-4.5x + 8.56y + -0.34z <= 660.29
-5.09x + -8.93y + 8.24z <= 408.93
-5.71x + -8.72y + -9.69z <= 721.88
7.55x + -6.01y + -9.52z <= 483.36
1.19x + -9.28y + 4.21z <= 602.04
-4.95x + 1.78y + -9.16z <= 180.58
9.96x + 4.62y + -1.57z <= 409.16
7.25x + -3.59y + 0.62z <= 109.27
-4.74x + -9.27y + 9.4z <= 250.9
-7.18x + 5.78y + -0.1z <= 921.74
6.63x + -9.26y + -7.78z <= 880.49
4.37x + 4.76y + 5.68z <= 181.55
-8.55x + -8.15y + 2.6z <= 152.55
7.17x + 5.39y + 7.58z <= 483.39
5.19x + -6.03y + -2.39z <= 681.25
-4.12x + -1.52y + 10.0z <= 962.6
1.77x + -4.96y + -1.99z <= 975.79
-4.07x + 3.64y + 6.83z <= 353.66
9.36x + -4.93y + -6.74z <= 297.92
0.87x + 4.05y + 5.15z <= 142.98
-8.0x + 8.07y + -0.21z <= 989.26
5.95x + 9.22y + 6.46z <= 198.19
-6.14x + -5.29y + 4.7z <= 950.0
3.37x + 8.26y + -7.48z <= 597.17
9.96x + -9.25y + 9.73z <= 416.41
9.2x + -1.81y + -0.39z <= 109.61
2.56x + -3.07y + -3.01z <= 862.58
-6.67x + -0.08y + -1.14z <= 613.0
-6.11x + -7.37y + 7.58z <= 978.85
3.25x + 0.87y + -7.71z <= 469.22
0.28x + -7.36y + -1.76z <= 788.85
-9.79x + -6.49y + -1.44z <= 402.83
-6.8x + -6.69y + 4.99z <= 776.54
-0.53x + 2.96y + 0.72z <= 172.99
-9.4x + -4.57y + 1.09z <= 718.43
-6.84x + -5.52y + -9.44z <= 795.45
-0.88x + -1.3y + 3.88z <= 744.66
7.84x + 5.05y + 0.95z <= 296.88
-4.08x + -6.23y + -3.16z <= 945.64
-8.13x + 5.38y + -8.05z <= 420.35
4.41x + -0.88y + 5.26z <= 416.45
-0.88x + -0.23y + -7.17z <= 165.57
1.64x + -0.93y + 7.86z <= 821.45
5.84x + 0.21y + 2.6z <= 660.6
7.37x + 5.61y + -1.42z <= 102.12
4.45x + -9.02y + -6.07z <= 539.21
-0.88x + -4.65y + -2.88z <= 355.33
-5.33x + -5.32y + -2.97z <= 878.07
-1.93x + -5.94y + 1.46z <= 698.47
-5.54x + -2.34y + 9.3z <= 152.52
1.36x + 6.53y + 2.93z <= 732.05
7.23x + -2.01y + 2.25z <= 188.06
4.36x + -0.02y + -4.11z <= 179.06
-8.85x + 8.36y + 8.3z <= 237.57
-0.76x + 1.11y + 8.48z <= 153.03
-2.76x + -0.84y + -7.84z <= 194.84
-3.57x + 9.9y + -7.3z <= 683.32
4.7x + -7.18y + 8.33z <= 652.16
-0.79x + 6.19y + 3.36z <= 593.2
-4.68x + 4.4y + -7.55z <= 379.46
7.34x + 9.37y + -6.72z <= 347.07
0.77x + -0.17y + -1.59z <= 552.45
-7.71x + 0.92y + -8.52z <= 792.27
-9.77x + 8.84y + 4.32z <= 566.33
-8.5x + 5.6y + 1.64z <= 274.24
8.47x + -5.36y + -2.05z <= 867.94
-8.62x + -3.12y + 6.0z <= 928.48
-5.69x + 8.65y + 3.87z <= 115.15
2.08x + 4.57y + -1.52z <= 887.42
-7.74x + 8.98y + -5.77z <= 700.88
-7.48x + 0.22y + -8.56z <= 648.29
-2.48x + 4.48y + 8.48z <= 182.92
-0.11x + -1.05y + -7.21z <= 713.36
-4.24x + 7.72y + -4.91z <= 473.92
2.92x + -5.19y + 5.65z <= 831.25
7.39x + 6.88y + -2.68z <= 497.52
-4.85x + -2.26y + 5.66z <= 409.25
5.06x + -8.43y + -5.12z <= 372.22
2.97x + -0.38y + -3.21z <= 940.67
-2.19x + 3.82y + -3.56z <= 997.85
-3.06x + -4.6y + 4.58z <= 889.05
4.46x + -7.31y + 6.03z <= 595.53
-8.74x + 7.99y + -1.06z <= 177.8
-4.92x + 5.51y + -1.55z <= 621.96
-8.78x + -4.31y + -5.8z <= 396.21
-8.25x + 6.89y + 5.16z <= 123.96
6.08x + 5.75y + 3.86z <= 409.91
-4.74x + 8.64y + 6.33z <= 649.08
-9.13x + -6.74y + 8.39z <= 291.88
-2.11x + -9.67y + 5.72z <= 684.15
-0.09x + 9.22y + 8.78z <= 373.64
3.03x + 1.91y + 6.87z <= 777.6
2.51x + 9.31y + -5.09z <= 605.27
2.81x + -6.89y + 6.3z <= 385.83
8.9x + -5.85y + -1.53z <= 314.0
-7.54x + 7.54y + -2.99z <= 538.57
-1.11x + 6.85y + 6.23z <= 938.71
4.21x + 7.56y + 8.42z <= 906.6
9.62x + 8.71y + -4.67z <= 117.17
-3.67x + 0.72y + 9.68z <= 899.28
5.79x + -3.03y + 2.43z <= 888.0
-3.57x + -6.61y + 0.41z <= 817.01
-6.7x + 7.13y + 0.07z <= 890.76
-5.24x + 6.67y + -8.9z <= 437.39
-5.74x + -4.66y + -0.28z <= 321.18
-3.72x + -9.71y + -3.32z <= 728.89
-9.1x + 5.54y + 4.69z <= 755.65
-9.27x + 7.49y + 1.2z <= 769.17
-5.03x + -5.87y + -9.07z <= 824.53
-4.83x + -2.01y + 5.95z <= 139.9
0.38x + -8.7y + 0.29z <= 687.95
-4.78x + 8.07y + 1.81z <= 977.43
-4.64x + 3.48y + -2.11z <= 116.15
1.49x + -8.07y + -4.65z <= 344.56
1.06x + 2.83y + -5.07z <= 868.43
-7.47x + 3.15y + 1.63z <= 547.9
-9.27x + -7.6y + 1.73z <= 514.41
-9.64x + -3.81y + -4.42z <= 829.85
9.07x + 8.58y + -5.15z <= 514.96
6.33x + 1.51y + 5.69z <= 947.78
-1.2x + 2.66y + 3.28z <= 644.11
1.21x + 9.22y + 0.38z <= 837.79
7.55x + -2.95y + -3.1z <= 849.02
-7.17x + -0.32y + -2.38z <= 582.07
-3.56x + -9.15y + -6.29z <= 307.17
6.22x + -0.8y + 1.27z <= 608.15
5.84x + -6.28y + -1.96z <= 235.3
-6.66x + -7.94y + -1.87z <= 717.37
-4.98x + -9.0y + -8.64z <= 339.26
5.99x + 6.96y + 5.65z <= 693.73
3.81x + 9.79y + -6.74z <= 820.59
7.04x + 4.86y + -9.14z <= 162.44
1.97x + 8.56y + 8.59z <= 308.1
-1.95x + -7.98y + 3.32z <= 520.11
7.38x + -7.03y + -8.36z <= 262.69
1.29x + 4.18y + -3.29z <= 610.3
-5.5x + -1.72y + -2.65z <= 769.11
9.89x + 4.26y + 1.26z <= 436.55
3.81x + -0.62y + -8.83z <= 402.92
-8.29x + 0.01y + -4.3z <= 281.32
2.16x + 0.68y + -4.16z <= 159.64
5.94x + -7.93y + -1.32z <= 823.93
1.14x + 2.15y + 6.49z <= 224.73
0.73x + 3.43y + -2.87z <= 676.05
3.35x + -3.33y + 1.21z <= 700.16
-7.16x + -1.17y + -4.09z <= 757.0
7.24x + 7.63y + -8.62z <= 343.72
6.4x + -3.49y + -9.51z <= 540.96
-5.09x + 6.47y + 8.2z <= 283.1
1.15x + 7.17y + 0.62z <= 346.76
-2.45x + 3.15y + 1.77z <= 439.14
2.74x + -0.92y + 8.23z <= 497.63
6.12x + 0.82y + 2.99z <= 437.63
-7.2x + -1.25y + -3.87z <= 201.08
-2.17x + 3.23y + -8.52z <= 454.89
4.08x + 0.49y + -5.43z <= 869.83
5.87x + 3.08y + 5.36z <= 353.09
6.31x + -3.43y + 2.57z <= 213.67
-3.16x + -7.06y + -2.49z <= 106.62
8.13x + 7.0y + -4.85z <= 864.12
6.76x + -0.38y + 0.53z <= 423.58
8.35x + 5.16y + 2.14z <= 950.27
-2.12x + 1.99y + 1.07z <= 388.66
1.44x + 8.38y + -6.56z <= 373.28
-7.74x + -3.34y + -4.26z <= 204.7
0.83x + 8.88y + 4.75z <= 550.49
2.68x + -9.06y + -1.91z <= 922.29
-7.38x + 7.2y + 9.91z <= 617.65
-9.73x + 0.6y + 3.78z <= 724.23
-8.25x + 2.17y + 1.58z <= 379.08
0.91x + -2.26y + 3.64z <= 850.11
-3.39x + -1.14y + -5.16z <= 710.15
-6.12x + 8.45y + 3.91z <= 907.34
-9.26x + -2.64y + 0.73z <= 698.1
6.61x + 2.41y + 1.72z <= 327.2
-5.9x + 6.87y + 8.13z <= 281.06
5.29x + -7.72y + 5.89z <= 311.04
-6.03x + 9.02y + 3.1z <= 738.69
8.22x + 5.37y + 4.47z <= 329.76
-0.47x + 2.38y + 7.16z <= 677.99
-6.56x + 7.41y + 2.72z <= 787.38
-3.28x + -2.9y + 8.03z <= 531.45
-4.17x + -3.08y + 9.55z <= 391.56
-0.16x + -3.39y + -5.21z <= 197.06
1.18x + 3.75y + -7.22z <= 375.4
-1.46x + 1.8y + -1.73z <= 639.51
8.13x + -6.46y + 6.95z <= 216.4
-5.69x + -9.43y + -7.67z <= 960.29
-9.11x + -8.23y + 1.71z <= 310.94
-6.66x + -3.53y + 6.31z <= 490.52
4.23x + -7.19y + 7.27z <= 826.33
7.33x + 1.68y + 1.9z <= 350.71
-7.67x + -1.65y + -6.52z <= 506.78
7.24x + -7.64y + 6.43z <= 696.56
0.97x + 2.48y + -7.65z <= 137.79
-0.55x + -0.1y + 9.51z <= 730.09
-3.29x + 7.33y + -9.43z <= 908.23
-8.43x + -4.76y + -4.97z <= 482.84
-0.56x + 2.25y + 3.99z <= 838.66
-0.3x + -2.84y + -0.3z <= 720.61
1.21x + -0.66y + 0.18z <= 310.8
-1.77x + -5.75y + -9.21z <= 486.04
9.79x + 7.99y + -5.52z <= 958.7
-4.14x + 1.73y + -2.59z <= 162.97
5.59x + 2.96y + -1.49z <= 669.86
-7.37x + 6.7y + -9.28z <= 473.89
5.04x + -2.19y + 6.03z <= 907.87
8.79x + -8.92y + -8.26z <= 241.09
3.48x + 4.9y + -1.65z <= 794.79
4.19x + 7.04y + 6.5z <= 496.29
9.62x + 6.04y + 3.83z <= 305.76
-8.77x + 5.46y + 7.55z <= 976.21
1.61x + -3.49y + -6.54z <= 721.89
-3.6x + 4.32y + -1.36z <= 200.61
-9.25x + 8.3y + 2.62z <= 612.05
5.71x + -9.01y + 9.05z <= 585.77
8.99x + -5.23y + 0.63z <= 152.03
-2.73x + 4.02y + 8.04z <= 815.1
6.39x + -3.88y + 7.63z <= 984.9
4.73x + -4.77y + 0.36z <= 704.65
5.44x + 2.15y + 1.96z <= 256.33
-3.71x + 7.94y + -7.91z <= 620.18
-5.06x + -8.62y + 7.99z <= 292.67
1.65x + -0.6y + -8.0z <= 802.66
7.28x + 9.68y + -6.81z <= 513.36
-0.32x + -9.84y + 1.89z <= 974.43
8.87x + 0.21y + 2.21z <= 816.74
-0.07x + 3.34y + -2.84z <= 462.36
8.14x + 3.63y + 6.88z <= 334.86
8.8x + 5.83y + -3.43z <= 123.55
-1.14x + -6.75y + 3.92z <= 911.49
7.22x + -9.42y + -5.57z <= 697.46
-8.01x + 5.33y + 4.12z <= 848.84
-4.75x + -3.3y + -1.67z <= 656.82
-2.66x + -6.41y + -7.14z <= 541.03
-4.36x + 3.34y + 1.39z <= 315.46
7.17x + 3.16y + 9.94z <= 684.2
5.65x + 2.71y + -5.88z <= 877.03
9.65x + -8.51y + -8.28z <= 858.0
-5.18x + -4.1y + 9.79z <= 543.68
7.45x + 1.49y + 0.82z <= 352.94
-3.41x + 2.81y + -2.18z <= 855.01
1.56x + 1.8y + -8.75z <= 327.78
4.2x + -4.98y + 5.54z <= 162.96
9.83x + -8.12y + -3.12z <= 352.81
8.09x + 2.5y + -5.0z <= 496.33
4.55x + 6.5y + -3.1z <= 521.56
-9.36x + -5.83y + 3.98z <= 769.23
9.03x + -3.56y + -3.69z <= 977.93
4.34x + -5.09y + -4.99z <= 356.79
-8.88x + 0.72y + 0.09z <= 149.53
-1.62x + -4.45y + 3.81z <= 774.85
-7.49x + 8.48y + -1.09z <= 914.62
-0.28x + 3.47y + 3.9z <= 134.69
-3.97x + -7.74y + -8.09z <= 544.03
-6.68x + -3.22y + 5.39z <= 314.46
8.68x + -1.5y + 6.58z <= 617.41
4.42x + 8.65y + -0.72z <= 211.38
-5.02x + -9.61y + -7.43z <= 947.13
2.93x + -0.17y + -8.49z <= 483.15
9.1x + -2.8y + -0.85z <= 762.37
6.82x + -6.67y + 2.36z <= 552.61
8.16x + 4.09y + 3.19z <= 484.21
0.04x + -7.84y + 9.45z <= 553.99
3.18x + -9.25y + 9.39z <= 405.92
9.96x + -8.09y + 4.57z <= 680.02
-0.2x + 2.26y + -2.18z <= 577.03
8.35x + -7.09y + 3.7z <= 674.74
1.3x + -8.1y + 1.27z <= 628.78
7.62x + -0.47y + 8.12z <= 958.86
-8.68x + -5.19y + 6.99z <= 449.19
6.59x + -9.9y + 0.28z <= 171.9
-8.12x + -0.77y + -9.97z <= 884.16
-7.28x + 0.36y + -3.43z <= 205.81
-6.61x + -7.11y + 7.58z <= 678.41
-8.23x + 7.93y + 9.78z <= 805.17
-8.87x + 2.95y + -9.93z <= 687.07
9.52x + 8.64y + -4.03z <= 995.1
-9.13x + -7.83y + 1.2z <= 266.68
7.86x + 1.12y + -5.13z <= 141.6
-2.51x + -2.82y + 0.16z <= 501.19
-0.83x + -3.65y + 0.04z <= 114.7
-9.18x + 1.19y + 6.73z <= 947.78
6.45x + -6.21y + -9.5z <= 735.14
8.86x + 3.56y + -1.13z <= 854.93
2.41x + -3.58y + -4.21z <= 797.6
-7.46x + -4.01y + 5.61z <= 357.89
-7.06x + -3.46y + -9.33z <= 525.69
-0.52x + -6.73y + 3.62z <= 260.75
1.89x + 5.56y + -5.28z <= 927.89
9.52x + -4.37y + 6.97z <= 825.0
-3.08x + 6.67y + 5.91z <= 902.95
5.96x + 8.69y + -4.63z <= 737.7
-3.21x + 6.84y + 1.98z <= 187.46
1.38x + -9.19y + -6.74z <= 678.65
-6.91x + 5.13y + -7.28z <= 733.53
7.45x + 3.58y + -2.64z <= 533.33
-2.97x + -9.74y + 3.24z <= 744.84
2.85x + 7.93y + -4.52z <= 548.23
-8.19x + -7.45y + -3.82z <= 593.46
6.32x + -6.13y + -8.81z <= 252.38
5.46x + 5.5y + -8.67z <= 274.14
1.59x + -3.0y + -4.99z <= 612.49
4.31x + 6.79y + -7.54z <= 391.99
-8.36x + -2.24y + -4.6z <= 498.31
0.05x + 6.79y + 9.08z <= 356.04
4.22x + 3.81y + -8.32z <= 633.54
-3.58x + 8.21y + 7.98z <= 993.5
-6.41x + 0.66y + 6.31z <= 851.42
1.83x + -4.37y + -1.17z <= 404.9
1.76x + -5.93y + 9.07z <= 183.78
5.17x + -1.76y + -1.12z <= 861.71
-0.96x + 8.55y + -8.27z <= 251.42
-2.64x + 2.11y + 6.43z <= 161.41
2.23x + 1.1y + -3.48z <= 613.65
7.12x + 6.99y + -9.92z <= 511.38
-7.43x + 9.03y + 0.73z <= 761.38
-6.05x + 5.02y + 4.4z <= 377.83
-4.57x + -7.73y + -2.24z <= 195.93
2.75x + 2.65y + -2.18z <= 812.44
-3.13x + 1.52y + 9.11z <= 732.12
2.37x + -0.72y + 8.27z <= 220.41
-0.5x + 2.28y + 3.79z <= 350.56
-3.13x + -3.88y + -0.76z <= 862.03
5.19x + 4.66y + -9.97z <= 306.38
-4.83x + 4.29y + 4.97z <= 666.27
6.93x + -5.43y + 4.38z <= 202.46
4.35x + -4.1y + 7.1z <= 435.51
9.39x + -6.29y + 1.52z <= 803.69
9.79x + -6.0y + -2.42z <= 867.15
4.18x + -3.0y + -9.07z <= 905.93
2.54x + -4.26y + 8.1z <= 967.8
-3.96x + -8.83y + 2.88z <= 363.88
-2.4x + 6.83y + 2.31z <= 735.07
-3.62x + -6.18y + 0.43z <= 703.37
8.18x + -2.17y + -1.76z <= 687.78
-3.54x + -1.35y + 3.32z <= 660.04
-6.99x + -0.06y + 8.22z <= 399.15
-3.98x + 6.95y + -6.81z <= 863.82
9.87x + -4.81y + 9.6z <= 332.92
5.32x + 3.27y + -4.32z <= 667.4
1.96x + 3.56y + -0.39z <= 368.07
-4.2x + 0.93y + -8.67z <= 177.07
6.29x + -8.45y + -3.7z <= 478.91
5.82x + 2.69y + 3.1z <= 788.04
-3.12x + -0.34y + 1.85z <= 161.01
-9.35x + -1.13y + 3.05z <= 721.25
-5.81x + 8.96y + -0.1z <= 755.18
7.75x + -7.39y + 9.21z <= 936.0
-4.9x + -4.84y + -0.88z <= 472.2
-5.87x + 8.5y + 3.32z <= 740.93
2.64x + 5.77y + 1.47z <= 966.68
9.81x + -0.79y + -2.97z <= 736.67
0.08x + -5.33y + -4.74z <= 656.8
2.61x + -4.66y + -3.59z <= 656.14
7.25x + -1.44y + -8.5z <= 812.43
1.29x + -1.37y + -6.42z <= 812.28
-2.05x + 5.47y + 4.42z <= 288.06
9.12x + 6.76y + 4.33z <= 481.19
-9.69x + -3.06y + -8.58z <= 466.58
-2.49x + 5.45y + 5.66z <= 474.01
7.3x + -9.13y + 3.44z <= 514.91
7.55x + -2.49y + -8.61z <= 664.57
7.27x + -6.71y + -1.62z <= 470.01
0.2x + -2.6y + -5.66z <= 849.04
0.08x + -3.59y + -6.33z <= 304.61
-6.14x + -0.12y + -9.46z <= 145.46
-4.71x + -4.69y + -1.32z <= 286.74
-2.24x + -8.12y + -9.56z <= 228.31
4.47x + -7.05y + -4.21z <= 428.87
-7.29x + -2.53y + 2.13z <= 613.32
5.8x + -0.76y + -9.75z <= 217.96
5.32x + -7.26y + 9.7z <= 865.54
0.12x + 1.35y + -0.43z <= 267.14
-2.31x + -1.12y + -3.24z <= 154.83
-9.37x + -3.01y + 5.07z <= 663.66
5.49x + 3.5y + -5.69z <= 516.41
3.28x + 2.53y + -9.21z <= 555.53
7.41x + -1.02y + -7.64z <= 741.72
-1.21x + -0.88y + 8.9z <= 184.2
9.35x + -0.37y + 5.04z <= 779.27
-9.09x + -2.33y + 9.7z <= 167.69
-7.56x + -7.45y + 5.64z <= 328.79
-9.95x + -3.02y + 6.55z <= 948.56
1.62x + 7.89y + -3.78z <= 498.68
-9.03x + 5.29y + 4.4z <= 909.21
-6.79x + -8.06y + 7.13z <= 823.78
-2.61x + 4.5y + 0.52z <= 362.91
-4.17x + -2.12y + 2.83z <= 137.07
5.22x + -7.49y + -3.44z <= 165.81
8.45x + 8.64y + 3.12z <= 217.0
-4.29x + -1.64y + 2.0z <= 991.34
-0.92x + 3.83y + -4.54z <= 956.08
-9.02x + -3.5y + 1.73z <= 730.77
6.8x + 5.75y + -3.36z <= 230.87
-3.83x + -4.15y + -0.34z <= 973.77
-9.66x + 5.65y + 6.04z <= 343.93
-8.05x + -3.21y + 6.45z <= 850.5
-2.79x + -2.36y + -7.32z <= 887.94
-7.89x + 3.61y + 0.96z <= 620.54
0.88x + -6.17y + -1.54z <= 749.38
3.36x + -8.72y + 0.17z <= 129.8
-3.3x + -6.51y + -1.85z <= 488.51
3.72x + 7.51y + -3.97z <= 685.53
8.6x + 5.65y + 5.38z <= 782.22
5.29x + -5.54y + 7.21z <= 492.27
-7.6x + -6.6y + -4.19z <= 591.47
7.29x + 1.58y + 8.7z <= 828.13
-3.61x + -0.09y + 0.71z <= 938.32
9.95x + 2.15y + 8.18z <= 357.11
3.08x + -2.56y + -6.17z <= 702.88
2.26x + 3.9y + 1.73z <= 417.34
-9.75x + 9.45y + 9.11z <= 372.8
-5.14x + 0.82y + 0.28z <= 248.12
9.13x + -8.31y + 8.66z <= 147.22
-2.28x + 3.3y + -8.54z <= 280.3
-5.98x + 7.96y + -5.55z <= 860.96
-6.08x + -9.13y + -3.72z <= 575.58
3.0x + -3.77y + 7.17z <= 802.79
5.43x + -8.17y + -3.54z <= 601.24
-3.0x + 3.76y + -4.13z <= 797.3
-7.49x + 4.48y + 9.76z <= 667.77
1.97x + 2.27y + -1.6z <= 780.58
2.07x + 3.72y + -7.2z <= 118.85
7.97x + -7.94y + -1.59z <= 165.82
4.16x + 4.99y + 0.28z <= 991.57
0.67x + 4.27y + -5.91z <= 741.74
-2.76x + 7.35y + -1.55z <= 586.19
1.87x + 8.61y + 2.26z <= 684.95
-6.09x + 1.02y + 4.74z <= 281.86
2.76x + -2.88y + -0.29z <= 821.08
-5.09x + 7.94y + 2.97z <= 627.7
6.75x + -8.99y + 5.77z <= 908.35
-9.89x + -5.81y + -3.34z <= 186.68
-9.9x + 8.97y + 3.82z <= 776.67
4.29x + 3.57y + 2.04z <= 760.38
-7.59x + 8.85y + 5.44z <= 707.1
-1.69x + 3.19y + 8.34z <= 700.63
2.86x + 5.55y + -8.49z <= 540.51
0.17x + -3.04y + 2.98z <= 478.68
4.29x + 6.66y + -7.19z <= 753.77
-8.76x + 4.2y + -1.1z <= 964.3
-8.64x + 3.16y + -4.45z <= 377.18
-5.29x + -2.67y + 0.42z <= 222.72
-2.68x + -1.31y + 2.87z <= 298.5
2.63x + 6.07y + -3.56z <= 675.9
5.35x + 8.12y + -5.65z <= 303.29
8.83x + -1.48y + -0.53z <= 268.79
4.43x + 3.7y + 0.02z <= 808.66
-3.01x + -6.88y + -7.96z <= 494.84
9.1x + 0.34y + -5.69z <= 197.07
-2.92x + -2.71y + 0.94z <= 704.48
-8.1x + -7.74y + 7.01z <= 750.1
2.27x + -3.28y + -3.2z <= 512.47
-7.71x + -5.58y + -6.5z <= 315.8
6.42x + -7.27y + -3.49z <= 369.32
-2.56x + -2.46y + 8.08z <= 874.28
-7.55x + -3.99y + -0.57z <= 941.45
-1.89x + 0.18y + -1.72z <= 976.41
2.49x + 1.22y + -3.29z <= 679.7
9.81x + 5.97y + 1.4z <= 970.09
-7.67x + -4.11y + 7.69z <= 758.95
8.44x + 5.23y + -1.11z <= 457.99
0.89x + -8.91y + 5.97z <= 762.97
-8.95x + -9.6y + 1.97z <= 220.78
-0.34x + -1.55y + -9.11z <= 306.2
-9.01x + -4.82y + 3.07z <= 898.19
-4.08x + 0.44y + 0.7z <= 259.68
-5.62x + 9.91y + 9.31z <= 633.64
-7.63x + 8.9y + -2.54z <= 447.25
-2.2x + 9.27y + -1.73z <= 190.15
4.69x + -9.58y + 0.77z <= 491.8
-3.09x + -5.29y + 6.03z <= 830.4
-7.84x + -9.24y + 4.18z <= 448.0
-5.49x + -0.19y + -0.94z <= 175.83
-3.52x + 1.77y + -3.05z <= 263.42
6.0x + -8.99y + -4.58z <= 227.84
-7.41x + -7.96y + -5.36z <= 770.94
7.53x + 4.85y + -5.92z <= 566.26
3.37x + 9.27y + -6.66z <= 879.91
-5.6x + -9.01y + 7.59z <= 952.19
-8.89x + 4.62y + -2.05z <= 588.88
7.34x + 3.52y + 7.44z <= 182.24
3.0x + 5.12y + 0.44z <= 365.93
8.35x + -5.02y + -7.56z <= 871.19
5.12x + -9.97y + -5.39z <= 147.47
-8.98x + 7.34y + 8.95z <= 968.19
9.71x + -9.15y + 4.25z <= 211.74
9.1x + 7.44y + -2.06z <= 351.31
-1.65x + 2.65y + 8.07z <= 319.39
7.62x + 2.22y + -1.34z <= 330.94
-7.57x + 6.21y + -0.88z <= 133.21
-9.94x + 8.05y + 2.48z <= 497.39
2.62x + -8.29y + 5.93z <= 574.89
1.67x + 2.93y + -8.33z <= 537.13
1.9x + 1.07y + -4.09z <= 370.49
-2.89x + 7.48y + -4.22z <= 236.6
9.74x + -2.92y + 9.22z <= 898.54
4.17x + -2.61y + 8.29z <= 815.01
-9.44x + -5.88y + 9.59z <= 637.28
6.14x + -5.24y + -3.08z <= 880.69
-5.78x + 8.12y + 0.25z <= 709.13
-6.43x + 7.81y + -9.85z <= 993.38
-5.29x + 7.21y + -2.61z <= 286.13
8.34x + 2.94y + 3.4z <= 746.05
5.66x + 1.69y + 1.24z <= 491.05
7.54x + -4.3y + -4.49z <= 523.35
6.54x + 4.26y + -5.96z <= 473.87
3.05x + -6.16y + -3.15z <= 365.3
-9.34x + -6.88y + -1.46z <= 822.25
9.8x + 9.68y + 1.87z <= 109.42
9.17x + -6.2y + 4.31z <= 305.31
-7.08x + -6.76y + 7.42z <= 167.85
-3.89x + 4.31y + 8.06z <= 396.66
5.04x + 7.43y + -9.93z <= 256.35
4.05x + -1.15y + 7.3z <= 472.61
9.47x + 2.66y + -4.41z <= 578.5
-3.92x + 4.89y + -6.39z <= 108.0
2.06x + 9.79y + -9.72z <= 974.31
4.46x + 5.39y + -9.29z <= 490.63
-2.21x + 6.24y + -9.81z <= 841.8
-0.94x + -1.35y + -7.88z <= 936.3
1.84x + 1.66y + -5.67z <= 781.37
1.7x + -6.74y + -1.97z <= 957.33
-1.63x + -2.81y + -4.8z <= 345.08
4.68x + 7.46y + -8.44z <= 882.89
9.13x + 0.84y + 8.74z <= 384.41
0.3x + 7.97y + -8.88z <= 984.72
2.67x + 1.58y + -6.09z <= 746.0
-7.75x + -4.2y + -3.07z <= 291.52
5.31x + 3.82y + -4.45z <= 996.51
0.6x + 5.47y + 2.69z <= 924.3
4.93x + 6.7y + 1.42z <= 674.48
3.8x + -7.37y + -1.42z <= 428.71
-5.53x + -6.08y + -4.93z <= 393.56
-9.5x + 1.44y + 2.07z <= 128.54
0.51x + 4.77y + -1.24z <= 242.7
-2.81x + 0.6y + 7.52z <= 820.69
1.17x + 3.9y + 6.6z <= 665.4
-1.9x + 2.13y + -2.94z <= 433.05
-3.05x + -1.32y + -2.15z <= 180.33
-2.46x + -9.13y + -7.43z <= 575.71
6.95x + 4.05y + 5.58z <= 333.08
3.95x + 7.12y + -3.69z <= 528.83
1.28x + -0.93y + 4.31z <= 874.18
2.49x + 5.48y + 1.5z <= 700.31
1.61x + 0.96y + 0.61z <= 630.1
-3.54x + -2.53y + 6.3z <= 907.34
7.79x + 7.81y + 7.63z <= 726.05
7.0x + 0.63y + -2.74z <= 817.71
6.07x + 3.17y + 9.9z <= 736.77
-6.83x + 4.81y + 7.22z <= 747.1
6.9x + -5.49y + 9.8z <= 657.01
-5.55x + -5.8y + 3.93z <= 198.4
5.74x + 4.02y + -1.48z <= 512.99
0.92x + 6.86y + 7.5z <= 930.64
-5.92x + -9.27y + 3.72z <= 543.74
-3.88x + 0.41y + 9.12z <= 412.9
-0.83x + 7.73y + -7.87z <= 306.27
-3.79x + 8.37y + -4.47z <= 384.78
0.31x + -6.79y + -8.15z <= 687.65
7.0x + 1.19y + 5.95z <= 426.92
