max 4.18x + -6.67y + -3.92z
9.26x + -8.3y + -8.21z <= 346.77
8.83x + 6.04y + -1.35z <= 960.48
-7.36x + 2.48y + 0.7z <= 383.05
-4.11x + 1.16y + 1.61z <= 442.55
8.8x + -3.95y + -7.06z <= 336.31
-2.4x + -3.56y + -3.08z <= 650.38
5.52x + -7.81y + 7.27z <= 451.69
-8.96x + 4.89y + -1.58z <= 112.1
0.92x + -3.19y + 7.57z <= 997.49
-6.16x + 1.64y + 2.79z <= 407.83
5.2x + -7.12y + 3.2z <= 421.42
-3.25x + 1.57y + 9.69z <= 206.42
2.45x + -3.35y + -4.59z <= 870.84
-0.75x + -1.1y + 3.54z <= 424.41
-0.59x + 9.2y + -6.99z <= 502.46
-7.28x + -8.1y + 5.98z <= 901.44
2.18x + -7.7y + 4.56z <= 375.29
-3.4x + -9.91y + 1.16z <= 473.19
1.49x + 7.82y + 0.78z <= 262.37
7.28x + -7.2y + -9.23z <= 596.56
5.74x + -1.32y + -6.47z <= 888.51
3.56x + -9.21y + -7.33z <= 298.66
-1.16x + 0.39y + 7.67z <= 964.92
-3.42x + 5.37y + 9.9z <= 106.26
-1.93x + 4.14y + 1.86z <= 647.31
-6.17x + -8.75y + -7.66z <= 549.72
-2.76x + -5.93y + 6.86z <= 828.85
2.38x + 0.33y + 0.88z <= 438.77
-0.15x + 6.04y + 9.4z <= 473.58
1.92x + 5.8y + 8.82z <= 612.78
6.38x + -7.53y + 8.72z <= 328.77
-6.71x + 1.97y + -9.92z <= 494.96
-1.0x + 7.18y + -7.37z <= 917.69
-3.94x + -8.67y + -0.35z <= 488.77
-3.8x + 4.83y + 1.14z <= 216.04
-8.84x + -3.29y + -9.66z <= 514.72
1.45x + 0.52y + 2.26z <= 360.15
1.62x + -5.21y + -5.68z <= 992.62
-5.3x + 1.43y + 3.65z <= 636.06
1.59x + -1.96y + 9.41z <= 310.72
-3.37x + -0.43y + -2.18z <= 204.74
-9.0x + -6.27y + -1.8z <= 868.83
-4.07x + 5.6y + -1.89z <= 944.2
2.98x + -1.13y + 9.27z <= 966.46
-5.72x + 2.26y + 5.11z <= 523.84
-2.98x + -9.79y + 1.39z <= 570.49
-8.84x + -4.84y + 2.82z <= 943.54
-9.96x + -0.89y + -3.36z <= 605.26
-0.36x + 7.38y + -3.7z <= 329.08
-0.86x + 1.7y + -4.97z <= 220.55
-5.21x + -2.32y + 9.19z <= 206.07
2.13x + -7.71y + -6.09z <= 913.97
-4.68x + 5.71y + -9.07z <= 599.61
2.31x + 4.44y + -0.59z <= 977.39
8.91x + -1.2y + -3.61z <= 670.89
1.3x + -1.81y + 8.17z <= 396.9
1.79x + 0.17y + 7.02z <= 945.89
-7.45x + 8.43y + -3.72z <= 361.7
9.97x + -2.51y + 3.81z <= 583.04
1.77x + -8.63y + -8.07z <= 369.86
-0.32x + 6.02y + 1.46z <= 903.78
4.17x + 5.83y + -2.58z <= 150.32
-1.09x + 3.15y + 7.84z <= 789.18
-7.67x + 8.91y + -2.15z <= 703.2
9.89x + 1.81y + -9.35z <= 709.24
-0.59x + 1.92y + -1.42z <= 730.4
-8.35x + -0.37y + 8.8z <= 489.51
0.62x + -0.48y + -6.29z <= 124.67
-6.52x + 5.56y + -9.85z <= 955.51
-2.96x + 3.15y + -0.78z <= 482.01
-5.86x + -8.76y + 2.98z <= 243.3
6.78x + -7.19y + -6.32z <= 770.43
-3.19x + -7.8y + 3.99z <= 219.1
-3.12x + -4.37y + -7.48z <= 754.58
0.75x + -6.07y + 3.49z <= 161.03
-2.81x + 5.92y + 5.18z <= 934.34
-6.8x + 7.51y + 2.64z <= 321.85
-9.19x + 9.37y + 2.36z <= 935.74
-7.63x + -2.01y + 7.84z <= 906.93
6.29x + -3.0y + 2.18z <= 393.32
9.38x + -8.26y + 3.4z <= 526.78
-0.46x + -6.78y + -6.39z <= 659.46
2.25x + -3.81y + -8.55z <= 288.01
8.47x + 9.61y + 9.96z <= 723.07
6.77x + -4.73y + 5.41z <= 870.38
0.23x + -0.4y + -6.49z <= 519.78
8.97x + -2.48y + 0.01z <= 187.9
0.88x + 7.63y + 9.87z <= 541.66
-1.26x + 2.43y + 4.07z <= 954.48
0.3x + 5.22y + 5.06z <= 964.36
8.85x + 3.91y + -8.92z <= 187.89
-3.3x + 7.91y + -7.97z <= 430.72
5.21x + -2.05y + 5.36z <= 229.23
-0.28x + -6.58y + 8.61z <= 148.61
-2.64x + 7.45y + -6.09z <= 361.85
6.86x + -4.77y + 0.03z <= 719.93
-8.15x + -4.33y + -5.86z <= 305.29
1.58x + 6.99y + -6.54z <= 269.28
5.0x + 2.3y + 3.27z <= 161.88
-8.62x + -8.14y + -8.47z <= 365.0
-5.39x + 9.1y + -4.96z <= 315.38
1.18x + -4.03y + 0.7z <= 831.12
0.71x + -6.59y + 4.0z <= 316.37
3.27x + -4.89y + -2.64z <= 260.06
-3.36x + 4.68y + -0.88z <= 221.87
5.71x + 2.07y + -8.77z <= 640.89
-9.43x + 6.48y + -2.0z <= 794.88
-5.67x + -1.87y + 7.35z <= 153.28
-3.61x + -9.03y + -2.33z <= 515.77
-1.44x + 5.79y + -0.82z <= 633.71
-2.25x + -3.58y + -8.48z <= 512.29
-6.23x + 0.19y + 8.88z <= 261.26
2.14x + -5.71y + 5.49z <= 366.14
5.04x + 9.08y + 2.52z <= 255.69
-1.63x + -0.66y + -0.78z <= 638.12
-0.94x + -7.82y + 6.84z <= 704.22
-8.2x + 4.52y + -4.22z <= 240.91
-0.99x + 3.87y + -1.17z <= 788.18
0.01x + 3.88y + -1.41z <= 944.23
-9.49x + 7.49y + 6.73z <= 428.5
-4.23x + 9.89y + 1.82z <= 991.85
-7.91x + -1.21y + 5.24z <= 216.3
1.58x + 7.38y + 0.37z <= 355.71
-6.42x + -7.78y + 3.83z <= 181.13
-8.05x + -7.35y + -0.85z <= 707.68
4.37x + 3.94y + 1.96z <= 182.34
5.17x + 9.7y + 3.59z <= 593.23
-8.93x + 6.9y + -8.89z <= 754.89
-2.41x + -9.92y + -9.91z <= 368.79
-6.43x + -9.56y + 7.67z <= 527.84
-9.26x + 6.51y + -3.26z <= 210.31
-5.27x + 3.94y + 8.94z <= 683.72
2.48x + 5.68y + 6.17z <= 289.07
7.51x + -3.0y + -3.05z <= 872.32
-6.85x + -7.77y + 2.57z <= 338.75
1.36x + -5.93y + -3.02z <= 894.71
8.46x + 2.58y + -6.11z <= 326.39
5.09x + 7.37y + -8.53z <= 121.83
1.11x + -8.89y + 7.73z <= 476.84
-1.77x + -7.74y + -8.81z <= 625.43
9.26x + -6.25y + 3.65z <= 473.49
-5.25x + -9.06y + 4.75z <= 454.74
7.68x + 4.26y + -8.71z <= 716.14
3.88x + 1.34y + 1.77z <= 973.96
-4.59x + 9.93y + -8.48z <= 494.72
3.36x + 1.59y + 0.97z <= 325.86
-9.06x + -1.22y + -1.92z <= 103.78
4.85x + 6.9y + -9.74z <= 571.67
-7.02x + 7.81y + 6.19z <= 882.73
-9.89x + 8.42y + -6.95z <= 737.05
0.42x + 4.37y + -9.38z <= 912.23
6.97x + 0.92y + 4.93z <= 284.42
-6.77x + -8.36y + -0.23z <= 334.01
4.22x + -4.2y + -2.22z <= 238.8
-8.8x + -6.87y + -2.62z <= 813.08
6.93x + -3.54y + -3.1z <= 217.25
2.41x + 6.62y + -7.5z <= 114.18
6.43x + 9.79y + -5.84z <= 600.34
3.11x + 2.56y + 6.34z <= 655.28
1.29x + -0.33y + -5.06z <= 197.91
-9.26x + 4.89y + -1.38z <= 161.82
5.46x + -7.57y + -7.91z <= 801.59
1.22x + -8.77y + 8.57z <= 358.05
-4.01x + -9.5y + -8.52z <= 828.56
2.99x + 2.97y + 4.01z <= 259.01
-2.04x + 9.17y + -1.13z <= 258.71
3.38x + 4.05y + 2.3z <= 547.64
-9.93x + 6.58y + -7.9z <= 132.3
5.46x + 8.65y + -3.8z <= 687.81
-1.02x + -6.17y + 3.49z <= 375.03
-5.53x + 9.78y + -5.49z <= 326.01
6.49x + -5.78y + -4.35z <= 708.84
-4.48x + 5.57y + 5.17z <= 210.76
6.0x + 9.8y + -0.77z <= 210.1
-1.02x + -2.2y + 2.63z <= 116.96
-7.62x + -8.37y + -3.02z <= 436.74
-6.85x + -8.52y + 0.75z <= 515.86
-9.94x + -0.49y + -7.28z <= 922.54
-7.55x + 9.06y + 3.44z <= 412.04
-3.97x + -4.07y + -1.4z <= 336.06
-6.35x + -4.45y + 8.37z <= 442.35
5.0x + -1.37y + -1.72z <= 460.92
7.37x + 1.84y + -9.36z <= 288.35
3.96x + -8.74y + 7.05z <= 860.16
-5.67x + -1.69y + 5.94z <= 799.35
5.41x + 3.84y + -2.37z <= 779.43
1.76x + -8.51y + -9.35z <= 961.28
8.46x + -0.11y + 7.28z <= 964.69
2.89x + 6.79y + -3.35z <= 805.83
2.94x + 5.07y + 2.16z <= 786.33
4.88x + 3.33y + -7.19z <= 100.14
-8.43x + -3.29y + 4.52z <= 605.02
1.53x + -0.18y + 7.25z <= 909.99
-1.73x + -0.23y + -0.06z <= 897.54
4.14x + -5.91y + -1.64z <= 969.35
-8.66x + 5.77y + -0.08z <= 678.59
-9.57x + -3.38y + -7.38z <= 365.51
-8.17x + 7.6y + 9.1z <= 709.39
2.79x + 6.5y + 1.93z <= 178.51
1.96x + -8.61y + -1.02z <= 402.84
-9.91x + 8.15y + -4.36z <= 714.27
7.3x + -7.91y + 1.03z <= 798.86
-0.23x + -5.34y + -7.61z <= 506.65
2.46x + 0.24y + -1.17z <= 112.25
-2.11x + -0.36y + -1.67z <= 935.84
6.38x + 3.48y + -4.64z <= 128.99
9.57x + 5.35y + -1.23z <= 780.72
5.42x + 6.79y + -3.0z <= 466.42
-0.07x + -1.17y + -8.39z <= 678.05
9.64x + -7.71y + 7.31z <= 341.81
6.15x + 0.72y + -5.65z <= 257.6
2.12x + 8.71y + -6.47z <= 954.25
-4.2x + -5.82y + -0.9z <= 504.39
-8.42x + -5.89y + 3.85z <= 848.43
-1.61x + -8.95y + -8.98z <= 844.85
-8.05x + 1.36y + 1.53z <= 653.78
-1.04x + -0.02y + -5.11z <= 807.2
-0.39x + 5.5y + -5.15z <= 208.85
8.45x + -5.23y + 1.93z <= 829.51
-5.14x + 2.9y + -7.83z <= 776.05
7.29x + 9.2y + 9.91z <= 958.9
-6.76x + 7.24y + -8.97z <= 401.0
-7.82x + 8.92y + -4.13z <= 776.16
8.53x + 9.78y + 0.68z <= 639.16
-7.54x + 7.1y + -2.07z <= 165.67
-1.45x + 8.53y + 0.27z <= 619.12
8.0x + -4.5y + 0.86z <= 312.39
2.43x + -1.94y + 6.68z <= 403.32
9.91x + -2.71y + 1.45z <= 432.48
6.28x + -4.92y + -4.39z <= 864.15
-7.92x + -5.36y + 7.27z <= 387.65
0.5x + 8.36y + 9.63z <= 928.25
6.42x + -8.39y + -8.89z <= 402.83
1.55x + 5.24y + -5.05z <= 520.67
9.39x + 2.11y + 0.3z <= 299.83
1.46x + 5.08y + 0.82z <= 811.18
4.7x + 5.23y + -7.74z <= 754.73
-0.09x + -7.04y + 5.53z <= 202.3
-2.53x + -9.26y + -1.72z <= 588.17
-8.7x + -7.25y + -7.81z <= 458.08
-3.28x + 8.61y + 4.81z <= 845.03
5.46x + -1.96y + -0.03z <= 460.22
4.56x + -1.85y + -1.57z <= 471.97
8.22x + -0.62y + -3.06z <= 340.69
2.11x + 7.96y + 7.44z <= 314.69
0.71x + 5.57y + -1.67z <= 492.09
3.25x + 7.46y + -2.41z <= 927.51
-4.01x + -6.31y + 5.29z <= 277.25
-2.71x + 8.77y + 9.35z <= 750.25
-2.56x + 2.32y + -9.95z <= 911.58
9.34x + 0.5y + 3.14z <= 896.59
-2.96x + 1.02y + -1.15z <= 349.1
4.69x + 4.77y + -3.82z <= 427.34
4.29x + 2.9y + -6.41z <= 115.99
4.85x + -4.67y + 4.14z <= 672.85
4.46x + 9.63y + -0.81z <= 228.71
2.14x + 0.3y + 3.49z <= 925.52
1.91x + -5.88y + -0.42z <= 752.2
2.96x + -9.38y + 5.52z <= 642.96
5.6x + 1.65y + 7.92z <= 967.47
3.17x + 7.59y + 7.73z <= 273.08
7.81x + 3.64y + -4.99z <= 851.48
-1.23x + -9.82y + 3.76z <= 848.72
3.75x + 2.79y + -5.01z <= 817.97
-2.0x + -3.97y + -4.34z <= 166.49
-7.34x + -3.22y + 1.53z <= 592.64
8.06x + 8.85y + 4.77z <= 357.9
-7.44x + 8.37y + -9.72z <= 609.19
-9.83x + -9.83y + -5.47z <= 462.23
-3.65x + -8.48y + -4.92z <= 571.79
0.45x + 4.56y + -3.01z <= 741.83
-5.42x + -9.56y + -2.66z <= 298.63
9.44x + -1.93y + -6.16z <= 193.65
-6.95x + 4.83y + 8.19z <= 683.61
-0.81x + 0.1y + -9.6z <= 679.0
4.05x + -5.93y + 8.25z <= 401.25
-7.95x + -5.44y + -7.45z <= 488.27
2.37x + -7.63y + 1.57z <= 317.51
-2.52x + -5.19y + -1.49z <= 472.47
7.5x + -5.3y + -1.87z <= 291.43
-3.07x + -5.89y + 0.97z <= 654.82
5.17x + 3.47y + -4.39z <= 908.75
-5.84x + -4.99y + -3.26z <= 320.95
-0.86x + -8.91y + 9.33z <= 941.55
-5.99x + -7.42y + -1.71z <= 729.29
-7.55x + 4.15y + -2.54z <= 316.73
-3.94x + -6.89y + 7.98z <= 533.82
3.52x + -6.72y + 3.72z <= 445.32
-7.3x + -2.69y + 4.76z <= 680.4
-3.76x + 8.15y + -9.17z <= 763.56
9.56x + 1.12y + 5.63z <= 490.93
-7.31x + -5.54y + -5.75z <= 257.39
-3.82x + 5.46y + -9.67z <= 975.55
2.29x + 6.9y + 2.73z <= 762.46
-4.32x + -3.99y + 0.46z <= 823.21
-6.69x + -5.19y + 3.69z <= 789.62
-1.18x + 0.6y + 4.52z <= 555.55
-1.03x + -4.34y + -4.5z <= 667.33
5.95x + 5.62y + 5.4z <= 784.02
-5.84x + -3.4y + -4.83z <= 229.8
-1.47x + -1.86y + -5.93z <= 856.02
-9.72x + 7.03y + -7.36z <= 173.57
3.9x + 1.35y + 6.65z <= 763.77
-5.97x + 3.14y + -8.98z <= 777.41
-0.03x + 4.18y + -8.5z <= 226.34
-4.49x + 5.67y + -4.4z <= 731.88
6.26x + -8.13y + -3.21z <= 511.34
8.58x + 5.75y + -2.23z <= 543.89
6.72x + -6.79y + 0.3z <= 242.18
5.39x + 7.99y + -7.41z <= 260.7
5.11x + 9.88y + -2.03z <= 963.21
1.52x + -8.44y + -8.73z <= 604.45
7.68x + 6.95y + 2.56z <= 950.01
4.43x + 3.61y + 1.83z <= 239.66
3.17x + -5.95y + 1.48z <= 745.84
-4.04x + 4.37y + 6.38z <= 596.43
-1.7x + 1.79y + -3.0z <= 507.07
6.27x + -7.63y + -5.75z <= 268.63
-1.95x + -0.45y + -1.31z <= 562.2
5.85x + -0.07y + 0.78z <= 955.07
-2.71x + 3.27y + 7.29z <= 223.29
-8.31x + -6.61y + -8.27z <= 674.93
-1.49x + 9.01y + 5.99z <= 796.28
8.66x + -4.82y + 5.67z <= 107.32
-0.43x + 6.36y + -8.91z <= 291.98
-1.76x + 0.33y + 1.78z <= 904.7
2.59x + -9.61y + -3.85z <= 987.1
1.78x + -3.5y + -5.44z <= 374.4
-5.33x + -5.11y + 8.36z <= 861.87
0.43x + 8.1y + -3.28z <= 947.1
-7.74x + 7.23y + -6.68z <= 295.57
9.31x + 1.16y + 6.16z <= 416.28
-6.26x + -5.45y + 3.6z <= 304.34
-3.58x + -5.83y + 7.67z <= 198.38
-6.12x + 3.92y + 6.97z <= 518.53
-4.29x + -1.01y + -8.49z <= 690.6
-4.49x + 0.43y + -9.7z <= 660.34
0.39x + -8.62y + -1.43z <= 495.4
-2.23x + 9.05y + 6.01z <= 999.65
8.98x + -0.67y + -9.27z <= 697.35
3.36x + -5.73y + 2.19z <= 725.71
1.73x + -3.62y + 8.7z <= 504.35
-2.29x + 6.59y + 3.28z <= 379.77
-6.43x + -5.48y + -1.42z <= 970.95
-6.27x + -4.4y + -7.72z <= 276.92
4.74x + 6.68y + -2.1z <= 839.7
-2.21x + -3.1y + -3.05z <= 729.58
1.41x + -3.96y + -2.57z <= 695.83
-2.57x + 9.6y + -8.53z <= 386.51
7.43x + 7.99y + 1.37z <= 921.84
-8.86x + 4.27y + 9.5z <= 699.09
-1.74x + -9.0y + -9.74z <= 131.94
-3.72x + 9.39y + -5.22z <= 788.67
-8.38x + -9.87y + 6.57z <= 827.71
-7.28x + -7.43y + 8.3z <= 735.58
1.12x + 0.21y + 2.64z <= 488.6
5.33x + -0.42y + -8.82z <= 650.26
-0.19x + 6.44y + -9.83z <= 623.75
9.32x + 6.03y + 1.81z <= 922.91
5.2x + -4.74y + -7.07z <= 224.4
-4.52x + 5.57y + -2.77z <= 182.93
-0.1x + -8.31y + 9.88z <= 479.49
0.86x + 1.19y + 3.4z <= 650.98
-1.51x + -3.77y + 3.69z <= 207.25
-6.53x + -7.36y + 3.57z <= 413.48
-6.68x + 1.41y + 1.5z <= 845.72
-9.09x + 8.19y + 2.18z <= 458.84
3.63x + -7.91y + 0.59z <= 552.62
4.11x + -1.06y + -5.25z <= 801.62
-8.99x + 4.22y + -9.23z <= 179.75
4.65x + -8.42y + 7.56z <= 132.08
-7.36x + -8.9y + 8.66z <= 985.09
3.04x + 5.99y + 6.98z <= 575.73
-3.46x + -1.04y + 5.21z <= 346.62
-1.48x + 7.16y + -7.54z <= 890.24
-0.27x + 3.11y + 6.93z <= 160.37
-5.94x + 4.05y + 3.71z <= 461.94
4.55x + -0.06y + 1.41z <= 834.23
-5.46x + -4.53y + -0.38z <= 153.0
-2.19x + 8.48y + 2.92z <= 502.17
-2.97x + 0.56y + 7.12z <= 962.63
-6.08x + 7.0y + -9.39z <= 230.58
8.43x + 0.76y + 5.66z <= 960.29
7.17x + 5.85y + 2.95z <= 497.49
-3.18x + 1.01y + -1.3z <= 587.53
7.3x + 8.31y + -2.67z <= 146.14
7.91x + -5.52y + -0.82z <= 392.03
-9.85x + -2.45y + -4.02z <= 685.62
-6.55x + 5.13y + 1.36z <= 546.25
0.62x + 5.26y + -5.14z <= 645.13
-7.73x + -6.5y + 7.97z <= 738.29
-4.56x + 8.99y + 2.48z <= 136.22
-7.38x + 7.82y + 2.48z <= 217.11
9.95x + 3.52y + 3.02z <= 741.59
9.97x + 6.4y + 3.7z <= 951.29
9.17x + -9.78y + 6.18z <= 490.63
-8.09x + -6.77y + -5.59z <= 985.0
5.64x + -8.13y + -2.4z <= 176.03
1.31x + 3.17y + 3.75z <= 179.88
6.83x + 6.26y + -9.79z <= 978.74
-2.32x + -1.62y + -1.99z <= 862.0
3.32x + -3.6y + -6.34z <= 486.63
2.78x + -6.27y + 2.99z <= 289.13
-6.92x + 7.26y + 2.05z <= 370.41
-5.48x + -0.36y + -8.88z <= 916.57
-3.82x + -9.54y + 3.4z <= 608.81
-7.42x + -3.94y + 6.09z <= 173.11
-1.24x + -1.84y + -4.95z <= 496.0
-2.16x + 0.37y + -5.64z <= 701.23
-0.74x + 0.03y + 9.94z <= 354.73
-1.28x + 9.03y + 9.34z <= 820.63
4.95x + 3.9y + -9.64z <= 800.73
-5.84x + -1.24y + -8.54z <= 622.49
8.29x + 2.87y + 4.61z <= 303.01
-0.79x + -3.59y + 2.11z <= 189.92
-0.57x + -0.63y + 3.39z <= 874.31
1.72x + 4.84y + -1.55z <= 203.92
-1.23x + 3.32y + -6.11z <= 328.45
-9.98x + 5.46y + 5.04z <= 138.83
-1.82x + 5.45y + 0.51z <= 819.67
7.37x + -2.68y + -1.58z <= 996.36
0.82x + 0.26y + -2.56z <= 235.91
-3.62x + 3.1y + 5.87z <= 484.35
-0.08x + -5.86y + -5.45z <= 669.16
5.38x + 8.93y + -8.11z <= 875.16
9.46x + -1.62y + 1.87z <= 679.57
3.9x + 9.91y + 4.68z <= 377.38
-3.34x + 3.88y + -9.54z <= 777.25
7.89x + 8.9y + -4.62z <= 356.99
4.74x + 1.63y + -4.73z <= 297.26
-4.77x + 6.95y + 1.95z <= 583.54
4.74x + 5.46y + -6.52z <= 467.35
-9.2x + 0.07y + -3.33z <= 446.31
-2.52x + -9.37y + -1.92z <= 415.96
8.66x + -6.89y + -6.99z <= 586.47
-7.79x + 3.91y + 6.23z <= 709.53
8.83x + 6.61y + 8.25z <= 762.71
9.06x + 2.97y + 4.05z <= 667.81
-3.75x + -3.1y + -3.68z <= 383.58
7.49x + 1.39y + 2.07z <= 187.03
-9.86x + 7.11y + 1.14z <= 683.05
-9.42x + 4.32y + 0.26z <= 271.6
9.8x + -5.1y + -6.95z <= 743.57
6.34x + -8.02y + 8.12z <= 983.7
8.42x + -7.89y + 5.28z <= 241.93
-8.41x + 9.96y + -3.06z <= 144.89
-3.12x + -3.98y + -1.94z <= 515.2
8.0x + 5.93y + 8.09z <= 306.33
-5.29x + 7.93y + 2.28z <= 998.12
-5.16x + -8.51y + -5.85z <= 475.86
8.84x + -5.29y + 7.39z <= 456.9
0.78x + 7.35y + 7.09z <= 729.67
-6.3x + -2.54y + 5.12z <= 192.34
-1.77x + 6.25y + 7.14z <= 965.66
-6.3x + -0.46y + 6.31z <= 845.38
5.42x + -0.87y + -0.45z <= 712.64
5.25x + -6.46y + 4.18z <= 995.57
-6.29x + -3.0y + -8.79z <= 242.77
-4.84x + 6.47y + -7.03z <= 240.03
-5.23x + 5.59y + 2.69z <= 669.39
2.98x + 5.19y + -3.56z <= 475.49
8.13x + 2.24y + 3.22z <= 909.07
4.71x + 5.67y + 3.18z <= 320.61
-3.12x + 0.01y + 3.82z <= 532.97
-6.72x + -6.57y + 5.78z <= 717.99
2.6x + 1.36y + 1.37z <= 125.71
5.6x + -6.82y + 8.2z <= 121.68
3.91x + -2.46y + 8.22z <= 453.1
6.86x + -1.61y + 9.0z <= 652.77
-5.93x + -4.45y + 4.32z <= 590.43
1.35x + -8.43y + 7.16z <= 607.73
-8.33x + -0.17y + 4.88z <= 180.15
-6.02x + -2.94y + 8.64z <= 926.72
-7.4x + -9.59y + 1.44z <= 175.23
-4.69x + 7.8y + -2.54z <= 679.59
2.29x + 4.11y + 2.93z <= 173.96
-0.97x + 7.53y + 4.55z <= 621.04
1.37x + -6.45y + 9.43z <= 828.15
-0.06x + 7.71y + 4.89z <= 648.63
6.7x + 5.69y + -9.32z <= 563.5
4.94x + -7.53y + 4.58z <= 988.2
6.96x + 7.13y + -1.37z <= 387.88
-2.19x + 0.6y + 7.43z <= 846.76
-8.87x + -3.9y + 2.06z <= 110.41
4.37x + -8.43y + 2.5z <= 405.9
2.2x + -2.8y + -2.23z <= 461.34
-7.52x + 5.38y + 5.65z <= 651.62
-0.59x + 5.04y + 6.92z <= 453.34
-4.59x + 2.9y + 8.83z <= 482.42
3.48x + -4.37y + 5.44z <= 144.47
-7.94x + -4.09y + -2.83z <= 233.2
-8.5x + -4.73y + 1.46z <= 591.09
-2.92x + 7.48y + -5.64z <= 750.53
-6.3x + 0.91y + -7.41z <= 587.63
-8.39x + 6.35y + -3.01z <= 117.92
-6.32x + 4.67y + 2.92z <= 876.95
0.54x + 5.44y + -6.68z <= 315.28
-2.29x + -9.53y + -2.74z <= 135.07
-9.6x + 8.99y + -0.37z <= 534.97
4.87x + -3.58y + -3.31z <= 812.56
0.78x + -0.6y + -5.87z <= 378.14
8.06x + 6.34y + 9.2z <= 394.28
8.4x + -2.08y + -0.48z <= 404.22
7.15x + -6.96y + -4.07z <= 568.8
7.28x + 8.97y + -5.93z <= 562.71
5.9x + -9.37y + -8.34z <= 521.02
-1.74x + -6.65y + -4.32z <= 141.14
-4.74x + -4.92y + -2.2z <= 180.02
9.9x + -1.62y + -4.76z <= 650.37
6.21x + -4.81y + -1.45z <= 488.99
-4.91x + 8.32y + -0.57z <= 190.4
-3.62x + 5.47y + 0.64z <= 691.47
4.28x + 3.12y + 6.71z <= 674.16
7.2x + 2.88y + -2.48z <= 684.31
-2.28x + -0.24y + -9.92z <= 863.68
3.84x + -8.77y + -5.64z <= 978.16
-0.22x + 8.51y + 4.91z <= 424.71
-5.91x + 4.14y + -5.41z <= 133.57
7.72x + 6.63y + 3.49z <= 236.0
5.6x + -3.88y + -5.56z <= 789.01
-0.24x + -6.33y + 2.21z <= 283.66
6.68x + 3.9y + -4.89z <= 728.43
0.34x + 4.35y + -1.24z <= 651.82
1.89x + 1.43y + 8.8z <= 312.94
3.85x + -2.95y + 2.42z <= 884.5
-7.04x + 1.95y + 7.33z <= 788.64
-7.16x + -3.95y + 2.92z <= 226.46
2.21x + -5.09y + -5.97z <= 242.34
-8.48x + -1.55y + -3.85z <= 569.38
7.39x + -8.05y + 9.42z <= 532.44
-5.72x + 7.52y + 4.07z <= 540.48
7.17x + 3.37y + 5.87z <= 725.57
-2.52x + 7.57y + -5.99z <= 232.5
7.38x + 5.97y + 8.73z <= 273.46
9.83x + -8.61y + 6.26z <= 324.5
-4.79x + 6.79y + -9.93z <= 999.57
5.1x + 6.52y + -7.24z <= 392.84
-7.44x + 6.16y + 3.73z <= 806.33
-4.39x + -3.98y + 9.93z <= 724.56
3.47x + -7.24y + 7.73z <= 802.29
6.97x + -9.89y + -0.54z <= 595.05
9.58x + 7.36y + -2.32z <= 871.79
1.82x + -0.38y + 4.35z <= 356.5
-3.48x + -8.97y + 0.59z <= 206.34
-7.17x + -4.21y + 7.6z <= 202.65
4.39x + 4.89y + 0.83z <= 901.05
7.1x + 3.73y + 3.0z <= 454.02
1.79x + 6.68y + 9.45z <= 963.42
-4.55x + 3.12y + -9.74z <= 962.61
9.09x + 5.77y + 7.8z <= 426.93
5.19x + 0.75y + -9.28z <= 898.93
-3.41x + -2.01y + -4.62z <= 813.22
-0.55x + 2.46y + 8.45z <= 182.74
-7.36x + -9.94y + -8.54z <= 225.35
9.1x + 5.63y + 9.59z <= 327.53
-0.09x + 4.38y + 4.5z <= 378.66
-4.73x + 1.56y + 8.43z <= 888.99
9.38x + -4.54y + 1.76z <= 903.79
-7.95x + -6.18y + -3.13z <= 267.75
-2.75x + 6.68y + -0.41z <= 563.18
9.98x + -6.42y + -6.36z <= 534.76
-8.95x + -3.95y + -2.29z <= 524.46
-7.97x + -8.37y + -1.89z <= 988.85
-1.12x + -8.36y + 0.47z <= 621.55
2.53x + 6.28y + -7.74z <= 851.78
2.59x + -4.77y + 6.88z <= 219.57
4.97x + 9.06y + -5.07z <= 241.47
-4.72x + 9.84y + -9.83z <= 577.52
-1.39x + -0.56y + 7.08z <= 486.99
-3.29x + -0.69y + -6.55z <= 112.46
6.27x + 3.37y + -6.12z <= 763.17
8.12x + 0.45y + 5.91z <= 963.05
5.84x + 5.43y + -0.4z <= 522.08
9.39x + -7.85y + 6.29z <= 166.2
5.2x + 5.24y + -1.24z <= 454.88
5.85x + -1.06y + 9.23z <= 729.21
1.94x + 9.62y + 6.1z <= 724.51
4.76x + -2.61y + -7.36z <= 893.68
-4.63x + 5.29y + -9.4z <= 366.01
2.65x + -8.1y + 4.74z <= 776.87
-5.99x + -5.76y + -2.3z <= 420.32
2.47x + -7.98y + -7.38z <= 697.71
-5.3x + 0.85y + -3.98z <= 767.36
-7.27x + 6.52y + -0.2z <= 863.41
-2.78x + 4.6y + 0.74z <= 666.5
4.61x + 0.22y + -4.08z <= 855.31
1.38x + 3.6y + 4.98z <= 678.51
2.88x + 7.3y + -4.92z <= 164.1
-1.85x + -2.87y + 3.5z <= 744.08
-3.85x + 3.19y + 8.05z <= 760.48
-1.68x + -2.88y + -2.08z <= 112.24
-8.61x + -3.43y + -2.6z <= 423.96
9.89x + -3.7y + 4.61z <= 813.33
4.21x + 2.76y + -0.59z <= 274.78
