max 1.54x + 1.48y + 4.93z
7.38x + -7.54y + 9.63z <= 246.73
1.4x + 8.92y + 6.48z <= 762.92
9.49x + 6.18y + -0.23z <= 143.89
-3.98x + -4.84y + 4.9z <= 661.99
4.25x + 3.26y + -0.25z <= 586.64
-6.13x + 3.35y + 5.08z <= 363.32
-5.54x + 0.93y + -0.41z <= 924.95
0.75x + -7.17y + -1.68z <= 526.54
0.92x + -0.84y + 6.58z <= 856.05
-9.3x + -8.45y + 0.44z <= 157.26
8.14x + 5.16y + 8.75z <= 220.17
1.56x + 4.68y + 7.77z <= 329.48
8.33x + 0.04y + 8.57z <= 908.61
-7.6x + -7.84y + 8.93z <= 293.28
-4.9x + -8.62y + -0.05z <= 607.21
-1.63x + -4.96y + 2.08z <= 942.07
-8.18x + 5.65y + 4.1z <= 436.66
-7.97x + -1.37y + -6.35z <= 905.73
2.65x + -7.6y + 2.86z <= 644.06
0.18x + -9.35y + -5.59z <= 645.67
7.61x + 8.98y + -2.62z <= 849.85
-4.12x + 2.67y + -9.56z <= 202.66
-0.9x + 9.21y + 7.77z <= 883.77
-1.54x + 0.99y + 7.96z <= 289.27
-3.18x + 2.37y + -0.23z <= 914.21
7.06x + -4.41y + -4.56z <= 995.85
6.19x + -4.78y + -3.51z <= 981.15
-4.91x + 8.56y + -3.94z <= 819.66
7.12x + -9.34y + -2.18z <= 346.07
-0.83x + -7.13y + 2.99z <= 843.67
-8.73x + -3.25y + 9.09z <= 990.56
-7.15x + 8.42y + 6.98z <= 644.47
-3.54x + 2.22y + 6.13z <= 470.01
6.87x + 2.02y + 7.95z <= 725.0
6.79x + 4.73y + -5.8z <= 670.43
-8.43x + -3.98y + -2.04z <= 597.01
-3.57x + 3.56y + 5.17z <= 694.52
8.02x + -1.73y + -0.78z <= 250.59
-5.11x + 4.26y + -2.07z <= 122.84
-5.44x + 8.0y + -9.87z <= 282.3
-1.15x + 6.06y + -4.06z <= 130.65
5.68x + 3.99y + -8.78z <= 247.53
-7.68x + 8.94y + -2.16z <= 494.82
-8.24x + 0.66y + -9.28z <= 639.01
-9.37x + 2.55y + -6.17z <= 817.42
0.33x + 2.76y + -2.11z <= 311.76
1.59x + 9.99y + -9.75z <= 265.77
6.59x + 8.68y + 4.6z <= 467.49
-5.42x + 5.16y + -5.7z <= 371.1
-7.53x + -6.85y + -2.12z <= 858.49
-4.41x + 9.0y + 8.29z <= 958.11
9.08x + -6.9y + -3.7z <= 384.98
9.61x + 3.66y + -8.23z <= 579.74
-8.67x + 0.73y + 9.75z <= 185.11
-9.17x + 0.18y + -1.02z <= 708.0
4.64x + 3.45y + -1.6z <= 624.91
6.73x + 4.87y + 9.2z <= 417.11
-9.62x + 7.69y + -4.53z <= 441.35
-4.12x + -1.19y + -8.67z <= 807.08
7.0x + 6.63y + 2.57z <= 170.74
7.64x + 5.61y + -4.21z <= 667.99
6.98x + -9.4y + -7.29z <= 130.21
-3.59x + -7.8y + -2.5z <= 343.21
-4.6x + -4.51y + 1.0z <= 526.74
-5.91x + 2.87y + 2.05z <= 198.89
-2.6x + 4.59y + 9.42z <= 703.41
-1.24x + -4.37y + 3.97z <= 388.66
1.18x + 3.13y + -0.62z <= 998.71
1.67x + -5.59y + 1.52z <= 910.65
-2.88x + 2.17y + 0.13z <= 886.63
4.08x + 0.41y + 9.72z <= 154.53
9.67x + 5.85y + 6.5z <= 367.58
-0.48x + 5.02y + -2.65z <= 579.34
-9.84x + 3.73y + 0.3z <= 314.46
-5.78x + 1.88y + 5.72z <= 922.59
1.36x + -4.75y + 0.3z <= 772.6
-0.64x + 3.64y + 4.84z <= 993.25
6.53x + 3.46y + -7.83z <= 772.04
3.37x + 3.01y + 1.86z <= 923.72
-3.66x + 7.94y + -7.35z <= 668.12
-0.08x + -6.18y + -1.04z <= 747.05
-4.12x + 8.96y + 7.41z <= 694.48
-6.08x + -8.66y + 3.36z <= 656.58
-2.21x + -7.2y + 8.83z <= 171.25
6.49x + -3.45y + 6.0z <= 620.64
8.17x + 9.37y + -6.23z <= 293.44
-0.87x + -6.86y + 7.22z <= 385.22
-6.3x + -6.78y + 5.33z <= 369.14
-7.52x + 4.87y + -9.93z <= 978.81
-5.75x + -0.37y + 3.33z <= 577.89
-8.75x + -6.53y + -2.01z <= 211.99
-6.87x + -6.3y + -8.32z <= 288.91
-7.18x + -7.36y + -8.76z <= 350.82
-6.18x + 9.16y + 3.02z <= 379.31
-2.21x + -9.03y + -8.57z <= 274.74
4.64x + -2.05y + -8.62z <= 708.41
-8.67x + -3.24y + -1.27z <= 624.18
-1.15x + 3.57y + 6.12z <= 620.08
7.11x + -2.13y + -1.94z <= 771.91
9.4x + 8.88y + 1.61z <= 445.56
-3.62x + -3.97y + 9.44z <= 877.54
6.02x + 2.4y + -4.05z <= 771.76
2.19x + -3.53y + -1.44z <= 968.34
8.25x + -8.55y + -9.34z <= 223.86
-9.14x + 6.8y + 6.3z <= 896.35
-6.74x + -1.73y + -4.33z <= 271.23
-4.76x + -2.58y + -8.14z <= 494.7
5.27x + 8.46y + 8.61z <= 991.59
-5.78x + 5.77y + -6.34z <= 219.04
2.2x + -0.04y + -8.78z <= 382.37
-0.18x + 2.37y + 4.31z <= 835.87
6.25x + -9.04y + -0.32z <= 659.82
-1.85x + -4.8y + 3.21z <= 935.85
-9.29x + -2.64y + 3.56z <= 517.07
9.1x + 3.24y + -3.48z <= 418.38
-3.09x + -1.16y + -4.82z <= 703.91
9.36x + -7.46y + -2.79z <= 884.39
6.77x + 3.95y + 2.02z <= 344.63
9.87x + -7.6y + 7.72z <= 427.95
-1.52x + -5.17y + 5.67z <= 304.65
-3.5x + 9.27y + -4.43z <= 300.47
-3.98x + -6.49y + 6.84z <= 239.77
0.35x + -4.47y + 3.57z <= 796.08
-3.62x + -5.58y + 9.46z <= 555.08
7.14x + 3.71y + 4.95z <= 418.69
-3.33x + -7.12y + 5.8z <= 666.52
4.85x + -3.53y + -3.91z <= 578.15
3.99x + 6.77y + 7.76z <= 431.1
4.28x + 9.3y + -6.28z <= 406.63
9.18x + 4.6y + -2.52z <= 682.57
8.8x + -3.89y + 9.6z <= 938.12
-2.6x + -7.9y + 9.98z <= 233.35
5.47x + 4.63y + -9.86z <= 477.85
5.13x + -1.32y + 7.03z <= 584.73
-4.78x + -4.64y + 2.76z <= 760.99
-9.99x + 1.26y + 1.72z <= 927.82
-2.06x + -2.92y + 9.39z <= 131.18
5.02x + 1.78y + 7.1z <= 126.94
-2.79x + -3.7y + -1.1z <= 587.55
-7.06x + -4.73y + 0.74z <= 162.85
-0.04x + -0.3y + 6.55z <= 474.98
3.07x + 4.27y + -4.93z <= 567.88
2.73x + 8.56y + 4.07z <= 415.47
-3.93x + -5.68y + 0.49z <= 180.44
9.28x + 7.16y + -3.22z <= 403.41
-9.2x + 6.04y + 2.14z <= 387.91
9.78x + -8.64y + 2.07z <= 389.82
-7.09x + -9.84y + -8.8z <= 729.32
7.87x + -5.8y + 4.32z <= 433.11
-2.09x + -4.91y + -1.69z <= 531.52
-0.31x + -2.33y + 5.01z <= 211.17
-1.88x + -4.99y + 8.07z <= 875.35
-5.16x + 5.49y + 4.83z <= 363.14
-3.65x + 3.68y + 6.69z <= 848.25
2.86x + 7.05y + -5.92z <= 852.8
5.93x + -4.92y + -8.14z <= 184.9
-4.01x + 6.23y + 0.04z <= 420.11
-3.04x + 7.49y + 1.57z <= 623.27
-9.04x + 1.85y + 4.39z <= 580.67
-7.07x + 2.98y + 3.67z <= 833.23
1.2x + -5.39y + 5.47z <= 967.46
0.93x + 3.32y + -2.25z <= 570.6
8.49x + -6.39y + -4.89z <= 878.37
5.51x + -2.21y + -4.33z <= 671.87
-7.77x + 8.99y + -1.01z <= 318.47
-1.28x + 6.36y + -8.97z <= 140.4
-7.31x + 8.55y + 5.85z <= 344.7
0.56x + -3.72y + -0.29z <= 718.43
-2.77x + 3.36y + -5.97z <= 641.3
1.36x + -3.78y + 6.63z <= 244.32
-8.06x + 2.03y + 8.61z <= 308.81
-5.65x + 7.72y + -3.09z <= 232.37
7.0x + -6.1y + -7.17z <= 876.01
-8.64x + 6.0y + -4.33z <= 801.41
0.96x + -9.33y + 1.81z <= 143.93
-2.47x + -2.56y + -6.05z <= 575.45
7.55x + -7.03y + 7.47z <= 137.82
-9.92x + 7.62y + 8.32z <= 627.51
3.44x + 9.94y + -8.59z <= 549.9
-8.57x + -4.65y + -8.45z <= 216.02
3.21x + 7.64y + 6.37z <= 918.13
-6.85x + 9.26y + 9.51z <= 633.93
-2.93x + 7.53y + 4.35z <= 385.1
3.95x + -9.62y + 0.23z <= 448.04
9.37x + -3.6y + -7.12z <= 572.34
6.57x + -9.72y + 7.15z <= 700.24
9.63x + -3.0y + 3.67z <= 348.69
-1.42x + 5.79y + 4.56z <= 994.81
-5.69x + 7.75y + -4.56z <= 216.62
5.26x + -8.43y + -9.52z <= 639.35
3.79x + -0.29y + 8.02z <= 996.08
-7.66x + -5.09y + -6.86z <= 214.3
3.02x + -5.54y + -9.55z <= 289.59
3.63x + -6.51y + -0.6z <= 779.65
-8.82x + -4.72y + -8.03z <= 462.83
-3.96x + 8.44y + -4.86z <= 691.29
7.32x + 7.27y + 4.16z <= 386.58
-7.29x + 5.82y + 3.35z <= 854.45
-5.12x + 5.39y + -2.0z <= 390.46
9.48x + 9.4y + -3.28z <= 969.12
4.06x + -0.86y + 5.43z <= 317.88
-6.29x + -6.04y + -3.14z <= 221.22
8.73x + 3.96y + -6.14z <= 260.24
3.93x + 9.41y + -0.47z <= 380.63
-3.71x + -3.02y + -0.26z <= 496.25
4.95x + 8.61y + -6.47z <= 273.64
-7.21x + -4.35y + -4.84z <= 920.47
-9.47x + -4.89y + 5.8z <= 295.78
-8.76x + 8.45y + 7.01z <= 310.52
-2.36x + 1.76y + -7.96z <= 487.73
-7.18x + 6.45y + 3.27z <= 446.63
4.81x + -9.24y + 9.85z <= 153.26
-8.02x + -5.12y + -9.54z <= 195.03
3.53x + -1.61y + -5.3z <= 129.17
3.24x + 5.54y + -2.76z <= 434.26
1.17x + 3.02y + -4.8z <= 179.79
-7.69x + 4.88y + -7.93z <= 299.52
-1.46x + -1.13y + 3.72z <= 502.61
9.09x + -4.97y + 6.49z <= 623.15
6.26x + 3.19y + 3.41z <= 196.95
-5.96x + -5.39y + -5.09z <= 820.25
0.53x + -8.13y + -1.14z <= 899.25
-6.39x + 6.49y + 3.47z <= 363.3
-7.98x + 6.55y + 4.29z <= 960.1
4.05x + -9.88y + 7.92z <= 864.36
-1.4x + 7.46y + -2.58z <= 377.81
-3.69x + -3.45y + 5.6z <= 635.36
-5.45x + -8.87y + -8.88z <= 513.48
0.04x + -1.95y + -6.81z <= 959.42
3.56x + 3.89y + -4.23z <= 195.75
0.18x + -8.62y + 2.33z <= 112.97
8.44x + 9.13y + -5.18z <= 156.12
9.35x + 4.1y + -9.27z <= 422.22
-0.12x + 1.43y + 9.87z <= 938.55
-8.6x + -4.27y + -0.26z <= 832.46
-4.14x + 1.74y + 2.47z <= 455.57
7.87x + 0.51y + -5.92z <= 434.78
3.59x + -5.71y + 4.59z <= 806.07
7.97x + -7.28y + 5.65z <= 747.82
-5.22x + 7.17y + 2.68z <= 705.11
-0.55x + 4.3y + -5.34z <= 994.43
8.62x + -2.01y + 0.98z <= 593.6
5.37x + -5.91y + 9.99z <= 224.52
-5.47x + 6.78y + 3.45z <= 354.87
9.79x + -8.93y + 4.59z <= 471.33
-3.08x + -1.88y + -5.98z <= 500.82
-3.37x + 8.27y + -5.46z <= 613.82
-8.73x + 5.44y + -3.33z <= 261.19
-5.63x + 2.23y + 0.63z <= 391.49
-4.32x + -4.02y + -6.43z <= 285.5
-4.32x + 6.38y + -2.21z <= 959.03
1.35x + -1.54y + 7.7z <= 182.93
6.4x + -3.29y + -8.41z <= 787.15
-0.1x + -6.54y + -5.89z <= 583.58
6.34x + -9.33y + -0.83z <= 827.71
2.3x + 3.06y + 2.8z <= 199.79
-3.83x + -3.68y + 0.01z <= 285.83
3.1x + 9.41y + 0.69z <= 731.3
0.46x + -0.66y + 3.08z <= 853.31
9.99x + 1.84y + 1.59z <= 436.36
-1.27x + 7.11y + -3.57z <= 226.45
6.02x + 7.39y + 9.4z <= 815.7
7.48x + 2.42y + 4.0z <= 339.86
-4.87x + -4.79y + 7.75z <= 168.44
-5.57x + 4.7y + 4.78z <= 369.31
-5.67x + -6.29y + 4.8z <= 121.45
4.27x + 7.15y + 1.87z <= 323.79
4.96x + -5.39y + 6.39z <= 531.5
-6.21x + -9.36y + 0.06z <= 829.54
-8.94x + -0.76y + 5.61z <= 969.27
2.35x + -3.67y + -2.28z <= 740.09
-0.59x + -4.37y + 5.91z <= 204.5
7.52x + -2.03y + 9.76z <= 674.02
1.68x + -5.45y + -4.02z <= 653.15
-4.06x + -8.95y + 5.86z <= 433.13
-7.25x + 4.27y + 8.78z <= 734.43
3.58x + 7.53y + -3.34z <= 532.29
9.31x + 8.39y + -6.91z <= 699.18
-5.69x + -5.56y + -5.54z <= 681.71
5.49x + -1.69y + -2.8z <= 293.55
-5.24x + 2.56y + -1.31z <= 904.34
-7.66x + 5.05y + 2.37z <= 725.65
-4.8x + 8.39y + -0.56z <= 401.9
-4.08x + -0.06y + 8.46z <= 605.51
-7.85x + -6.91y + 3.19z <= 703.84
7.26x + 2.53y + 2.83z <= 540.53
-7.3x + -6.84y + -4.85z <= 315.8
-0.47x + -7.14y + 7.63z <= 807.33
-8.89x + -5.51y + -2.05z <= 535.18
5.49x + -2.16y + -6.72z <= 861.92
-2.52x + 8.23y + -6.54z <= 974.16
-2.17x + -9.19y + -6.58z <= 266.99
-2.26x + -2.29y + 8.61z <= 169.28
-9.65x + 7.5y + 6.43z <= 913.54
2.7x + 9.52y + 6.89z <= 642.0
-4.82x + 2.65y + -1.1z <= 998.79
-5.03x + 0.17y + -3.82z <= 196.97
9.34x + -2.24y + 2.0z <= 618.0
5.33x + -8.12y + 0.05z <= 207.03
-2.06x + 4.77y + 5.34z <= 652.24
-5.19x + 8.25y + 5.6z <= 543.86
5.68x + -2.31y + 8.09z <= 492.79
5.18x + 5.18y + -5.46z <= 632.81
8.28x + -0.36y + 2.1z <= 605.96
-5.91x + -2.13y + 2.08z <= 594.01
1.43x + 6.89y + 2.08z <= 887.76
-4.08x + 0.96y + 9.68z <= 806.67
-8.33x + 2.12y + -3.91z <= 606.46
-5.9x + 0.93y + -1.36z <= 528.4
0.54x + 4.23y + -8.95z <= 683.7
9.94x + 4.82y + 7.42z <= 994.35
8.78x + -2.4y + 7.55z <= 911.78
-0.99x + 4.09y + -5.71z <= 143.12
8.28x + -8.04y + -4.63z <= 272.77
-0.94x + 0.55y + 3.88z <= 743.6
-5.66x + -3.51y + 4.61z <= 380.72
8.98x + 6.65y + -5.01z <= 919.13
0.24x + 6.68y + -0.04z <= 409.25
6.23x + 3.96y + 4.45z <= 340.99
6.3x + -0.88y + 5.27z <= 465.52
0.08x + 1.32y + -4.99z <= 649.43
1.41x + -6.25y + 6.57z <= 523.95
0.68x + 3.62y + -3.6z <= 188.09
1.21x + 7.65y + -0.65z <= 404.26
0.36x + -0.07y + -7.45z <= 428.83
0.98x + 3.48y + 5.86z <= 739.9
3.37x + 4.41y + -8.99z <= 683.84
7.65x + 8.5y + 2.45z <= 663.07
-5.42x + -0.09y + 7.4z <= 588.03
-3.77x + -4.26y + -6.05z <= 996.44
-1.52x + -4.13y + -4.75z <= 977.0
5.82x + -8.72y + -8.95z <= 996.86
-2.32x + -8.81y + -7.13z <= 899.64
-1.19x + -6.81y + 8.93z <= 248.62
6.49x + 5.63y + -9.09z <= 104.27
-5.09x + 6.44y + 8.73z <= 930.47
4.97x + -8.72y + -7.2z <= 322.65
2.91x + -9.71y + 3.22z <= 885.07
2.73x + 8.34y + 0.01z <= 352.42
-4.15x + -0.11y + -5.16z <= 756.91
7.84x + -5.26y + -2.04z <= 291.35
4.87x + 6.76y + -0.23z <= 735.57
-8.37x + 9.58y + -7.79z <= 568.02
-7.88x + 9.49y + -3.13z <= 703.43
-4.77x + 0.58y + 3.91z <= 368.24
-9.37x + 1.34y + -7.62z <= 709.57
6.14x + -8.35y + 1.04z <= 689.48
1.27x + 9.59y + 2.66z <= 142.07
-3.56x + -5.73y + 7.67z <= 653.36
4.01x + -6.31y + 5.21z <= 621.11
-2.78x + -3.76y + -8.61z <= 195.54
-6.04x + -1.37y + 3.74z <= 511.72
-1.72x + 3.86y + -5.22z <= 904.94
2.12x + -1.02y + 2.69z <= 944.85
4.39x + 8.73y + -2.05z <= 669.29
8.11x + -8.42y + -6.16z <= 905.47
-8.52x + -4.3y + 9.68z <= 849.75
-5.75x + -8.36y + -6.63z <= 811.92
-2.04x + 9.91y + -8.31z <= 996.53
-4.51x + 0.12y + -0.87z <= 139.15
1.88x + -1.02y + 3.79z <= 451.21
-4.68x + -1.83y + -4.08z <= 479.83
-1.62x + 6.02y + -2.84z <= 962.34
2.32x + 1.84y + -9.69z <= 604.43
-1.24x + -8.99y + 9.99z <= 597.13
-6.01x + 2.7y + -5.34z <= 246.3
7.09x + -7.97y + 9.46z <= 492.96
7.74x + 8.83y + -0.68z <= 953.28
6.45x + 5.0y + -8.61z <= 369.83
-1.94x + 6.24y + -6.36z <= 389.09
5.22x + -0.59y + 5.64z <= 694.66
8.55x + 4.84y + -3.95z <= 669.2
-5.98x + -2.71y + 7.35z <= 646.19
6.81x + -9.32y + -1.7z <= 924.32
6.07x + 2.31y + 7.74z <= 762.88
0.93x + -1.04y + 0.6z <= 240.27
1.63x + 4.18y + 1.63z <= 661.84
1.36x + -6.79y + -8.84z <= 763.05
-7.74x + 2.69y + 2.17z <= 578.71
2.47x + -7.82y + -1.8z <= 279.42
-6.07x + 5.35y + 1.84z <= 325.16
4.71x + 8.8y + -6.23z <= 348.3
-5.91x + 4.3y + -9.94z <= 545.63
-7.94x + -8.69y + -6.3z <= 108.52
3.93x + -4.22y + -3.5z <= 420.13
3.0x + -4.7y + 6.38z <= 988.15
8.69x + 6.87y + 4.68z <= 389.76
-8.21x + -0.44y + 8.25z <= 344.79
6.54x + -3.82y + 1.73z <= 218.99
3.59x + 3.15y + 7.35z <= 931.7
-5.29x + 7.34y + -5.62z <= 345.21
-0.43x + 0.73y + 2.8z <= 499.79
2.02x + -2.32y + 4.25z <= 653.17
-5.66x + -9.93y + 8.32z <= 248.47
-8.98x + -0.26y + -3.45z <= 136.15
-3.25x + -1.89y + -0.74z <= 703.66
-5.75x + -3.73y + 5.31z <= 805.77
-5.82x + 1.35y + -8.44z <= 759.03
-2.21x + 3.68y + -9.48z <= 233.5
5.25x + -0.49y + 6.28z <= 856.46
-3.97x + -6.0y + -0.86z <= 585.88
6.27x + -6.74y + -2.49z <= 327.61
-8.66x + 2.02y + 8.53z <= 265.62
9.29x + -3.29y + -3.55z <= 682.28
4.95x + 8.63y + -6.57z <= 542.4
-6.63x + -7.22y + 5.98z <= 225.17
-1.2x + -7.74y + 1.29z <= 269.77
6.41x + 2.53y + 5.27z <= 587.71
-5.79x + -8.18y + -9.93z <= 606.67
5.62x + 7.55y + -5.44z <= 183.94
6.72x + -2.09y + 1.35z <= 289.0
7.01x + 6.81y + -7.48z <= 696.06
-7.57x + -5.14y + 3.53z <= 398.73
2.13x + 6.63y + 0.99z <= 943.83
5.71x + 5.41y + 8.64z <= 904.88
6.34x + -2.13y + -2.18z <= 845.33
7.56x + 4.7y + -4.04z <= 649.88
-7.72x + 4.39y + -6.52z <= 381.04
2.63x + -4.78y + -7.96z <= 761.54
-6.66x + 9.6y + -0.41z <= 100.02
2.35x + -0.32y + 2.71z <= 868.54
-2.14x + 9.29y + -0.95z <= 381.9
-2.7x + -1.3y + -4.19z <= 356.62
3.21x + -2.11y + 2.05z <= 578.33
8.17x + -8.0y + -2.44z <= 547.53
1.95x + 3.43y + -0.9z <= 340.86
0.18x + -3.81y + -2.11z <= 218.32
-4.38x + 9.12y + -6.51z <= 122.88
-6.51x + -1.49y + 4.26z <= 708.48
5.97x + 3.49y + 0.77z <= 836.86
-4.12x + 9.68y + -6.56z <= 240.42
-4.66x + -1.36y + 4.94z <= 574.26
9.47x + -6.7y + -9.77z <= 276.04
-7.16x + -9.39y + -7.54z <= 537.53
0.41x + -8.72y + 0.62z <= 884.5
4.53x + -6.14y + -6.05z <= 759.21
-9.49x + 9.27y + -4.64z <= 641.38
-2.91x + -8.0y + -1.17z <= 257.1
-0.82x + -6.24y + 6.31z <= 109.12
-8.15x + 6.64y + -3.63z <= 403.38
-2.78x + -4.74y + 4.4z <= 317.03
9.4x + 1.38y + 6.13z <= 874.38
8.42x + -1.28y + -6.17z <= 193.39
9.02x + 9.24y + 0.09z <= 170.23
-8.18x + -8.56y + -0.48z <= 775.43
3.4x + -1.93y + -4.52z <= 833.56
-2.76x + 5.39y + 8.83z <= 174.96
-3.1x + -6.98y + -1.54z <= 491.72
1.84x + -3.63y + 3.47z <= 814.32
3.73x + 2.57y + 5.47z <= 387.68
-7.9x + 2.72y + 1.45z <= 755.11
3.29x + -0.94y + 9.29z <= 960.6
6.69x + 9.45y + -5.64z <= 381.49
3.89x + 1.77y + -6.52z <= 336.62
4.94x + 1.59y + -3.3z <= 120.18
9.66x + 6.87y + -5.38z <= 140.95
-9.95x + -9.86y + -6.65z <= 360.39
-6.22x + 5.87y + -7.07z <= 155.76
0.73x + 6.23y + 8.2z <= 126.88
9.01x + 6.92y + -8.24z <= 295.21
4.75x + -8.5y + -4.61z <= 569.69
-9.94x + -5.77y + 4.0z <= 549.28
-6.23x + -3.6y + -4.6z <= 238.56
-9.26x + -3.29y + 8.27z <= 902.89
-4.4x + -4.28y + -0.44z <= 998.02
2.69x + 9.78y + 0.15z <= 207.33
4.76x + -8.07y + -5.41z <= 943.35
1.79x + 9.96y + -8.49z <= 111.93
7.52x + 3.29y + 1.24z <= 509.07
-8.95x + 3.01y + -6.82z <= 468.76
7.29x + 6.53y + 5.63z <= 264.67
7.89x + 5.81y + 5.4z <= 742.33
-1.32x + -1.86y + -1.13z <= 310.26
-1.09x + 2.47y + -7.87z <= 456.92
-8.49x + -9.53y + 9.48z <= 334.81
-0.87x + 6.14y + -2.0z <= 949.19
4.5x + -7.47y + 2.68z <= 100.29
-5.92x + -2.98y + -7.89z <= 481.76
-8.78x + -4.4y + -8.37z <= 773.94
9.44x + -4.07y + -9.4z <= 696.31
4.86x + 3.1y + 6.8z <= 458.9
-2.2x + -6.8y + -1.43z <= 533.56
-0.19x + 5.18y + -0.3z <= 843.64
-0.07x + 7.65y + 3.05z <= 649.13
-4.9x + -2.39y + -5.31z <= 320.25
9.31x + 7.55y + 9.49z <= 634.32
-2.97x + -5.64y + -5.87z <= 793.94
-7.77x + 6.9y + 2.48z <= 254.15
4.85x + 8.1y + -3.01z <= 191.74
-1.24x + 1.73y + -3.95z <= 923.45
6.02x + -2.78y + -2.14z <= 447.45
-1.42x + -8.46y + 7.1z <= 880.15
-1.1x + 1.74y + -9.8z <= 473.41
-5.09x + -0.22y + -6.94z <= 933.15
6.55x + -1.65y + 4.9z <= 895.25
-4.84x + 3.44y + -9.57z <= 380.49
-6.76x + 8.2y + -5.88z <= 236.72
-1.35x + 5.8y + 6.42z <= 960.75
4.69x + -6.47y + 0.31z <= 460.74
1.89x + 9.88y + -8.77z <= 950.29
-3.55x + 1.56y + -1.69z <= 455.61
8.51x + -2.55y + -3.08z <= 139.23
-0.8x + -6.5y + 5.55z <= 856.26
6.21x + 6.98y + -1.52z <= 658.18
3.42x + 5.36y + 5.44z <= 924.79
-4.51x + 2.99y + 1.42z <= 385.75
-0.93x + 6.99y + 8.38z <= 837.78
-5.63x + 7.87y + 1.71z <= 930.3
8.25x + 4.62y + 6.1z <= 340.73
-9.79x + 5.72y + -0.02z <= 324.14
8.42x + -8.52y + -1.73z <= 526.25
-9.71x + 6.33y + 2.05z <= 642.24
3.01x + 0.5y + -8.91z <= 689.92
5.95x + 3.65y + 1.32z <= 158.87
9.85x + -2.38y + -6.12z <= 731.37
1.82x + 7.08y + 7.69z <= 880.26
-7.37x + -0.43y + -7.63z <= 758.44
-5.09x + 5.55y + 7.5z <= 345.17
3.64x + -9.61y + -2.59z <= 370.42
-9.38x + -0.16y + 2.35z <= 563.57
5.64x + 5.67y + 4.5z <= 544.72
-7.6x + 1.2y + 6.31z <= 204.58
-6.83x + -0.03y + -8.98z <= 529.03
-4.67x + -7.13y + 3.2z <= 744.63
-4.2x + -4.61y + -5.89z <= 666.87
-4.73x + 2.32y + -4.72z <= 796.87
-1.33x + -4.47y + 7.18z <= 908.19
-6.3x + 5.72y + -2.24z <= 725.55
-3.01x + 3.5y + 1.97z <= 668.04
0.68x + 7.91y + -9.66z <= 965.0
-4.14x + -8.78y + -6.55z <= 665.3
-3.05x + 9.3y + -4.75z <= 686.71
5.65x + 8.21y + 0.62z <= 925.55
2.98x + 0.89y + -2.31z <= 223.0
6.55x + 4.35y + 4.63z <= 182.97
4.62x + -6.34y + -8.69z <= 317.6
1.8x + -3.61y + -7.88z <= 465.51
8.99x + -4.13y + -2.22z <= 633.42
-8.02x + -0.41y + -4.91z <= 646.04
-4.11x + -2.09y + 3.11z <= 389.95
1.19x + 7.6y + -9.55z <= 898.95
0.21x + -7.82y + 0.86z <= 471.34
-2.15x + -8.46y + 2.61z <= 682.16
8.4x + 2.44y + -7.59z <= 686.57
5.84x + 2.14y + 2.0z <= 615.72
-7.94x + 8.74y + -6.76z <= 212.72
4.3x + -2.31y + -3.72z <= 620.3
-8.71x + -8.55y + 4.0z <= 190.99
-0.37x + -1.07y + 4.92z <= 764.99
-9.16x + -7.3y + 7.62z <= 298.22
-0.15x + -6.13y + 4.46z <= 633.13
9.21x + 3.5y + 2.65z <= 117.74
1.5x + 3.89y + -0.03z <= 336.14
-1.46x + -8.03y + 2.13z <= 607.55
-4.93x + 8.91y + -6.8z <= 353.05
-8.57x + -0.06y + -2.45z <= 777.09
-1.14x + -8.88y + 7.38z <= 944.82
-7.02x + 2.58y + 7.06z <= 258.43
-6.32x + 8.21y + -5.81z <= 543.92
9.29x + 9.94y + -0.48z <= 345.32
-0.76x + 6.15y + -6.81z <= 371.51
7.23x + -9.55y + 6.28z <= 436.19
8.12x + 3.21y + 6.34z <= 741.02
-9.01x + -0.95y + -8.67z <= 611.96
-3.39x + 7.55y + -7.81z <= 374.07
8.41x + 1.01y + 3.48z <= 224.41
2.01x + -8.34y + -1.61z <= 823.74
-2.19x + -8.13y + 8.21z <= 490.1
8.6x + 9.42y + -4.06z <= 188.81
6.6x + 4.07y + 0.89z <= 179.42
8.75x + -2.56y + 4.13z <= 959.23
1.69x + 7.84y + 7.53z <= 700.97
8.24x + 7.08y + -9.31z <= 501.66
-3.53x + -5.86y + 3.26z <= 174.69
-8.82x + -4.11y + 0.52z <= 519.94
-6.04x + -4.19y + 8.29z <= 774.62
-7.73x + -2.53y + -7.02z <= 352.48
0.79x + 5.98y + 1.99z <= 253.84
-8.22x + 8.53y + -4.49z <= 319.24
-1.43x + 2.94y + -8.15z <= 789.38
-3.97x + -2.33y + 9.81z <= 894.39
7.34x + 0.78y + -4.48z <= 378.21
-5.95x + 3.31y + 2.11z <= 931.21
7.71x + -3.66y + -2.64z <= 170.36
4.06x + 6.52y + 8.8z <= 441.9
6.38x + 7.95y + -8.18z <= 120.66
-5.78x + -7.25y + -0.23z <= 921.02
-6.57x + 9.94y + 1.55z <= 219.39
4.84x + -8.1y + 4.13z <= 898.41
-8.17x + 5.32y + 3.39z <= 652.03
-6.75x + 2.68y + -1.59z <= 848.44
-1.04x + -0.77y + 1.57z <= 317.22
-4.03x + 4.47y + 8.29z <= 983.73
-4.82x + 2.1y + 5.5z <= 614.01
