max -7.62x + -0.42y + 9.44z
-8.82x + -3.78y + 7.03z <= 542.9
8.05x + -1.71y + 7.78z <= 674.96
6.97x + -3.62y + -0.11z <= 688.05
-9.33x + 4.6y + -6.08z <= 203.12
9.58x + -9.93y + 9.09z <= 944.45
3.53x + 0.12y + -0.98z <= 744.5
9.41x + -1.39y + -7.91z <= 342.16
-6.2x + -4.33y + -8.92z <= 682.62
4.18x + -0.38y + -5.95z <= 767.44
1.54x + 3.96y + -3.54z <= 653.15
6.19x + 6.72y + 8.79z <= 552.3
-5.18x + -3.01y + -9.92z <= 928.02
6.65x + -5.48y + 9.99z <= 136.44
3.28x + -0.31y + -0.57z <= 547.75
3.37x + -5.16y + 4.12z <= 959.82
-8.24x + 6.97y + -7.99z <= 762.08
-8.3x + -2.16y + 5.51z <= 511.86
-8.12x + 8.24y + 3.68z <= 437.81
6.59x + 7.95y + -4.15z <= 594.68
7.57x + 5.51y + 7.57z <= 282.05
0.49x + -8.13y + -6.45z <= 480.74
4.11x + -0.73y + -2.22z <= 154.55
-1.88x + -9.84y + -7.23z <= 811.51
6.22x + 9.61y + 9.77z <= 948.28
8.83x + -7.56y + 8.48z <= 124.86
-2.02x + -8.42y + -4.32z <= 482.7
-4.45x + -7.68y + -0.89z <= 476.94
-4.8x + 6.38y + -8.06z <= 222.29
7.7x + -2.35y + 3.17z <= 410.89
-3.46x + -7.96y + 0.62z <= 222.62
-7.02x + 7.4y + -8.48z <= 382.51
6.63x + 0.8y + 2.07z <= 974.74
7.18x + 9.29y + -8.39z <= 268.58
-0.78x + -7.97y + 1.87z <= 163.88
-1.6x + -5.69y + -4.37z <= 293.77
-5.98x + -6.73y + 0.33z <= 269.11
-2.1x + 5.9y + -8.52z <= 848.0
-9.66x + -6.89y + 8.41z <= 941.13
9.29x + -1.88y + 3.52z <= 702.19
9.83x + 3.97y + 2.57z <= 641.01
-7.94x + -5.4y + 2.76z <= 252.17
1.97x + -5.59y + 4.92z <= 587.11
-4.15x + -9.97y + 1.7z <= 116.01
-2.17x + 7.43y + -5.82z <= 830.89
7.55x + -0.46y + -4.21z <= 948.3
9.21x + 5.65y + -9.84z <= 393.48
-4.56x + 5.63y + 4.14z <= 621.03
3.34x + 1.44y + 6.99z <= 208.92
-0.06x + -5.04y + 3.79z <= 437.1
-0.17x + 3.69y + 8.33z <= 855.33
-9.32x + -4.83y + 4.79z <= 324.55
-3.93x + -4.16y + -7.26z <= 570.48
-3.06x + -4.81y + -5.87z <= 429.98
-8.88x + 4.56y + 5.48z <= 436.63
-9.51x + 1.53y + 5.03z <= 842.39
-6.02x + 2.33y + 4.04z <= 218.65
-9.19x + -5.53y + -5.66z <= 970.44
2.58x + 6.6y + -9.35z <= 250.19
3.95x + 3.59y + 8.29z <= 394.38
8.32x + 7.42y + -6.18z <= 948.24
5.38x + 5.47y + -9.9z <= 988.53
0.74x + -2.4y + -6.21z <= 860.03
9.99x + -4.21y + -3.32z <= 956.5
-3.93x + 1.7y + -2.95z <= 546.19
3.99x + -4.97y + 7.03z <= 712.52
-4.02x + 6.37y + -3.51z <= 100.63
-5.44x + 7.89y + 1.39z <= 596.7
-3.62x + 8.42y + -1.85z <= 494.48
2.11x + -3.57y + -3.43z <= 484.45
4.8x + 8.51y + -0.79z <= 709.85
-4.1x + 4.99y + -7.83z <= 490.27
9.64x + 3.99y + -3.96z <= 709.23
-1.45x + -1.81y + 0.83z <= 759.53
-4.12x + 7.64y + 9.34z <= 154.15
3.63x + 2.96y + -8.7z <= 839.84
1.82x + 0.05y + 7.37z <= 346.36
-0.7x + -3.03y + -3.11z <= 147.86
-5.41x + -3.27y + -3.24z <= 926.19
-2.58x + 8.21y + -3.24z <= 310.21
2.3x + 8.34y + -9.18z <= 345.01
4.74x + -6.24y + -4.46z <= 163.99
1.94x + 8.98y + 7.39z <= 960.12
-5.71x + -9.45y + 1.98z <= 154.5
-1.69x + 4.83y + 3.37z <= 930.14
0.68x + -6.25y + -3.41z <= 314.76
-3.3x + -5.77y + -1.15z <= 621.54
4.1x + 0.38y + 0.15z <= 159.79
-0.76x + -8.49y + 0.13z <= 590.81
2.65x + -8.03y + -1.56z <= 858.51
1.31x + 1.28y + 7.64z <= 164.54
7.93x + 3.72y + 9.12z <= 757.52
-6.55x + -4.43y + 2.76z <= 713.22
-5.11x + 8.24y + 2.92z <= 496.71
6.47x + -2.56y + 7.11z <= 205.77
9.92x + 4.94y + -7.52z <= 345.82
-4.76x + 0.73y + -1.39z <= 474.5
4.85x + 0.06y + -9.97z <= 236.19
8.86x + -5.97y + -8.74z <= 590.79
-3.31x + -8.8y + -5.02z <= 399.03
-7.13x + 0.62y + 1.82z <= 733.94
-0.55x + -1.35y + 9.25z <= 572.12
2.06x + -0.29y + 6.95z <= 525.49
-9.79x + -9.07y + -6.32z <= 913.47
-8.44x + -6.87y + -8.08z <= 452.82
1.44x + 6.63y + -8.0z <= 755.23
7.38x + 2.91y + -6.69z <= 889.08
-0.21x + 2.94y + -8.8z <= 157.75
6.97x + 7.06y + 3.21z <= 650.44
7.35x + 1.95y + 5.15z <= 236.72
-2.7x + -4.33y + 4.3z <= 527.08
2.8x + 4.47y + 7.22z <= 500.94
9.75x + 0.56y + 0.76z <= 718.39
3.28x + -0.48y + -0.99z <= 317.27
-9.51x + -6.66y + -8.49z <= 642.9
8.66x + -5.31y + -8.6z <= 578.43
1.73x + -1.73y + 4.61z <= 676.87
-2.81x + -1.98y + 8.46z <= 842.4
0.54x + -0.75y + 0.88z <= 124.2
1.44x + 4.36y + 8.87z <= 211.3
2.89x + -2.65y + 8.31z <= 217.42
5.6x + -7.13y + -3.92z <= 643.09
-5.51x + 4.03y + -9.46z <= 392.08
8.46x + -9.82y + 7.87z <= 890.55
-0.09x + 9.44y + -1.32z <= 804.12
5.87x + 1.19y + -2.62z <= 690.08
5.36x + -6.35y + -1.48z <= 872.47
9.74x + 3.7y + -4.39z <= 582.0
-6.87x + 4.26y + -8.26z <= 118.59
-2.27x + 3.79y + 1.08z <= 584.62
-5.05x + 1.08y + 6.23z <= 821.75
2.41x + -8.25y + 5.65z <= 377.31
-8.22x + 9.85y + 5.83z <= 274.09
3.46x + 9.45y + -6.58z <= 787.34
-4.11x + 0.45y + -2.18z <= 352.13
-6.38x + -1.82y + 4.78z <= 790.94
9.02x + 5.51y + -3.78z <= 926.02
4.89x + 2.65y + 7.16z <= 297.88
5.82x + 2.72y + 6.87z <= 330.97
0.32x + -3.9y + 8.9z <= 606.96
7.01x + -6.3y + 6.24z <= 748.22
5.55x + 8.87y + -0.01z <= 958.74
-9.64x + 4.57y + 3.69z <= 640.98
8.42x + -4.94y + -0.27z <= 553.71
-7.76x + 1.0y + 4.01z <= 764.15
2.65x + -0.3y + -4.86z <= 523.36
6.99x + -4.11y + 4.04z <= 629.99
4.99x + -8.85y + 4.11z <= 640.69
6.02x + 8.93y + -2.59z <= 318.7
-6.66x + -8.26y + -3.98z <= 809.62
-9.31x + 6.4y + 9.82z <= 412.98
-4.55x + 3.12y + -0.62z <= 210.18
5.5x + 5.4y + 9.34z <= 488.62
-9.26x + 8.5y + 1.42z <= 437.21
-4.48x + 8.03y + -0.6z <= 437.46
-7.44x + -8.74y + -3.37z <= 313.31
7.78x + 9.11y + -7.18z <= 328.95
1.11x + -2.03y + -2.73z <= 199.3
2.21x + -7.68y + -1.91z <= 145.75
-2.93x + -9.83y + 2.79z <= 222.59
-6.26x + 9.2y + -8.28z <= 207.26
4.91x + 5.52y + -3.64z <= 507.02
2.18x + -1.44y + 3.31z <= 690.89
6.12x + -4.88y + -2.13z <= 352.86
-4.24x + -0.63y + 7.12z <= 533.68
-8.64x + 9.76y + 6.8z <= 867.03
-5.71x + 5.12y + -7.0z <= 586.78
7.89x + -0.54y + -6.98z <= 117.8
5.41x + 9.29y + -7.59z <= 215.64
-7.07x + -2.0y + 9.43z <= 816.94
-9.64x + 5.93y + -5.19z <= 143.63
-6.07x + -9.33y + 7.61z <= 792.39
-6.69x + -7.34y + 8.72z <= 885.0
3.92x + -1.28y + 6.31z <= 987.94
7.31x + 1.87y + -4.74z <= 377.24
8.31x + 2.7y + 4.76z <= 162.31
5.05x + -4.56y + -6.64z <= 345.46
2.5x + 1.85y + 0.46z <= 761.7
4.79x + 7.59y + 2.45z <= 424.86
7.98x + 9.91y + -4.04z <= 720.43
-3.85x + -4.37y + 5.49z <= 716.47
7.62x + -3.88y + 8.38z <= 614.62
9.51x + -2.17y + -9.7z <= 880.45
1.7x + 1.83y + -8.5z <= 310.54
7.65x + -1.65y + 0.26z <= 104.08
-3.33x + 5.51y + 2.23z <= 728.49
3.65x + 5.95y + -6.63z <= 190.64
-2.35x + 3.97y + 6.86z <= 216.81
1.13x + 9.93y + -5.51z <= 180.19
0.33x + -2.13y + 4.75z <= 751.76
-5.11x + -1.98y + -3.55z <= 619.5
6.28x + 6.4y + -3.67z <= 913.78
-7.26x + 2.64y + 2.06z <= 688.6
-7.08x + -9.44y + -8.04z <= 441.47
-0.71x + 1.06y + -9.72z <= 381.54
0.31x + 5.07y + -9.18z <= 716.59
-6.66x + -2.12y + -3.9z <= 723.64
-6.1x + -2.76y + 6.95z <= 510.15
-5.3x + -7.54y + -3.57z <= 483.65
2.12x + 9.14y + -4.53z <= 207.02
-4.64x + -3.05y + 9.82z <= 469.31
0.52x + 5.68y + -6.57z <= 104.66
2.09x + 0.51y + 5.83z <= 336.3
2.36x + -3.82y + -5.15z <= 499.75
0.61x + 7.91y + -9.39z <= 454.74
0.67x + -9.88y + 2.3z <= 890.78
-2.75x + -4.68y + 9.52z <= 195.48
-8.32x + 1.95y + -0.95z <= 758.55
-7.51x + -7.86y + 5.35z <= 555.21
0.11x + 5.88y + 1.27z <= 669.48
4.06x + 1.14y + 5.87z <= 366.53
3.28x + 7.46y + -4.12z <= 936.04
8.24x + 3.88y + 4.41z <= 317.64
7.51x + 2.6y + -0.57z <= 998.49
-6.84x + -2.53y + 5.7z <= 796.0
-1.26x + 5.58y + -9.98z <= 572.82
8.84x + -4.48y + 2.51z <= 438.87
9.51x + -2.28y + -5.13z <= 834.6
-1.15x + 9.94y + 8.39z <= 512.42
9.04x + -5.03y + 7.88z <= 390.97
-4.56x + 0.61y + 3.14z <= 606.63
-2.98x + 8.82y + 5.06z <= 710.56
8.44x + -9.11y + 5.61z <= 744.18
8.32x + 2.44y + -2.66z <= 292.62
-7.27x + -5.66y + -2.37z <= 324.75
8.97x + 6.4y + 2.38z <= 773.6
-3.91x + -4.86y + 8.98z <= 541.39
5.53x + -8.74y + -0.58z <= 770.74
-9.75x + 8.15y + -6.52z <= 261.92
7.7x + 8.96y + -3.81z <= 239.41
-7.85x + 4.59y + -0.37z <= 178.73
8.75x + -9.29y + -5.19z <= 831.45
8.83x + -8.97y + 1.21z <= 985.81
-4.15x + -5.52y + 1.09z <= 852.42
5.68x + 9.98y + -5.44z <= 846.76
-7.64x + 7.29y + 4.0z <= 758.61
-8.78x + 7.0y + 3.69z <= 627.83
-5.77x + -7.33y + 6.14z <= 844.71
6.56x + 5.55y + 1.07z <= 960.14
4.01x + 0.57y + -6.19z <= 574.05
0.29x + 2.81y + -5.4z <= 656.54
-0.36x + -4.58y + -2.5z <= 867.5
7.0x + -3.87y + 8.73z <= 987.05
8.28x + -5.71y + 1.18z <= 879.34
-9.95x + -9.3y + 5.72z <= 509.1
-8.61x + -2.7y + 7.61z <= 999.11
5.66x + -9.25y + -8.63z <= 492.59
-7.86x + -2.22y + -7.84z <= 473.81
4.13x + 7.39y + 8.05z <= 660.06
6.57x + 4.91y + 9.78z <= 930.3
-1.33x + 1.93y + 4.53z <= 525.68
9.82x + 5.88y + -1.6z <= 767.73
-0.61x + 1.06y + 4.31z <= 108.54
-9.12x + -6.08y + 2.33z <= 500.9
8.28x + -1.68y + 6.89z <= 554.21
7.49x + -3.01y + -3.77z <= 776.5
-4.41x + -9.84y + 4.34z <= 955.9
8.63x + 3.4y + -1.86z <= 663.05
8.05x + -5.68y + -7.36z <= 845.42
-0.32x + 4.31y + -0.75z <= 396.83
-0.78x + 6.41y + -8.44z <= 249.13
6.74x + -5.47y + 9.77z <= 529.31
0.97x + 7.7y + 6.22z <= 620.05
-5.36x + -5.96y + 5.69z <= 221.59
9.14x + -6.44y + 7.34z <= 491.27
-7.75x + -4.95y + 2.51z <= 111.02
1.9x + 0.36y + 6.72z <= 115.54
-9.29x + -9.92y + -2.78z <= 452.46
-9.58x + 7.99y + 4.08z <= 590.03
8.13x + 0.74y + -3.17z <= 591.15
5.66x + 6.66y + -1.7z <= 127.02
-4.6x + -5.03y + -4.81z <= 410.09
-5.4x + -5.33y + 3.4z <= 244.65
1.83x + -6.97y + -6.98z <= 760.75
8.41x + 0.04y + 6.78z <= 299.33
-4.42x + 7.55y + -1.35z <= 459.26
-6.68x + -5.2y + -8.69z <= 483.58
7.01x + -0.08y + 7.3z <= 516.3
2.33x + 8.28y + 4.99z <= 929.26
4.57x + -8.33y + -8.94z <= 878.57
-9.03x + -7.11y + 7.79z <= 766.3
1.05x + -3.02y + -4.74z <= 529.32
-2.46x + -9.24y + 8.09z <= 203.41
5.97x + -3.3y + -8.17z <= 990.42
-3.01x + -6.86y + -1.15z <= 599.09
-3.97x + -4.14y + 7.98z <= 557.94
8.63x + -3.76y + 2.9z <= 221.66
2.86x + 1.58y + -5.84z <= 642.79
-7.02x + -0.29y + 0.83z <= 620.56
-0.01x + -7.11y + 2.45z <= 539.04
-1.21x + -4.08y + -8.53z <= 676.54
8.53x + 5.65y + 5.41z <= 420.92
-1.32x + 9.89y + 4.91z <= 604.42
-7.23x + -8.74y + -5.8z <= 667.94
6.88x + 3.94y + 3.05z <= 573.15
7.51x + -7.99y + 8.43z <= 724.27
6.0x + 5.42y + 7.56z <= 575.18
2.77x + -8.77y + -0.12z <= 115.09
0.62x + -6.92y + -2.98z <= 431.39
9.52x + 7.71y + 3.08z <= 244.43
6.33x + -1.66y + -7.32z <= 244.77
-3.68x + -7.8y + -4.22z <= 100.07
-2.51x + -4.54y + 2.26z <= 872.51
-5.33x + 4.72y + -8.46z <= 252.57
-5.35x + 0.52y + -1.03z <= 679.81
3.62x + -1.45y + 3.52z <= 293.98
-7.67x + 6.93y + -0.19z <= 572.02
1.18x + 8.21y + 4.19z <= 959.09
-1.11x + -7.22y + -1.7z <= 918.75
7.45x + -2.98y + 7.53z <= 457.16
-6.6x + -9.15y + -0.45z <= 362.75
1.24x + 9.16y + 7.15z <= 869.87
8.26x + -2.36y + 9.62z <= 783.11
-1.95x + -3.01y + 2.25z <= 427.87
-3.08x + -9.76y + 6.81z <= 580.81
2.46x + -9.29y + 8.83z <= 126.78
8.23x + 7.05y + -4.77z <= 846.77
-6.94x + -3.46y + -3.12z <= 372.67
8.99x + -4.85y + 0.28z <= 793.58
-3.5x + 0.2y + 7.31z <= 620.19
-0.68x + -6.91y + 4.0z <= 514.15
-3.54x + 4.45y + -5.48z <= 431.13
7.56x + 2.51y + 2.64z <= 592.52
0.89x + 4.11y + -6.34z <= 490.45
0.76x + -8.82y + 7.85z <= 229.44
6.45x + -8.08y + -5.93z <= 120.23
9.19x + 0.11y + 6.87z <= 856.04
7.59x + -0.73y + 2.19z <= 630.55
1.94x + 6.63y + -0.5z <= 313.24
9.38x + 5.8y + -3.29z <= 758.41
6.26x + 9.87y + 7.95z <= 757.43
-6.33x + 1.49y + 7.89z <= 957.96
2.77x + 6.18y + -8.14z <= 796.77
6.11x + 2.63y + 0.64z <= 316.79
7.18x + -2.15y + 5.95z <= 397.66
9.64x + 2.03y + 3.23z <= 962.89
-7.98x + -7.33y + -3.64z <= 250.22
-5.33x + 6.3y + -9.89z <= 563.09
5.91x + -4.92y + 4.81z <= 171.14
-9.97x + -6.26y + -6.26z <= 662.62
-9.44x + -9.94y + 7.13z <= 854.54
0.21x + 4.64y + 1.49z <= 248.79
-9.33x + 8.84y + -4.03z <= 529.13
-8.88x + -8.93y + 2.15z <= 850.78
9.17x + -4.2y + -8.39z <= 338.49
-4.73x + -1.69y + 1.13z <= 539.98
-6.38x + -5.03y + 6.9z <= 918.58
4.38x + 8.47y + -1.55z <= 230.33
7.24x + 5.68y + 6.29z <= 443.04
0.31x + 1.48y + -9.64z <= 153.02
6.73x + -0.59y + 5.22z <= 422.61
0.83x + -4.39y + -8.71z <= 386.74
1.63x + 0.87y + 6.08z <= 176.58
8.77x + 3.55y + -9.86z <= 366.48
-8.65x + 1.5y + -3.61z <= 516.86
4.86x + 8.17y + -7.95z <= 125.84
4.35x + 9.78y + -2.79z <= 476.1
-6.22x + 7.66y + -3.67z <= 927.62
8.61x + -0.52y + -4.8z <= 844.9
3.38x + -2.68y + 3.07z <= 509.26
3.13x + 6.49y + -4.12z <= 847.3
-7.08x + -8.37y + 1.8z <= 723.2
1.12x + 0.62y + -3.87z <= 602.82
-5.98x + -6.26y + 2.97z <= 603.88
-4.94x + 4.63y + -3.08z <= 694.48
-0.88x + 5.61y + 6.21z <= 866.58
-6.95x + 2.54y + 3.06z <= 193.79
-8.95x + -5.96y + -3.92z <= 667.32
0.4x + -4.91y + -7.05z <= 181.56
5.05x + 3.69y + -6.56z <= 805.12
-5.77x + -1.85y + 4.14z <= 807.79
7.65x + 9.26y + 0.78z <= 565.36
-8.16x + 9.53y + -8.62z <= 245.69
-3.18x + -8.24y + -7.94z <= 756.08
2.92x + -5.39y + -7.54z <= 364.6
-3.02x + -6.21y + 4.34z <= 844.15
-6.21x + 6.15y + 7.65z <= 757.83
7.6x + 3.17y + 2.8z <= 511.85
8.0x + 5.89y + -8.38z <= 281.03
0.51x + -2.35y + -2.67z <= 629.52
7.69x + 7.59y + -1.92z <= 269.82
-8.38x + 1.06y + 7.25z <= 517.25
4.6x + -8.73y + -9.71z <= 403.34
-5.67x + 3.17y + 2.69z <= 438.82
2.67x + -4.75y + 6.49z <= 532.41
-1.49x + 9.37y + -0.71z <= 143.06
6.42x + -7.12y + -5.87z <= 243.8
4.73x + -7.42y + -8.11z <= 895.19
-0.79x + -3.28y + -2.95z <= 846.37
-8.44x + -8.61y + 1.5z <= 593.13
4.63x + -0.43y + 6.27z <= 551.52
1.26x + -7.66y + 8.58z <= 997.23
-3.39x + -4.38y + 0.16z <= 219.87
-4.61x + -2.68y + -5.47z <= 588.84
9.94x + 9.05y + 1.25z <= 287.43
3.33x + 5.06y + 2.7z <= 758.74
-9.36x + -7.18y + -0.73z <= 746.51
-0.21x + 1.96y + 4.58z <= 171.8
-4.75x + 1.0y + -3.16z <= 954.53
1.07x + -9.33y + 1.87z <= 430.26
-0.08x + 1.66y + -4.35z <= 392.92
-3.9x + -5.71y + -5.13z <= 469.96
4.27x + 8.5y + 1.72z <= 522.49
-8.8x + 6.42y + 2.7z <= 527.13
9.46x + -5.39y + 8.01z <= 815.35
-3.29x + -1.28y + -2.53z <= 820.65
9.87x + 4.48y + 4.79z <= 796.24
7.94x + 2.28y + -6.8z <= 335.01
-8.18x + 3.62y + 2.38z <= 455.93
-9.35x + 2.84y + 3.98z <= 300.04
4.32x + -6.1y + -4.99z <= 835.54
8.29x + -4.16y + 2.32z <= 925.15
-0.7x + -5.07y + -9.85z <= 574.33
5.18x + 9.37y + 0.87z <= 188.58
8.65x + -8.08y + 2.55z <= 645.56
-6.59x + -2.89y + -4.06z <= 323.5
-3.2x + -9.48y + 5.45z <= 632.95
-1.64x + -3.9y + -8.22z <= 128.14
2.82x + 8.29y + -3.99z <= 980.46
-4.33x + -7.58y + -4.2z <= 799.65
-0.55x + 4.85y + -4.8z <= 172.82
-8.72x + -0.2y + -5.62z <= 788.67
-0.62x + 1.03y + 0.83z <= 898.02
-6.52x + 9.88y + -4.38z <= 611.17
6.9x + 6.89y + -7.1z <= 380.02
-6.94x + 2.93y + 5.98z <= 413.03
6.77x + -9.92y + 1.44z <= 240.69
-2.76x + -6.6y + -3.88z <= 520.0
4.41x + -8.16y + 7.36z <= 844.16
-4.53x + -9.94y + 6.98z <= 520.49
-8.35x + -0.12y + 6.77z <= 196.24
-2.59x + 0.21y + 6.26z <= 343.69
-7.79x + 2.73y + 9.29z <= 156.27
-6.16x + -6.44y + -8.26z <= 869.41
-7.05x + 3.35y + 1.5z <= 611.32
-0.21x + 3.54y + 2.67z <= 711.18
-9.4x + -4.6y + -5.29z <= 544.64
-4.83x + -7.02y + -3.78z <= 748.24
8.29x + 5.21y + -5.73z <= 668.42
-9.7x + -3.01y + -6.95z <= 218.84
9.21x + -2.65y + -3.96z <= 423.62
-2.79x + 7.01y + -2.36z <= 994.34
-0.27x + -0.24y + -0.88z <= 463.35
-1.7x + 1.43y + -1.75z <= 415.7
5.97x + 5.86y + -4.25z <= 901.64
7.47x + 1.8y + -1.47z <= 831.15
4.26x + -7.4y + 8.31z <= 251.94
7.93x + 5.28y + -9.92z <= 426.12
-6.3x + 2.35y + -0.86z <= 401.03
-6.03x + -4.68y + 1.05z <= 110.02
-8.95x + 6.47y + 8.22z <= 400.04
0.38x + 2.92y + 0.46z <= 161.16
6.88x + -1.63y + -3.23z <= 487.19
7.44x + 5.96y + 4.45z <= 201.05
2.65x + 6.18y + -5.54z <= 278.74
9.4x + 5.03y + 7.76z <= 890.34
7.4x + -3.5y + -5.5z <= 328.68
7.79x + -9.05y + 5.37z <= 135.9
5.25x + 9.51y + 2.85z <= 420.16
-3.78x + -1.15y + -5.05z <= 290.69
6.71x + -9.03y + 6.97z <= 826.2
3.63x + -1.07y + -6.82z <= 795.93
3.3x + 1.26y + 9.57z <= 580.44
-7.09x + -7.09y + -4.29z <= 142.33
-2.44x + -7.86y + -9.58z <= 917.93
-9.89x + -3.88y + 8.8z <= 418.37
-7.36x + 1.76y + 8.7z <= 168.63
2.33x + -6.98y + -8.96z <= 824.05
3.96x + -0.33y + -2.0z <= 687.49
3.96x + 8.95y + 3.97z <= 678.39
9.23x + 0.29y + 2.82z <= 484.99
0.15x + -1.35y + 3.83z <= 753.75
-9.82x + -2.64y + 8.47z <= 892.05
7.14x + -3.64y + -8.11z <= 528.14
2.7x + 1.15y + -6.08z <= 482.27
6.0x + -1.1y + 2.39z <= 395.61
-1.25x + -1.44y + -8.99z <= 581.03
-3.24x + -4.33y + 9.4z <= 238.43
-8.32x + 8.13y + 1.15z <= 691.48
-2.87x + -7.95y + -1.1z <= 149.1
3.48x + 6.72y + 2.18z <= 480.19
5.18x + 2.73y + 3.77z <= 534.06
-5.12x + -4.47y + -9.71z <= 348.74
0.65x + -4.82y + -6.48z <= 920.0
-6.47x + -5.29y + -1.18z <= 819.83
-2.16x + -4.15y + 9.49z <= 825.02
6.13x + 5.65y + -8.63z <= 125.39
-6.79x + 4.14y + -3.27z <= 488.12
-9.06x + 8.57y + 5.55z <= 609.96
-0.84x + 9.75y + 4.91z <= 760.3
0.55x + 8.26y + 8.55z <= 502.42
-4.54x + 5.05y + 2.34z <= 251.94
2.65x + 6.66y + 4.72z <= 222.0
0.02x + -8.86y + -9.13z <= 418.21
9.22x + -9.06y + -3.05z <= 233.72
-5.32x + 3.64y + -2.98z <= 192.16
-5.93x + -5.66y + -3.04z <= 713.17
-7.74x + 3.92y + -3.1z <= 533.08
9.04x + -8.7y + -4.54z <= 691.3
0.64x + 4.49y + -0.31z <= 680.62
-3.98x + 3.73y + 8.63z <= 559.82
-3.11x + -3.62y + -4.12z <= 842.38
6.86x + -7.67y + 7.3z <= 771.82
9.42x + 6.95y + 0.75z <= 154.05
-6.13x + -6.66y + -5.59z <= 299.71
4.59x + 4.8y + 4.26z <= 852.98
7.08x + -3.86y + 4.1z <= 256.49
-0.72x + 2.15y + 9.3z <= 285.04
3.23x + 9.72y + 9.46z <= 579.49
-9.94x + 6.61y + -5.19z <= 348.93
4.45x + 7.36y + -7.84z <= 872.34
0.8x + 7.67y + -8.86z <= 667.38
3.33x + 5.24y + 0.62z <= 873.03
-9.72x + -9.85y + 6.56z <= 623.8
1.0x + 5.09y + 9.42z <= 573.04
5.44x + 7.49y + -6.51z <= 697.89
-2.9x + -6.85y + -4.12z <= 400.74
-3.62x + -1.88y + 0.93z <= 306.95
5.0x + 1.07y + 2.41z <= 116.94
4.21x + -0.89y + 7.64z <= 464.27
-0.38x + -10.0y + -0.74z <= 601.81
1.21x + -6.64y + 7.36z <= 246.32
-5.62x + 7.95y + 8.69z <= 696.71
-9.34x + 4.8y + 1.74z <= 543.84
-7.68x + -7.69y + -7.95z <= 769.79
2.24x + 9.75y + 6.36z <= 574.47
-2.33x + 10.0y + -2.78z <= 118.61
6.62x + 2.17y + 1.34z <= 962.55
-3.05x + -9.49y + -3.01z <= 842.85
-5.49x + -8.35y + -0.72z <= 152.33
-1.76x + 10.0y + 2.98z <= 716.49
-1.3x + 8.3y + 4.56z <= 438.14
-8.32x + -0.33y + -2.68z <= 537.87
-7.51x + 9.78y + -0.35z <= 399.7
6.86x + 0.16y + 8.31z <= 179.13
1.37x + 2.57y + -7.12z <= 736.66
-1.3x + -8.08y + -6.03z <= 301.45
5.69x + 8.22y + -1.93z <= 889.91
-0.31x + 6.9y + -2.1z <= 578.45
5.21x + -9.18y + -6.92z <= 988.39
2.29x + 0.17y + 7.1z <= 508.82
-5.64x + -1.73y + -8.53z <= 260.43
7.75x + -6.91y + -3.45z <= 896.27
-3.09x + 3.1y + -2.84z <= 526.72
-5.51x + -4.68y + 7.6z <= 753.35
-6.67x + 8.78y + 5.45z <= 287.75
3.72x + -5.25y + 4.75z <= 383.62
-5.5x + 4.94y + 7.6z <= 728.51
3.9x + 2.09y + 9.63z <= 224.66
-0.1x + -1.93y + -9.95z <= 493.03
-2.32x + 2.44y + 8.48z <= 201.49
-2.24x + 9.73y + 4.27z <= 138.53
-9.72x + 1.39y + 3.42z <= 216.76
-9.24x + -0.11y + -6.83z <= 769.42
-6.09x + 5.69y + -4.86z <= 351.51
-1.26x + -2.51y + -9.73z <= 163.84
0.8x + 9.5y + -3.78z <= 195.4
-8.97x + -3.42y + -6.9z <= 101.33
4.2x + 6.69y + -6.1z <= 671.55
7.41x + -2.69y + -6.88z <= 717.1
-4.69x + -7.56y + 3.72z <= 249.6
7.45x + 3.31y + -0.28z <= 763.82
-1.73x + -3.7y + 6.87z <= 614.01
-2.6x + -9.05y + 0.37z <= 687.02
-0.79x + -1.7y + 5.3z <= 412.25
5.18x + -4.81y + 3.72z <= 130.68
9.05x + 4.03y + 5.4z <= 836.41
-7.81x + -0.26y + -3.34z <= 312.7
6.26x + 5.39y + -0.47z <= 414.68
-2.64x + 8.69y + 5.8z <= 858.79
-9.64x + -6.38y + 3.14z <= 330.3
3.7x + -1.95y + 7.4z <= 275.61
-0.95x + 0.57y + -5.67z <= 646.41
8.5x + 7.03y + 1.39z <= 160.35
-9.2x + 2.67y + 7.42z <= 957.8
4.5x + -4.1y + 7.65z <= 311.59
7.78x + -6.44y + 3.05z <= 893.37
-1.61x + -0.44y + 8.04z <= 804.49
8.92x + 3.22y + 6.24z <= 209.53
0.76x + 8.5y + -4.18z <= 392.21
-1.62x + 8.75y + 7.65z <= 895.06
-3.33x + 2.09y + 0.16z <= 226.98
-2.37x + 2.96y + 9.04z <= 921.18
4.52x + -6.97y + -0.43z <= 957.98
-1.95x + 9.29y + -9.06z <= 599.17
-6.91x + -6.78y + 0.38z <= 975.34
-3.21x + 8.15y + 5.63z <= 614.95
7.09x + 0.04y + 9.29z <= 987.67
-0.41x + -7.52y + -8.67z <= 836.37
3.79x + -5.19y + -2.71z <= 628.93
7.76x + -4.05y + 2.0z <= 208.56
1.16x + 8.15y + -5.99z <= 599.75
-0.64x + 0.68y + 4.76z <= 246.55
5.66x + 5.79y + 1.54z <= 291.49
-6.92x + 8.9y + -3.1z <= 530.64
-5.01x + 5.64y + -0.03z <= 153.72
