max 4.95x + -4.82y + -2.61z
2.64x + -0.42y + -0.87z <= 955.5
6.85x + 5.39y + -0.62z <= 369.93
-1.13x + 5.12y + 2.17z <= 816.64
-1.98x + -9.53y + -4.06z <= 333.27
0.76x + 7.12y + -7.95z <= 595.07
9.4x + 9.27y + -5.93z <= 314.82
3.14x + -8.24y + 4.58z <= 674.41
3.12x + 2.79y + -6.29z <= 528.79
6.94x + -2.83y + -0.53z <= 651.84
-6.98x + -7.7y + -7.94z <= 725.99
-4.11x + 2.31y + -9.85z <= 815.48
-8.43x + 1.59y + 3.29z <= 875.65
3.13x + 0.93y + -2.88z <= 891.48
-0.67x + 5.54y + 7.07z <= 728.78
-1.24x + 0.9y + 5.88z <= 559.79
6.93x + 8.81y + -8.34z <= 732.8
0.65x + -1.19y + 6.28z <= 494.18
-4.23x + -2.0y + 0.28z <= 611.09
0.37x + 8.87y + -2.19z <= 692.9
3.97x + -3.56y + -1.69z <= 771.92
-9.8x + 4.61y + 0.56z <= 687.12
-6.25x + -6.99y + -3.74z <= 939.38
-9.72x + 4.79y + -3.56z <= 595.86
4.92x + -6.11y + -4.36z <= 693.24
-1.68x + 5.4y + 7.14z <= 737.62
-9.28x + -1.23y + 5.6z <= 767.45
6.26x + 5.49y + 4.37z <= 166.31
8.31x + 8.4y + -9.2z <= 524.64
-8.77x + 9.72y + -5.64z <= 226.8
-1.79x + 6.14y + 0.64z <= 733.35
-0.57x + 1.4y + 6.09z <= 461.1
-9.32x + -0.67y + 1.67z <= 728.79
9.94x + 4.84y + -5.99z <= 212.69
-1.59x + 1.95y + 6.38z <= 157.37
3.77x + 6.08y + -2.89z <= 137.23
3.69x + 3.4y + -6.69z <= 550.52
-7.91x + -6.93y + -3.55z <= 838.84
-4.97x + -2.66y + -6.9z <= 530.19
-7.5x + -0.31y + 1.69z <= 751.26
-1.9x + -6.62y + 4.74z <= 711.0
-6.31x + 2.65y + -2.79z <= 846.57
8.69x + -8.71y + 5.03z <= 560.6
-6.24x + 2.91y + -4.71z <= 656.91
-9.05x + -1.96y + 7.73z <= 213.76
0.51x + 3.6y + -4.25z <= 412.58
-9.13x + -9.69y + -7.11z <= 607.61
-0.06x + 9.65y + -8.03z <= 838.57
-9.74x + -8.71y + 5.27z <= 182.49
7.63x + 4.31y + 8.57z <= 238.96
-6.63x + 1.09y + 9.37z <= 489.0
8.28x + -7.77y + -1.3z <= 902.54
4.89x + -5.89y + -8.09z <= 326.8
-9.8x + -9.11y + 4.99z <= 184.54
-5.64x + 0.26y + 5.89z <= 280.63
-4.18x + -4.11y + 0.19z <= 542.13
-7.9x + 4.43y + 6.64z <= 613.22
6.63x + -6.92y + -1.58z <= 432.76
2.74x + -4.7y + -2.89z <= 452.88
2.79x + -7.93y + -2.06z <= 739.0
-7.0x + -8.65y + -9.38z <= 541.23
-7.24x + -7.85y + 0.05z <= 961.09
8.56x + -3.54y + 0.58z <= 478.28
2.85x + 9.41y + -8.75z <= 146.01
-3.45x + 8.11y + 4.55z <= 280.44
7.06x + -3.56y + -2.36z <= 740.34
-1.78x + 4.68y + -4.82z <= 823.44
6.27x + 4.86y + 7.79z <= 708.84
-1.81x + 5.76y + 0.47z <= 621.26
8.34x + 3.83y + 4.04z <= 867.95
9.99x + -7.89y + -2.54z <= 335.82
-4.51x + 8.02y + 1.04z <= 666.33
-7.37x + -3.9y + -7.13z <= 253.24
5.04x + 2.65y + 6.56z <= 671.96
3.46x + 9.3y + 9.75z <= 265.12
-8.62x + 6.92y + 7.3z <= 644.24
9.94x + -8.07y + -1.54z <= 515.69
7.23x + 4.24y + 4.26z <= 675.51
-0.45x + 2.49y + -3.99z <= 447.87
0.41x + -6.0y + -7.15z <= 772.72
9.07x + -5.26y + -8.92z <= 209.16
2.39x + 2.09y + -3.0z <= 416.84
-0.46x + 4.72y + -0.4z <= 136.16
-1.79x + 9.12y + -4.16z <= 599.1
-6.93x + 3.06y + 2.15z <= 260.48
8.37x + -0.58y + 8.99z <= 892.35
4.08x + 6.94y + -8.41z <= 581.23
-4.8x + 1.57y + 1.97z <= 884.61
-9.74x + -7.97y + -1.81z <= 586.01
-1.18x + 1.32y + -8.2z <= 707.02
6.66x + 8.77y + 4.24z <= 316.67
-3.17x + -6.47y + 7.96z <= 486.27
-8.41x + -5.49y + -5.39z <= 440.7
6.82x + -2.63y + 6.98z <= 201.87
3.43x + -8.13y + 6.23z <= 855.42
7.88x + -3.11y + -1.29z <= 975.46
-3.36x + -2.48y + 8.44z <= 198.96
-0.07x + -9.82y + 8.58z <= 602.86
-4.98x + 9.97y + -6.36z <= 152.26
7.53x + -1.02y + -2.56z <= 182.4
6.21x + -6.16y + 5.3z <= 210.87
-8.04x + -4.97y + 6.94z <= 358.83
8.36x + 0.7y + -0.94z <= 309.2
-8.33x + 9.71y + -8.94z <= 569.66
-0.9x + 5.23y + -0.46z <= 369.91
-1.35x + -5.03y + -6.74z <= 665.25
-7.37x + 9.42y + -8.98z <= 340.14
-3.97x + 6.73y + -6.78z <= 613.13
1.11x + 5.33y + 9.9z <= 388.18
-5.98x + 1.17y + -8.68z <= 632.78
2.46x + 6.54y + -6.67z <= 307.85
-6.65x + -4.82y + 5.76z <= 373.97
-5.77x + 5.61y + 7.96z <= 411.23
-0.3x + -1.37y + 7.34z <= 763.03
0.65x + 6.41y + -3.12z <= 278.06
1.66x + 2.13y + 2.11z <= 452.82
2.57x + 1.2y + 7.01z <= 416.7
-1.38x + -9.12y + 6.47z <= 545.85
-4.37x + 10.0y + 5.65z <= 903.83
-0.28x + 3.45y + 2.49z <= 686.3
1.29x + 6.08y + -3.4z <= 765.15
-5.09x + -0.08y + -2.07z <= 861.43
1.59x + -2.49y + 7.96z <= 724.85
5.65x + -5.96y + -2.8z <= 212.23
-9.78x + -9.9y + 5.59z <= 807.21
-7.14x + -2.22y + 3.88z <= 645.64
-4.21x + 5.46y + -6.66z <= 954.52
6.07x + 8.87y + -7.44z <= 993.68
6.78x + 5.44y + 1.05z <= 593.37
8.01x + -4.56y + 9.92z <= 255.27
7.95x + 1.58y + 2.65z <= 500.26
2.4x + 1.33y + 3.94z <= 213.64
3.01x + -9.42y + 4.32z <= 770.95
-8.22x + -1.59y + -4.18z <= 738.74
7.32x + -9.15y + 0.2z <= 647.57
-9.45x + -4.22y + -7.4z <= 229.58
8.88x + 0.8y + -5.44z <= 444.26
-7.06x + 0.73y + -0.4z <= 527.38
-1.28x + -8.76y + -2.68z <= 978.1
-6.29x + 1.69y + -6.66z <= 756.53
-0.59x + 0.12y + -7.51z <= 899.18
-8.7x + 1.98y + 2.46z <= 332.64
6.68x + -2.17y + 7.32z <= 925.93
0.65x + 2.78y + -6.33z <= 663.97
-4.22x + 5.64y + 3.9z <= 648.56
3.19x + 8.91y + 7.55z <= 630.77
8.88x + 9.0y + -9.71z <= 270.05
-0.23x + -3.59y + 0.63z <= 683.6
-2.31x + -0.57y + -9.62z <= 353.29
6.21x + -5.53y + 4.08z <= 616.62
5.7x + 0.14y + -6.17z <= 462.21
9.9x + 7.37y + -1.87z <= 141.13
0.9x + 7.13y + -5.66z <= 382.18
0.85x + -6.57y + 4.04z <= 753.91
3.19x + -8.7y + -2.09z <= 961.33
-9.18x + -9.72y + 9.77z <= 600.29
-1.41x + 9.84y + 9.89z <= 937.43
-6.3x + -8.78y + -3.27z <= 980.01
1.67x + -3.08y + 9.27z <= 780.62
9.53x + -5.81y + -7.16z <= 589.11
-3.84x + -9.18y + 3.69z <= 754.24
0.7x + -8.04y + 7.09z <= 949.21
-9.07x + -9.34y + 6.57z <= 829.71
-7.54x + -7.4y + -5.04z <= 892.02
-8.69x + -8.43y + -1.22z <= 237.67
-1.78x + 1.52y + 8.82z <= 398.63
1.14x + -2.56y + -8.44z <= 941.09
1.19x + -2.31y + -7.39z <= 149.29
9.15x + -8.03y + 7.09z <= 202.98
2.16x + 4.6y + 4.45z <= 171.79
5.71x + -9.3y + 9.1z <= 244.48
-8.99x + 9.21y + 7.71z <= 565.64
3.09x + -3.94y + -3.47z <= 228.86
-5.69x + -6.28y + 2.32z <= 618.31
7.13x + 6.13y + 2.91z <= 644.87
-5.79x + 1.11y + 5.22z <= 702.49
6.36x + -8.47y + -5.98z <= 967.29
8.24x + -0.81y + -7.01z <= 797.84
-0.6x + -5.05y + 2.31z <= 253.47
6.15x + -9.82y + -9.54z <= 603.34
-3.66x + 3.32y + -4.61z <= 400.19
-5.54x + 9.38y + 8.53z <= 390.51
2.87x + 4.44y + -2.1z <= 494.91
1.08x + -5.38y + -5.92z <= 945.61
-7.35x + 1.92y + 6.0z <= 165.98
7.78x + -0.13y + -3.24z <= 552.13
4.06x + -6.15y + -5.25z <= 806.63
-6.62x + -2.07y + -2.48z <= 378.66
3.76x + -6.16y + 8.75z <= 583.04
3.59x + 0.99y + 2.44z <= 963.78
-0.54x + -3.05y + -1.17z <= 897.22
7.03x + -3.05y + 5.05z <= 732.65
-2.44x + 8.21y + 0.36z <= 391.88
-9.86x + 5.55y + 1.46z <= 724.26
7.66x + -8.61y + -5.18z <= 866.38
4.13x + 4.58y + -8.23z <= 897.41
7.02x + 0.56y + -9.46z <= 920.64
-4.63x + -8.21y + 6.6z <= 907.09
0.89x + 5.79y + 3.22z <= 274.45
-1.68x + 9.82y + 1.26z <= 904.79
4.65x + 6.72y + 1.13z <= 273.57
-4.26x + -0.29y + -4.27z <= 660.55
9.39x + -2.67y + -5.46z <= 453.86
-9.21x + 5.74y + 4.59z <= 158.78
3.77x + 3.02y + -9.66z <= 629.39
-6.24x + 9.45y + 7.76z <= 829.23
6.07x + 1.15y + 3.67z <= 776.43
-9.56x + 4.51y + 8.83z <= 316.05
-9.39x + -7.74y + 7.39z <= 922.43
3.55x + -5.95y + 8.11z <= 528.54
-7.16x + 4.55y + -4.74z <= 375.92
7.15x + -4.0y + -0.6z <= 176.86
2.72x + 7.57y + -3.92z <= 410.94
0.59x + 4.55y + 5.12z <= 497.89
6.9x + 5.64y + 6.09z <= 815.17
-8.06x + 2.07y + 5.28z <= 928.5
7.34x + 2.98y + -8.64z <= 886.69
9.34x + -1.49y + -7.27z <= 760.06
-0.73x + 7.42y + 2.64z <= 416.21
-2.01x + -7.37y + -0.96z <= 109.92
0.11x + 9.75y + -8.51z <= 659.57
-4.02x + 2.37y + -9.27z <= 763.52
6.34x + -4.0y + 0.7z <= 477.88
-3.09x + -6.09y + 8.26z <= 226.77
-9.2x + 7.58y + -4.55z <= 249.06
-6.7x + 0.68y + -5.79z <= 185.79
10.0x + 2.39y + -7.49z <= 528.12
-8.68x + 0.96y + -0.49z <= 853.1
2.73x + -7.38y + -4.61z <= 171.95
-7.43x + 1.32y + 1.2z <= 570.46
8.04x + -7.58y + 9.5z <= 590.82
9.21x + -1.01y + 8.2z <= 220.39
-1.97x + -2.33y + 3.58z <= 984.05
-7.3x + 4.69y + -5.27z <= 233.62
0.86x + 4.72y + -1.35z <= 816.24
-6.12x + 0.36y + -9.93z <= 671.24
-8.62x + 9.69y + -0.59z <= 324.86
-8.37x + 7.78y + 1.26z <= 495.68
9.2x + 6.74y + -2.93z <= 417.5
1.07x + -2.03y + 9.55z <= 933.54
9.27x + 4.68y + 4.43z <= 407.61
-5.85x + 6.94y + -9.75z <= 202.66
-4.83x + -6.11y + 8.26z <= 903.98
5.36x + 6.47y + 0.44z <= 899.87
-6.6x + 1.79y + 4.86z <= 137.39
-4.21x + -3.01y + -0.01z <= 763.84
-9.09x + 7.11y + 5.5z <= 332.28
5.29x + -4.02y + 0.27z <= 164.7
-1.12x + 9.78y + -9.66z <= 132.64
-3.26x + -9.94y + 0.01z <= 803.41
8.3x + -8.1y + 0.03z <= 707.78
4.55x + 9.94y + 0.16z <= 434.29
5.41x + 9.37y + -5.13z <= 786.55
-9.5x + 6.07y + 9.76z <= 845.57
-6.01x + 8.72y + 1.42z <= 492.31
-4.8x + -6.06y + 3.85z <= 763.17
4.28x + 3.24y + -7.09z <= 440.83
3.78x + 3.77y + -1.2z <= 205.14
7.02x + -8.69y + 8.24z <= 538.89
5.94x + 2.94y + 8.75z <= 692.7
-6.22x + 0.62y + -2.37z <= 598.23
-1.25x + 2.49y + 8.61z <= 725.9
3.16x + -0.96y + -3.97z <= 279.16
1.45x + 6.56y + 2.56z <= 911.33
0.5x + -2.61y + 5.57z <= 329.5
6.49x + 4.77y + 1.61z <= 801.17
1.29x + -4.63y + -2.12z <= 841.64
0.23x + -2.05y + -4.65z <= 659.7
-5.08x + 7.59y + 0.99z <= 774.37
-3.23x + 0.57y + 8.88z <= 763.97
4.44x + -4.13y + -7.3z <= 255.65
-1.73x + 4.03y + -2.48z <= 800.25
-1.56x + 7.21y + 5.5z <= 532.81
-9.44x + 8.15y + 8.46z <= 509.47
-1.06x + 3.33y + 2.76z <= 526.48
3.49x + -9.56y + -4.64z <= 947.19
2.21x + 5.92y + -1.15z <= 957.99
3.72x + 9.69y + 4.09z <= 821.44
-4.92x + -0.12y + -3.87z <= 442.6
-0.94x + -8.92y + -2.3z <= 740.97
2.52x + 4.71y + 2.19z <= 746.7
5.19x + 4.96y + -8.62z <= 431.15
-2.45x + 0.17y + -0.83z <= 984.87
8.96x + -0.36y + 0.07z <= 532.21
-8.69x + 5.33y + 7.56z <= 254.49
-5.53x + -6.44y + -6.1z <= 565.1
-7.19x + 3.1y + -8.3z <= 354.7
-1.53x + -1.01y + -3.36z <= 796.89
0.54x + -5.05y + 7.95z <= 217.95
3.64x + 8.33y + 9.96z <= 737.14
2.38x + -0.9y + -2.34z <= 910.59
-4.12x + -4.02y + 6.28z <= 921.83
6.77x + 4.07y + 0.82z <= 297.53
-3.51x + -3.71y + 0.04z <= 532.2
-6.18x + 8.19y + -9.07z <= 765.25
3.97x + -9.37y + -5.03z <= 620.97
-4.99x + -4.51y + -5.07z <= 786.33
0.71x + -2.33y + 2.07z <= 693.49
-0.25x + 7.47y + -6.0z <= 281.74
2.97x + 3.2y + -7.91z <= 844.46
4.94x + -7.98y + -1.56z <= 919.0
1.51x + 0.55y + 4.75z <= 437.63
-8.78x + -3.96y + 4.65z <= 796.34
9.29x + 5.87y + 2.07z <= 260.56
-0.53x + -5.27y + -0.29z <= 285.02
-9.7x + -6.89y + -2.09z <= 370.45
8.17x + -4.9y + 2.6z <= 719.37
-6.41x + -4.86y + -8.78z <= 723.17
-1.19x + -5.13y + 3.28z <= 641.73
-5.08x + 7.03y + 0.94z <= 398.04
-2.19x + 1.51y + 5.25z <= 209.25
-4.43x + 0.48y + -5.35z <= 672.13
-7.26x + 4.31y + -2.09z <= 570.68
7.86x + -0.43y + 6.45z <= 469.68
-8.57x + 0.08y + 4.65z <= 165.77
2.18x + -8.21y + 1.5z <= 572.17
-7.28x + 9.18y + -0.1z <= 256.35
-3.32x + -8.01y + -7.86z <= 769.23
-3.7x + -7.43y + -6.8z <= 666.47
-6.98x + 4.26y + -9.66z <= 695.59
3.96x + -5.09y + 9.58z <= 375.2
8.0x + 8.89y + -4.61z <= 438.75
-4.4x + 4.1y + 7.31z <= 358.7
8.33x + 0.37y + 7.78z <= 208.86
-2.95x + 5.06y + -0.31z <= 297.18
-4.0x + -1.2y + -0.53z <= 124.83
-4.87x + -0.11y + -9.44z <= 458.79
1.61x + 3.31y + -2.19z <= 755.48
5.8x + -9.32y + -5.56z <= 955.78
0.15x + -1.89y + 8.7z <= 995.22
-4.81x + 5.88y + 2.06z <= 396.01
-2.22x + 1.76y + -8.83z <= 395.89
7.62x + -2.87y + -8.72z <= 640.18
7.84x + 9.37y + 6.66z <= 751.64
3.97x + -6.04y + 9.71z <= 341.14
7.89x + 4.05y + 6.39z <= 312.84
-6.44x + 5.78y + -7.65z <= 841.97
-6.12x + 5.44y + -9.97z <= 917.81
-6.49x + 7.86y + -0.7z <= 175.85
-2.66x + -6.32y + -8.98z <= 521.48
-8.57x + 2.98y + -1.25z <= 751.85
3.44x + 1.39y + -0.8z <= 949.34
-6.64x + 4.0y + -3.92z <= 910.26
-4.39x + 2.45y + -3.13z <= 312.73
-9.35x + 5.81y + -4.45z <= 245.77
-6.5x + 0.8y + -2.12z <= 296.85
-1.26x + -4.67y + 6.84z <= 252.16
6.37x + 0.5y + -5.75z <= 547.36
-4.38x + 7.13y + -5.86z <= 436.32
3.59x + -8.68y + 6.18z <= 316.61
-8.04x + 2.77y + 4.31z <= 573.29
-3.26x + 6.24y + 0.53z <= 946.01
0.28x + -2.44y + 1.32z <= 644.09
-9.56x + 8.95y + 0.19z <= 447.56
8.47x + 6.78y + -3.84z <= 130.84
-0.22x + 1.25y + 2.6z <= 311.45
6.0x + 9.96y + -2.43z <= 336.56
-7.55x + 5.95y + -2.61z <= 927.46
-5.0x + 1.42y + 2.87z <= 828.41
-8.38x + 3.3y + -9.29z <= 766.24
8.94x + 5.28y + -9.43z <= 200.99
-7.51x + -4.42y + 2.51z <= 590.07
2.84x + -5.06y + 2.99z <= 472.49
5.75x + -7.49y + 5.9z <= 948.47
2.26x + 5.69y + 7.01z <= 762.01
8.53x + -7.85y + 3.45z <= 220.29
7.54x + -7.91y + -3.94z <= 664.02
-0.94x + 6.8y + 9.13z <= 590.63
-2.88x + 10.0y + -1.92z <= 655.38
6.28x + -4.05y + 0.29z <= 121.94
-6.37x + -7.07y + 5.75z <= 977.84
2.69x + 1.6y + -3.26z <= 532.95
-5.23x + 5.25y + -4.01z <= 494.07
2.55x + 7.32y + 0.72z <= 442.38
8.92x + -2.23y + -3.15z <= 694.9
-3.0x + 0.4y + -5.55z <= 353.64
-4.75x + 1.19y + 2.01z <= 564.55
7.2x + -1.63y + 8.36z <= 665.01
-1.46x + -4.71y + 3.83z <= 834.07
6.57x + 5.71y + 9.28z <= 287.3
6.88x + -4.39y + 5.03z <= 336.93
-4.04x + -4.46y + 1.34z <= 813.34
-3.8x + 7.2y + -0.11z <= 249.04
-1.28x + -3.2y + -1.08z <= 211.09
-0.95x + -9.94y + 7.05z <= 234.52
-5.43x + -5.02y + -4.92z <= 587.7
-6.21x + -6.57y + -2.53z <= 404.11
-6.35x + 4.41y + -0.47z <= 854.09
-9.19x + 2.01y + -9.6z <= 545.48
8.97x + 2.91y + -6.76z <= 442.99
5.51x + -6.91y + 9.72z <= 215.5
-2.86x + 6.62y + 7.79z <= 593.56
4.55x + -3.62y + -1.23z <= 961.03
1.55x + -1.78y + -6.22z <= 996.26
-4.6x + -4.38y + -9.77z <= 861.42
-6.13x + -9.5y + -1.39z <= 512.44
-8.25x + -3.37y + 2.97z <= 352.34
-0.17x + -2.31y + 4.03z <= 970.58
2.16x + 2.48y + 0.22z <= 896.51
-4.04x + 9.01y + 0.18z <= 748.59
2.05x + 5.06y + -9.93z <= 804.68
-6.43x + -9.92y + 6.74z <= 670.85
-8.16x + 9.17y + 0.52z <= 859.48
4.8x + -1.12y + 3.28z <= 675.32
6.16x + 6.49y + 0.84z <= 692.97
-3.05x + -1.02y + 0.67z <= 810.25
3.83x + -6.12y + 8.53z <= 729.28
-0.3x + 8.99y + 7.75z <= 260.01
-0.1x + -2.39y + 9.07z <= 489.83
8.94x + 0.83y + 3.73z <= 464.19
-7.28x + 1.65y + -5.8z <= 755.16
6.8x + 3.34y + -3.53z <= 925.43
-1.77x + -4.89y + 0.45z <= 313.41
-5.1x + -2.37y + -3.38z <= 678.26
4.55x + 9.58y + -3.91z <= 296.79
-4.37x + 4.02y + -4.26z <= 789.16
3.32x + 1.93y + -7.25z <= 177.57
-6.51x + -2.44y + -4.38z <= 134.71
-0.58x + -4.94y + -6.22z <= 384.46
-1.47x + -4.01y + 4.68z <= 322.86
-7.96x + 7.75y + -8.2z <= 395.53
0.7x + 9.57y + -5.88z <= 242.53
-8.34x + 3.12y + 0.11z <= 175.05
0.91x + -2.87y + -1.62z <= 753.8
-6.97x + -4.62y + 5.73z <= 753.47
2.33x + 8.33y + -8.21z <= 955.61
1.83x + 5.42y + 8.31z <= 859.15
-0.81x + -6.08y + 9.76z <= 973.8
-9.89x + -7.89y + -8.9z <= 857.19
-1.06x + 3.76y + -1.91z <= 796.35
5.47x + -5.28y + 7.74z <= 186.66
8.93x + -9.93y + 0.11z <= 287.49
3.52x + 1.78y + -2.35z <= 600.33
-2.11x + 4.53y + -5.9z <= 265.39
1.79x + -8.05y + -1.62z <= 164.7
5.45x + 9.48y + 6.31z <= 352.7
-4.71x + 4.22y + -8.21z <= 103.96
9.63x + -2.53y + -2.43z <= 494.72
2.99x + -7.5y + -7.41z <= 916.51
9.18x + -1.44y + 8.75z <= 194.63
2.76x + -4.39y + -9.33z <= 646.15
2.44x + -2.68y + 6.61z <= 498.11
8.57x + -5.25y + 5.42z <= 647.16
-1.04x + -0.99y + 3.26z <= 197.24
1.3x + -5.14y + 2.85z <= 244.91
-0.57x + 5.94y + -7.31z <= 241.21
-0.53x + 3.54y + -0.48z <= 604.15
0.13x + -5.16y + 4.34z <= 286.88
-8.75x + 5.12y + 6.06z <= 231.32
1.93x + 6.54y + 6.18z <= 608.99
8.76x + -9.93y + -5.82z <= 920.73
-8.72x + 0.1y + -0.98z <= 204.06
-5.44x + -8.22y + -7.89z <= 892.84
-0.88x + 9.07y + -0.47z <= 335.34
7.23x + -2.33y + 4.39z <= 517.49
-5.04x + 5.92y + 7.42z <= 999.48
2.54x + -2.16y + -6.0z <= 472.46
-2.09x + -8.36y + -4.63z <= 724.16
-1.36x + 3.06y + -8.38z <= 458.0
-9.58x + 2.42y + 8.37z <= 541.88
5.03x + -2.46y + -3.34z <= 901.84
-2.97x + 2.71y + 0.04z <= 191.42
7.71x + -4.79y + 2.23z <= 532.65
-6.22x + -9.14y + -6.71z <= 264.46
-4.31x + 4.43y + 1.23z <= 873.1
-3.32x + 5.18y + 2.34z <= 591.38
-3.8x + -2.63y + -6.06z <= 754.79
-6.62x + -6.75y + 1.44z <= 291.94
-8.73x + 3.77y + -3.13z <= 858.11
9.16x + -1.04y + 1.48z <= 908.2
4.43x + -5.96y + -6.51z <= 641.03
-6.97x + -8.59y + 2.11z <= 188.88
-1.54x + 7.13y + -7.29z <= 142.56
4.9x + 6.26y + 5.63z <= 537.5
-1.25x + 2.17y + 0.59z <= 852.68
-9.14x + -3.22y + -8.98z <= 656.06
-3.86x + -8.53y + 9.96z <= 912.83
6.07x + -5.13y + -6.48z <= 234.44
-4.12x + 5.25y + 1.38z <= 313.64
-6.52x + 8.72y + -8.45z <= 626.62
-7.75x + -3.18y + 8.65z <= 438.13
1.54x + 9.03y + -6.84z <= 633.11
6.33x + 9.19y + 6.82z <= 453.37
-9.02x + -1.97y + 1.4z <= 366.68
6.8x + -4.54y + 6.76z <= 841.05
6.61x + -8.04y + -6.08z <= 600.18
-1.56x + 5.49y + 7.04z <= 453.44
-5.39x + -1.1y + -2.24z <= 345.22
5.35x + -9.29y + 0.93z <= 769.49
-1.89x + -7.13y + -1.1z <= 165.9
4.72x + -6.13y + -1.97z <= 972.26
4.74x + 6.99y + -9.58z <= 546.04
6.0x + 9.34y + 2.9z <= 145.38
-4.78x + -3.84y + -8.62z <= 713.24
7.53x + 2.35y + -1.64z <= 900.65
8.28x + -8.98y + 4.55z <= 641.61
6.02x + 6.12y + -9.65z <= 679.47
-8.12x + -4.68y + -2.31z <= 235.98
-9.77x + -1.91y + 1.53z <= 104.1
-0.01x + -7.19y + 9.97z <= 589.44
-2.97x + -0.79y + 5.67z <= 490.31
-2.06x + 4.65y + -6.41z <= 994.78
-7.9x + 6.29y + 7.03z <= 278.25
4.87x + -0.29y + -2.39z <= 602.06
5.64x + -1.47y + 9.47z <= 235.26
5.61x + 0.83y + -6.96z <= 378.75
-0.97x + -3.75y + -6.98z <= 370.51
-2.92x + -7.0y + 4.68z <= 164.49
3.69x + 9.63y + 8.76z <= 689.33
0.63x + 5.68y + -3.57z <= 207.19
7.81x + 4.03y + 6.93z <= 149.11
6.01x + -3.93y + 8.04z <= 928.57
2.02x + 3.91y + -3.19z <= 532.14
-9.71x + -7.64y + -3.34z <= 542.96
0.84x + 1.12y + 0.25z <= 615.11
4.38x + 6.18y + 6.98z <= 743.95
2.47x + 2.63y + -9.71z <= 119.56
2.46x + -5.55y + 0.04z <= 247.38
5.04x + 1.24y + -3.91z <= 395.01
1.17x + -4.98y + 4.95z <= 392.21
-4.81x + -2.92y + 8.6z <= 271.33
-0.99x + -9.82y + -9.15z <= 951.09
2.66x + -8.36y + -4.14z <= 610.3
-5.42x + 0.76y + -5.02z <= 562.6
2.93x + 8.44y + 7.53z <= 103.5
4.45x + -7.14y + -5.05z <= 144.96
7.34x + -9.91y + 5.35z <= 706.7
8.57x + 2.36y + 7.94z <= 846.56
9.28x + 9.48y + 7.64z <= 256.5
-6.84x + 0.71y + 6.33z <= 368.65
-4.6x + 2.51y + 4.73z <= 841.08
0.05x + -4.94y + 8.33z <= 543.74
-1.98x + -7.33y + -6.75z <= 398.19
-4.45x + 5.26y + 9.69z <= 705.76
7.45x + -5.58y + 3.83z <= 248.6
2.57x + -3.61y + 0.75z <= 266.42
8.81x + 1.15y + -4.21z <= 716.11
-1.08x + -2.07y + 9.61z <= 648.85
6.31x + -4.06y + -2.56z <= 803.72
-9.31x + 7.88y + -3.42z <= 918.85
8.66x + 0.3y + -1.42z <= 786.58
-6.35x + -6.78y + -4.51z <= 113.89
-3.52x + 7.0y + -8.94z <= 541.67
-2.44x + 0.78y + 8.17z <= 192.01
-2.22x + 2.69y + 5.76z <= 853.1
1.77x + 2.07y + 7.8z <= 484.79
7.85x + 6.25y + -7.03z <= 943.78
6.17x + -3.3y + 6.88z <= 381.71
6.84x + 0.26y + -3.86z <= 281.46
-2.46x + 3.94y + -4.38z <= 429.27
-7.45x + 6.12y + -3.22z <= 432.17
-9.83x + -9.35y + -2.0z <= 991.77
2.88x + -1.78y + -2.6z <= 693.13
-1.47x + 1.61y + -5.97z <= 163.22
4.74x + 3.53y + 3.41z <= 115.83
3.41x + -9.84y + -7.0z <= 358.19
-9.77x + 2.9y + -2.64z <= 273.08
-8.93x + 1.6y + -6.98z <= 693.88
6.29x + -9.09y + -4.1z <= 554.72
9.94x + -6.3y + -0.46z <= 185.06
-2.27x + -1.5y + -6.1z <= 910.33
1.44x + -8.92y + 6.08z <= 775.25
-8.92x + -9.19y + -5.15z <= 543.29
-7.95x + 1.78y + -1.98z <= 197.22
-5.15x + 0.17y + 5.56z <= 510.93
-4.82x + 5.75y + 7.73z <= 251.46
-4.19x + -3.68y + -4.91z <= 547.76
9.02x + -2.52y + 2.59z <= 310.45
5.23x + -3.35y + -0.3z <= 605.29
-4.07x + -0.35y + 7.57z <= 916.72
-7.65x + -8.08y + -1.5z <= 705.18
8.23x + -5.35y + -7.05z <= 854.01
5.36x + -0.77y + -6.54z <= 915.34
3.61x + -5.41y + -4.78z <= 172.73
2.34x + 9.48y + 1.79z <= 807.28
7.63x + -4.56y + -6.86z <= 990.66
3.5x + 1.31y + -5.28z <= 763.87
4.97x + 1.94y + 5.62z <= 687.41
-8.19x + -7.27y + 8.84z <= 837.41
-4.05x + -7.22y + -4.77z <= 176.33
7.84x + 4.02y + 0.89z <= 517.62
-6.28x + 8.78y + -9.99z <= 534.74
5.54x + 5.93y + 8.89z <= 710.86
-4.18x + -8.19y + 5.6z <= 510.64
7.71x + 0.43y + -0.19z <= 259.05
-6.66x + 2.07y + -2.16z <= 312.71
-6.58x + -1.07y + -4.82z <= 438.4
2.94x + 4.49y + -7.53z <= 921.52
3.17x + 7.82y + 1.93z <= 272.21
2.62x + 8.21y + -1.18z <= 542.08
-3.12x + -8.27y + -1.56z <= 669.85
2.62x + 9.23y + 9.06z <= 817.29
-1.52x + -4.03y + -6.64z <= 284.39
9.07x + 8.07y + -8.94z <= 509.99
-6.75x + 7.3y + -0.08z <= 917.4
