max -9.19x + -8.95y + 2.64z
7.26x + 5.25y + 7.53z <= 883.41
-7.89x + -6.77y + -3.06z <= 761.17
-7.24x + -5.91y + 6.84z <= 212.21
-7.71x + -5.41y + 7.23z <= 195.32
2.19x + -5.2y + 3.12z <= 940.43
-2.84x + 2.03y + 5.69z <= 370.67
6.13x + 2.61y + 7.19z <= 616.41
-1.41x + -6.94y + -6.55z <= 263.15
5.78x + -1.26y + 0.09z <= 778.03
5.56x + 3.35y + 5.07z <= 942.05
-2.77x + 7.15y + 1.01z <= 908.87
-2.5x + 3.6y + -1.65z <= 393.35
-8.11x + 2.78y + 7.96z <= 170.68
-3.96x + -0.29y + -7.36z <= 481.13
-7.67x + 4.33y + -9.9z <= 251.53
-8.15x + 6.16y + 5.63z <= 198.91
9.84x + 9.79y + 3.95z <= 551.99
-2.0x + -7.92y + 0.64z <= 110.28
0.97x + 4.43y + 2.41z <= 251.46
-5.82x + 9.82y + -8.31z <= 627.5
1.13x + -7.14y + 5.55z <= 152.45
1.13x + -8.22y + 9.03z <= 452.85
-5.78x + 7.17y + -9.39z <= 392.08
3.56x + -9.52y + 1.51z <= 430.03
3.66x + -2.7y + 0.11z <= 150.8
-7.45x + 4.0y + 1.91z <= 624.76
9.34x + 4.5y + -3.3z <= 383.36
-7.82x + 5.3y + -6.66z <= 926.48
-5.92x + -6.3y + -9.1z <= 436.13
3.01x + 3.59y + -1.07z <= 821.33
6.71x + 3.92y + 9.11z <= 491.19
-9.02x + -1.3y + -6.25z <= 703.32
0.73x + -8.45y + 5.04z <= 393.55
-8.15x + 1.33y + 1.09z <= 745.47
-7.46x + -4.68y + -7.67z <= 105.96
7.89x + -5.11y + -8.63z <= 293.24
-7.35x + 5.94y + -6.39z <= 347.19
1.28x + -0.59y + -5.41z <= 908.97
0.04x + -2.34y + 0.58z <= 286.79
-6.24x + -8.46y + -0.1z <= 838.45
5.5x + -0.54y + 3.88z <= 401.56
-3.89x + 0.36y + -5.71z <= 526.31
-7.78x + 2.93y + 4.62z <= 288.67
0.27x + -8.77y + -8.53z <= 267.97
3.64x + 9.79y + -5.45z <= 604.99
4.24x + -8.03y + -9.73z <= 484.64
-2.22x + 2.8y + 0.09z <= 589.66
1.39x + 2.6y + 0.45z <= 461.15
-4.07x + -6.16y + -8.42z <= 586.31
-2.69x + -9.52y + 5.98z <= 357.26
-8.2x + -2.04y + -7.86z <= 531.86
-3.49x + 4.95y + 1.73z <= 850.44
-6.45x + 9.2y + -7.31z <= 262.07
2.06x + 3.5y + 0.24z <= 211.89
2.56x + 2.31y + -9.8z <= 135.7
-6.65x + -9.53y + -1.25z <= 512.11
-9.96x + -8.36y + 5.31z <= 796.93
8.87x + -3.85y + 0.19z <= 677.16
-8.88x + 3.49y + 6.01z <= 418.8
-4.46x + -7.55y + -1.85z <= 496.34
7.06x + -5.91y + 7.37z <= 965.71
7.91x + -0.17y + 9.46z <= 781.14
2.88x + -6.23y + 4.34z <= 239.09
-7.59x + -7.54y + -6.09z <= 528.67
8.75x + -2.84y + 5.92z <= 569.3
5.76x + -6.78y + 7.7z <= 135.37
-4.27x + -1.02y + 7.87z <= 197.0
0.93x + 4.16y + -2.11z <= 437.78
5.97x + -4.72y + 0.64z <= 293.84
-8.82x + -4.18y + 3.21z <= 937.69
1.83x + 7.21y + 6.97z <= 856.98
0.4x + -2.59y + -4.14z <= 287.79
1.15x + -8.59y + -5.86z <= 830.27
-9.34x + -5.98y + 8.12z <= 584.67
6.58x + -1.34y + 6.94z <= 589.59
-9.52x + -7.79y + -7.02z <= 770.83
-4.47x + 6.18y + -8.11z <= 305.21
-5.31x + -2.04y + 8.74z <= 775.9
4.39x + 3.4y + -0.82z <= 912.36
-7.26x + -2.2y + -0.66z <= 510.85
-4.73x + 9.44y + 2.19z <= 583.85
4.05x + -0.81y + 4.13z <= 271.21
-7.85x + 0.91y + -2.84z <= 983.95
7.16x + -9.64y + 7.84z <= 536.97
8.36x + -4.87y + -9.07z <= 298.13
2.17x + 6.93y + 2.55z <= 166.42
-8.01x + -0.19y + 6.67z <= 470.68
1.37x + -5.98y + -9.25z <= 197.9
6.3x + 6.27y + -6.09z <= 963.78
7.26x + -3.26y + 9.51z <= 709.67
-4.76x + -9.03y + 1.57z <= 378.75
6.69x + -0.29y + -3.33z <= 954.53
4.82x + 1.64y + 5.74z <= 243.86
-7.27x + -1.83y + -2.63z <= 662.73
7.47x + 0.28y + 9.42z <= 968.62
-3.66x + 2.92y + -2.53z <= 128.25
6.38x + 5.71y + 8.66z <= 943.12
-2.4x + -8.68y + 3.19z <= 843.45
6.03x + 4.87y + -6.46z <= 877.2
5.42x + -5.77y + 3.06z <= 186.14
2.67x + -3.58y + -7.85z <= 280.21
-0.98x + 2.65y + -8.07z <= 707.11
-5.41x + -7.12y + -2.89z <= 323.44
-9.86x + -1.68y + 3.31z <= 432.69
8.55x + 1.5y + 1.69z <= 576.9
-6.11x + 7.63y + -7.0z <= 694.12
1.49x + 7.29y + -9.52z <= 929.48
-9.77x + -6.74y + -4.39z <= 160.04
-2.37x + 4.58y + -8.23z <= 329.15
-2.48x + 0.16y + -2.24z <= 803.77
9.34x + 3.11y + -8.52z <= 509.39
-5.09x + -6.68y + 0.33z <= 772.95
6.76x + -8.54y + 2.02z <= 157.37
7.54x + 7.97y + 8.55z <= 910.21
7.97x + 8.3y + -3.32z <= 572.28
8.87x + 5.74y + 7.94z <= 120.97
-6.74x + 5.84y + -2.03z <= 746.89
-5.82x + -4.87y + -8.68z <= 457.55
-4.24x + -0.17y + -2.32z <= 506.83
-1.8x + -3.88y + -2.03z <= 653.64
-0.16x + -2.4y + -3.84z <= 742.79
-0.54x + 8.56y + 0.21z <= 544.64
3.92x + 1.73y + -1.91z <= 971.71
9.31x + 2.43y + -4.36z <= 858.67
-0.25x + 1.49y + -3.19z <= 809.56
-2.32x + -4.37y + -1.78z <= 582.43
-1.98x + -7.8y + 5.61z <= 484.86
-1.0x + 7.18y + 6.5z <= 743.53
-1.31x + 9.45y + 9.38z <= 325.5
-10.0x + -9.19y + -1.57z <= 514.97
9.6x + -2.37y + 8.01z <= 549.18
6.51x + 0.17y + -8.6z <= 692.82
-7.43x + 3.46y + 4.85z <= 671.7
-1.25x + 1.51y + -9.9z <= 340.36
1.51x + 9.01y + -9.44z <= 420.61
-9.83x + -5.31y + 8.87z <= 805.44
4.23x + -7.16y + 1.68z <= 284.73
-6.73x + 1.42y + -8.11z <= 157.29
8.07x + -7.74y + -4.61z <= 273.49
8.99x + -7.68y + -5.63z <= 360.06
3.47x + -4.6y + -2.56z <= 507.85
7.17x + -1.48y + 8.08z <= 849.09
-5.89x + -3.96y + 0.7z <= 932.81
6.04x + 8.12y + -4.42z <= 943.85
6.7x + -4.4y + 6.4z <= 354.77
-2.24x + 1.39y + -7.82z <= 556.77
-1.11x + -8.13y + 0.06z <= 411.23
-9.76x + 1.99y + 6.99z <= 566.0
-0.85x + 1.2y + 0.4z <= 762.28
-6.26x + 3.26y + -9.93z <= 129.55
-8.87x + 0.22y + -7.54z <= 963.63
-8.99x + -0.72y + 9.33z <= 196.27
1.94x + -8.91y + -2.4z <= 501.9
9.29x + -1.02y + 8.59z <= 441.56
-5.85x + 8.41y + 2.73z <= 706.73
9.47x + 5.48y + 6.4z <= 250.19
7.26x + 4.01y + 1.04z <= 153.63
-6.92x + -5.35y + 2.71z <= 923.07
6.19x + 6.05y + -2.84z <= 452.46
-1.6x + 3.14y + -7.8z <= 732.77
-5.94x + 3.71y + -1.71z <= 448.01
1.84x + 8.06y + 9.83z <= 367.86
-3.1x + 5.48y + -4.58z <= 990.49
-0.28x + 7.95y + 6.46z <= 975.83
-2.01x + 1.0y + 0.14z <= 983.96
-4.26x + -8.14y + -5.97z <= 365.93
5.92x + -2.0y + 2.52z <= 223.89
-0.63x + -0.37y + 3.96z <= 741.11
1.2x + 4.08y + 7.21z <= 859.34
-2.62x + -9.23y + 0.41z <= 218.88
8.0x + -8.27y + 6.95z <= 889.11
5.08x + 9.89y + 4.04z <= 387.75
4.11x + 6.66y + 4.71z <= 537.48
1.57x + -0.47y + -9.83z <= 171.44
3.94x + -9.11y + 4.32z <= 152.64
7.61x + -6.62y + -5.24z <= 553.98
-4.59x + -5.28y + -0.56z <= 913.38
0.12x + -6.94y + 0.25z <= 896.32
0.64x + 2.88y + 6.02z <= 318.59
-7.38x + -1.27y + 7.55z <= 345.51
9.12x + 9.97y + -3.21z <= 804.38
4.68x + -6.51y + 2.54z <= 279.43
-4.56x + 5.85y + -0.35z <= 249.75
-8.97x + -3.05y + -3.43z <= 772.23
8.91x + 6.5y + 2.69z <= 535.38
-7.62x + -6.19y + -3.99z <= 301.19
-3.01x + -0.6y + -1.89z <= 188.7
5.76x + 5.48y + 1.06z <= 933.12
1.4x + -8.44y + 8.95z <= 824.41
-3.79x + 1.88y + 4.1z <= 741.67
-8.73x + 0.57y + 8.8z <= 729.22
-4.06x + 7.26y + -6.84z <= 411.62
-6.69x + -4.13y + 0.22z <= 800.94
3.21x + 0.84y + 5.46z <= 653.11
8.6x + -9.35y + -3.16z <= 652.27
3.22x + 3.99y + -2.18z <= 619.58
8.51x + -9.06y + 0.1z <= 545.11
-1.33x + -3.71y + -5.86z <= 642.24
-4.36x + 2.09y + -4.99z <= 365.01
4.55x + 7.93y + 4.78z <= 791.07
-2.7x + 3.32y + -7.89z <= 870.56
-9.99x + 0.51y + 8.15z <= 980.66
6.21x + -3.59y + 6.81z <= 429.62
-4.31x + -3.97y + -9.22z <= 224.76
0.76x + 1.34y + 4.07z <= 701.58
9.83x + 8.82y + 7.21z <= 698.4
8.99x + -3.41y + 6.93z <= 449.46
2.78x + -5.36y + -9.92z <= 413.93
-1.81x + -2.45y + -7.86z <= 679.1
-4.38x + -1.17y + 0.36z <= 655.9
9.39x + 0.49y + -6.24z <= 199.12
4.28x + 8.79y + 7.13z <= 652.68
-8.41x + -0.77y + 5.01z <= 845.84
1.43x + -0.82y + 6.94z <= 200.27
-5.66x + 4.65y + 1.0z <= 687.54
7.97x + -6.16y + -1.34z <= 355.26
7.75x + 8.43y + -9.63z <= 547.37
-4.48x + -1.49y + -6.66z <= 853.82
-1.34x + -2.65y + -9.13z <= 265.02
6.21x + -4.47y + -9.06z <= 173.62
1.97x + 3.56y + 4.16z <= 761.69
-3.36x + -7.99y + -7.54z <= 713.42
2.55x + -4.42y + 1.87z <= 891.5
-6.14x + -6.82y + -6.74z <= 110.24
-4.1x + 5.97y + -7.81z <= 945.42
-1.83x + -9.92y + -1.95z <= 365.64
8.83x + -8.28y + -3.0z <= 525.71
-7.28x + 4.43y + 4.75z <= 220.76
2.51x + 6.89y + -1.48z <= 746.52
-2.39x + 9.57y + 4.7z <= 372.78
1.14x + -9.32y + -3.13z <= 122.69
4.14x + 0.99y + 8.41z <= 802.3
-6.98x + -8.55y + -8.11z <= 330.36
5.43x + -4.6y + 9.18z <= 366.36
1.85x + -9.95y + 1.42z <= 763.71
2.86x + -5.7y + -4.53z <= 887.06
8.37x + -6.58y + 6.85z <= 993.56
2.42x + 5.31y + -4.22z <= 987.03
9.47x + -0.24y + 7.75z <= 141.53
3.66x + 6.63y + 9.85z <= 787.73
-7.33x + -8.61y + -4.38z <= 755.44
-1.77x + -8.52y + 8.12z <= 401.73
3.07x + 3.13y + 9.93z <= 469.78
2.1x + -2.13y + -4.24z <= 103.98
-9.22x + -6.56y + 3.1z <= 125.19
-0.93x + -0.34y + -5.63z <= 588.81
-5.98x + 6.58y + -3.29z <= 875.81
6.91x + 4.37y + 2.54z <= 859.29
1.25x + 2.09y + -8.85z <= 630.02
-0.44x + 8.31y + 2.84z <= 886.58
2.81x + -3.86y + -4.59z <= 118.48
6.69x + -8.3y + 5.57z <= 402.44
4.86x + 7.53y + 0.91z <= 736.45
-5.28x + 4.64y + 5.64z <= 502.6
3.49x + -3.88y + -8.94z <= 680.4
1.57x + 4.22y + -2.72z <= 294.3
5.14x + 5.32y + -8.86z <= 602.03
1.66x + -5.79y + 5.68z <= 920.8
-7.3x + -2.02y + -4.3z <= 915.37
-0.67x + -8.05y + -2.12z <= 952.48
4.82x + 9.7y + 2.76z <= 226.4
-4.03x + -9.91y + -9.96z <= 608.95
5.95x + 1.98y + -1.75z <= 888.59
0.87x + -6.77y + -0.4z <= 985.93
-3.0x + 1.17y + 3.68z <= 556.52
-3.34x + 4.24y + 0.4z <= 746.7
1.1x + -2.84y + 5.33z <= 794.85
7.12x + 4.26y + 4.03z <= 169.35
-6.94x + -4.76y + -2.37z <= 105.03
-5.77x + 8.62y + -3.77z <= 809.64
-6.46x + 0.85y + 4.8z <= 209.16
2.72x + -3.99y + 0.33z <= 479.93
-2.94x + 5.83y + 8.25z <= 175.45
-9.17x + -0.35y + -0.06z <= 176.01
4.49x + 2.12y + -3.94z <= 179.09
8.47x + -5.21y + 1.72z <= 486.63
-5.71x + -4.74y + 9.27z <= 547.08
-4.13x + -6.08y + -4.68z <= 803.64
-7.04x + 8.75y + 6.6z <= 781.72
-1.15x + -5.25y + -6.94z <= 207.85
4.88x + 8.44y + 8.53z <= 624.18
-3.9x + -9.85y + -9.35z <= 566.64
2.52x + -0.94y + -5.91z <= 477.39
-9.03x + 6.02y + -9.99z <= 343.88
4.24x + 5.26y + -5.96z <= 689.93
-2.66x + -0.22y + -0.18z <= 856.88
4.62x + -1.7y + 9.72z <= 620.71
-8.22x + -7.14y + -2.74z <= 999.67
7.2x + 2.82y + 9.4z <= 208.22
8.94x + -6.15y + -9.07z <= 588.62
-9.75x + 2.25y + -5.45z <= 620.1
4.17x + -7.85y + -0.75z <= 681.94
-0.32x + 0.95y + -1.03z <= 874.0
2.67x + -6.98y + 1.52z <= 642.76
-4.31x + -0.25y + 1.74z <= 481.12
-6.07x + -6.24y + 2.28z <= 930.05
-8.44x + -5.98y + 7.81z <= 240.6
-1.49x + -6.99y + 4.74z <= 909.8
2.61x + -5.48y + -9.44z <= 558.5
7.86x + -7.53y + 1.23z <= 245.85
-3.84x + 1.9y + 7.5z <= 269.32
7.18x + -3.86y + 2.4z <= 410.02
1.15x + -0.29y + -6.23z <= 104.64
7.58x + -7.1y + -4.5z <= 785.2
-8.15x + 6.42y + 6.85z <= 643.31
4.79x + -1.76y + -8.75z <= 673.27
-9.06x + -8.96y + -2.89z <= 530.98
-0.72x + -9.53y + -0.44z <= 138.76
-8.78x + 8.6y + 2.42z <= 558.77
-8.4x + -3.97y + 0.98z <= 941.33
2.5x + 7.7y + -3.39z <= 851.02
4.3x + 1.57y + 4.35z <= 504.73
-8.84x + -9.88y + 8.96z <= 317.37
-1.28x + -7.14y + 7.37z <= 174.59
9.9x + 3.86y + -6.03z <= 527.41
-3.63x + 5.98y + -1.04z <= 691.2
-0.85x + -4.58y + 5.66z <= 152.57
-3.01x + -7.18y + 1.98z <= 209.97
-0.51x + 1.68y + -0.6z <= 517.99
-5.44x + 0.93y + 4.66z <= 277.21
8.53x + -2.08y + -7.11z <= 983.5
-8.14x + -8.94y + -5.39z <= 805.28
6.77x + -8.86y + -7.19z <= 493.86
-6.86x + -9.22y + -9.89z <= 662.99
3.73x + -6.56y + 9.32z <= 365.72
-7.81x + 1.91y + -6.71z <= 973.44
-6.77x + -8.89y + 2.92z <= 901.59
-5.86x + -0.86y + 2.7z <= 351.55
6.45x + -5.78y + 2.03z <= 176.45
5.37x + -1.47y + 3.08z <= 167.74
-7.79x + -1.76y + -6.76z <= 297.34
6.2x + -1.58y + 8.0z <= 118.45
3.61x + -2.97y + -5.95z <= 167.82
-8.05x + -1.41y + 1.76z <= 856.46
7.72x + -6.26y + 4.34z <= 815.58
6.63x + 1.63y + 3.24z <= 474.63
9.02x + -3.8y + 3.62z <= 115.13
-7.75x + 0.69y + -0.21z <= 501.88
-7.52x + -2.58y + 5.86z <= 229.75
7.74x + -7.32y + 2.9z <= 484.56
-4.76x + 3.01y + -6.14z <= 990.99
2.7x + -5.15y + 7.63z <= 860.64
3.39x + -6.88y + 9.6z <= 909.35
-4.32x + -4.97y + 3.18z <= 838.58
-2.71x + -7.11y + 0.02z <= 449.9
2.63x + 3.78y + -6.81z <= 106.87
-2.39x + -6.79y + 2.19z <= 622.25
1.31x + 9.4y + -0.38z <= 527.67
2.77x + -0.91y + -1.5z <= 352.51
8.98x + -4.62y + 1.7z <= 297.66
-8.63x + -3.88y + 4.87z <= 522.56
-1.61x + 2.9y + 7.55z <= 859.56
2.8x + 2.26y + -9.5z <= 964.95
7.02x + 6.57y + 9.09z <= 248.32
-5.29x + -5.48y + 6.13z <= 315.59
4.17x + -4.06y + -1.94z <= 338.16
-1.52x + -8.53y + 6.43z <= 222.39
3.21x + 6.33y + 0.87z <= 447.59
-3.2x + 0.6y + 8.1z <= 636.37
-8.33x + 7.94y + -8.93z <= 160.72
-7.42x + -2.94y + -3.37z <= 934.8
-3.56x + -4.58y + 7.38z <= 564.46
-10.0x + 9.72y + 9.14z <= 725.94
1.76x + -8.06y + 4.34z <= 339.14
4.26x + 9.18y + 4.03z <= 641.98
7.31x + 6.05y + -6.4z <= 100.48
-4.06x + 4.26y + -2.37z <= 390.36
5.8x + 4.6y + 6.03z <= 166.08
8.26x + 2.7y + -8.53z <= 499.24
1.94x + 6.29y + 3.92z <= 929.5
9.61x + -9.01y + 6.4z <= 379.25
6.97x + 4.45y + 8.54z <= 748.67
-8.51x + -1.03y + -4.32z <= 570.72
0.98x + -9.02y + -3.93z <= 637.7
-2.77x + 1.0y + -9.11z <= 918.92
6.71x + 4.94y + 3.37z <= 645.34
-6.29x + -7.55y + -3.31z <= 543.24
-7.95x + 2.61y + -2.61z <= 450.67
-4.27x + 7.86y + -4.98z <= 131.78
-8.13x + 6.77y + 7.6z <= 547.78
9.97x + -7.41y + 8.64z <= 600.01
9.72x + -0.98y + -6.6z <= 930.42
-2.88x + 6.79y + -8.5z <= 716.52
1.99x + -6.61y + 1.71z <= 734.76
4.96x + -4.37y + -7.46z <= 724.65
9.97x + -3.75y + -6.4z <= 126.29
2.66x + 9.15y + -6.57z <= 935.85
-6.22x + 7.65y + 6.28z <= 567.33
-3.51x + 8.57y + -3.98z <= 179.83
2.0x + 7.13y + -3.33z <= 266.64
-7.36x + -2.59y + 9.26z <= 816.55
-2.35x + 9.6y + -2.2z <= 618.19
-2.83x + 6.86y + -2.55z <= 927.02
-2.67x + -7.7y + -5.77z <= 934.77
7.23x + -4.72y + 1.51z <= 678.84
-5.52x + 6.38y + 2.99z <= 781.83
-3.68x + 6.18y + 2.32z <= 255.06
-6.26x + 5.79y + -9.6z <= 792.97
-3.96x + -7.88y + -3.0z <= 771.51
5.67x + -9.03y + -6.88z <= 338.42
4.02x + 7.99y + 6.83z <= 747.7
-3.14x + -1.22y + 8.39z <= 403.07
6.52x + 7.5y + 1.04z <= 427.99
5.15x + 8.11y + -5.15z <= 870.48
-2.18x + -3.05y + -2.74z <= 157.41
-0.67x + -7.54y + 7.05z <= 355.54
-6.68x + 0.12y + -5.82z <= 127.21
-3.94x + 8.55y + -1.86z <= 745.78
8.7x + -1.79y + 0.48z <= 349.87
-5.63x + -6.78y + -7.98z <= 584.65
-7.36x + -2.43y + 9.21z <= 549.97
-3.24x + 4.4y + 5.54z <= 979.37
-6.24x + 7.99y + -7.25z <= 318.4
-0.44x + 0.69y + -3.09z <= 754.95
-9.97x + 7.79y + -8.06z <= 725.1
-4.77x + -1.81y + 7.57z <= 251.73
0.7x + -0.71y + 5.78z <= 799.23
8.17x + -0.29y + 4.63z <= 745.04
-2.8x + 8.59y + 1.59z <= 696.16
3.07x + -8.47y + -0.46z <= 342.63
-6.3x + 7.9y + 5.24z <= 424.86
2.59x + -6.04y + -7.3z <= 996.9
-8.46x + 6.6y + -9.04z <= 512.27
-9.05x + -5.45y + 7.46z <= 993.47
2.47x + -5.14y + -5.12z <= 149.17
0.39x + 8.92y + -1.71z <= 872.68
7.21x + 1.14y + -4.4z <= 505.43
-0.68x + -7.72y + 5.99z <= 994.89
2.76x + 1.11y + -5.16z <= 331.31
7.93x + -8.13y + 5.45z <= 351.87
0.88x + -1.65y + -4.81z <= 699.02
5.54x + 7.14y + -6.1z <= 999.98
-0.89x + 2.71y + 9.65z <= 243.15
9.8x + -1.0y + -9.24z <= 387.36
8.78x + 9.33y + -8.03z <= 231.31
-0.5x + -9.96y + -5.98z <= 943.82
9.66x + 2.36y + 7.93z <= 147.84
7.66x + 5.63y + -3.09z <= 930.43
1.12x + 8.56y + 6.88z <= 168.61
8.92x + -0.95y + -5.28z <= 453.63
-4.02x + 6.84y + 1.43z <= 448.66
6.23x + 0.46y + -5.76z <= 706.44
7.52x + 9.74y + 0.28z <= 800.37
-2.18x + -9.67y + 4.01z <= 818.95
-6.49x + 6.25y + -4.7z <= 683.49
-2.84x + 0.09y + 4.97z <= 779.33
8.52x + -0.81y + -1.39z <= 698.23
3.16x + 3.97y + 5.85z <= 287.45
-0.54x + -2.25y + -1.8z <= 404.75
-1.01x + -5.11y + 6.52z <= 259.07
-6.79x + -4.85y + -0.85z <= 419.12
-6.42x + 4.95y + -0.35z <= 130.23
-3.71x + 9.81y + 5.18z <= 461.57
-2.03x + -7.59y + -9.75z <= 820.72
-0.23x + 7.62y + -3.07z <= 279.12
-9.68x + -7.11y + 1.93z <= 328.36
-4.31x + -5.45y + 0.25z <= 520.2
3.86x + 3.09y + -8.96z <= 936.68
7.59x + -8.22y + 6.66z <= 300.96
-7.72x + -9.83y + -1.37z <= 398.11
0.62x + -9.65y + 9.37z <= 171.95
-1.51x + 5.79y + -4.2z <= 385.39
-3.47x + 1.83y + 9.42z <= 871.56
0.28x + -3.84y + 8.48z <= 451.03
9.67x + 5.1y + -8.76z <= 681.99
5.78x + 3.42y + -6.63z <= 384.59
4.53x + 6.75y + -2.84z <= 180.43
-1.05x + -7.69y + 5.02z <= 557.55
0.68x + 9.39y + 0.25z <= 153.02
-3.46x + -8.54y + 8.53z <= 262.59
-7.38x + 1.0y + -6.99z <= 140.87
3.0x + 6.24y + -7.86z <= 285.26
-7.26x + 2.23y + 9.49z <= 160.7
3.84x + -1.09y + -0.71z <= 514.36
6.67x + -0.03y + 5.12z <= 838.59
9.8x + -3.67y + 2.22z <= 847.71
5.04x + -2.96y + 5.99z <= 834.15
-8.47x + 1.71y + -7.71z <= 193.64
6.94x + -1.61y + 8.78z <= 547.19
-7.14x + 3.63y + 0.03z <= 565.52
-2.98x + -3.7y + 6.48z <= 535.58
5.0x + 5.53y + 2.81z <= 175.28
4.36x + 9.55y + -8.84z <= 632.41
9.05x + 1.12y + 9.96z <= 987.63
-4.18x + -0.86y + -4.59z <= 805.74
-4.99x + 0.21y + -6.32z <= 490.05
5.35x + -3.81y + -2.9z <= 771.51
-1.39x + -3.12y + -9.2z <= 261.74
-0.62x + -8.79y + -4.88z <= 894.83
-5.86x + -1.35y + -9.62z <= 872.07
9.3x + 6.91y + 8.7z <= 953.03
4.16x + 4.12y + 9.19z <= 993.1
-5.84x + -8.61y + 7.81z <= 468.49
-2.38x + 8.34y + -1.31z <= 963.76
1.26x + 7.33y + -2.61z <= 232.48
-3.66x + 1.22y + -1.44z <= 424.9
3.96x + -3.0y + 5.09z <= 240.15
-1.77x + -6.57y + 6.48z <= 852.47
3.53x + -6.17y + 3.1z <= 647.33
-7.51x + -8.77y + 7.98z <= 529.58
-3.05x + -9.46y + 1.49z <= 349.7
-0.73x + 3.19y + 9.16z <= 761.46
-4.82x + 3.91y + 3.0z <= 951.34
7.88x + -1.0y + 4.13z <= 568.42
8.18x + 7.54y + -6.78z <= 194.53
1.11x + 6.87y + -3.03z <= 554.18
-9.69x + -9.49y + 8.15z <= 534.83
-9.55x + 6.38y + 3.54z <= 834.55
-2.46x + -9.27y + 7.93z <= 807.9
9.99x + -8.66y + -0.63z <= 908.59
-3.53x + 2.7y + -9.43z <= 311.56
6.01x + -2.06y + 0.62z <= 105.09
9.43x + 7.77y + -4.46z <= 594.86
4.42x + -9.68y + -6.78z <= 790.23
-2.71x + 5.55y + 4.42z <= 655.95
-6.87x + -1.96y + 2.69z <= 707.62
-7.56x + -7.36y + 3.85z <= 641.75
-9.49x + -8.73y + 2.51z <= 613.32
1.62x + 1.33y + 7.23z <= 682.7
2.59x + -9.07y + 7.49z <= 355.62
9.38x + 6.19y + -6.39z <= 730.65
-3.33x + -1.74y + -9.61z <= 955.86
8.74x + -9.23y + -8.6z <= 803.89
0.68x + 8.2y + 6.2z <= 963.73
6.23x + -8.76y + 9.94z <= 533.03
-8.3x + -9.66y + 0.45z <= 667.86
-8.25x + 2.28y + 5.48z <= 151.05
2.27x + 4.64y + 0.38z <= 296.94
4.96x + -4.61y + -5.99z <= 472.52
0.62x + 7.51y + 5.81z <= 888.54
-6.69x + -9.35y + -9.09z <= 859.82
-4.31x + -1.86y + -4.35z <= 856.43
-8.24x + 7.32y + -1.61z <= 305.51
-7.91x + -7.3y + 2.93z <= 697.22
-8.79x + 2.42y + -1.92z <= 770.08
-4.0x + 8.31y + 1.85z <= 646.55
-4.76x + 9.97y + -2.15z <= 301.04
-5.75x + -9.16y + 3.11z <= 157.23
6.74x + 8.08y + 0.06z <= 615.28
-5.17x + 3.13y + 9.73z <= 495.86
6.98x + -7.48y + -3.81z <= 933.95
-6.97x + 6.23y + -9.31z <= 435.81
6.49x + -2.44y + -0.82z <= 741.42
8.45x + -8.5y + -2.92z <= 336.8
-0.55x + -6.23y + -8.07z <= 284.16
-7.15x + 0.2y + -3.58z <= 621.5
0.16x + -8.05y + -9.63z <= 492.02
8.09x + 4.88y + 9.57z <= 162.57
-8.96x + 2.81y + -8.97z <= 948.17
5.41x + -9.13y + 8.7z <= 516.45
-1.1x + -0.03y + -1.22z <= 122.61
-1.46x + 6.55y + 1.88z <= 377.71
-4.72x + 5.14y + -9.53z <= 754.8
0.21x + -7.49y + 6.51z <= 723.09
-1.15x + 6.84y + 8.37z <= 537.75
6.87x + -7.74y + -5.88z <= 110.88
3.74x + -3.44y + -5.28z <= 364.16
6.48x + 5.95y + 6.23z <= 180.68
5.95x + -9.24y + -4.35z <= 557.59
-5.02x + 7.83y + -9.89z <= 619.7
-0.07x + -4.45y + 2.58z <= 679.76
-8.54x + -6.83y + -5.94z <= 194.21
0.89x + -3.16y + 7.27z <= 132.37
3.58x + 1.33y + 0.57z <= 753.22
-9.16x + 3.37y + 7.78z <= 506.59
5.01x + -4.62y + 3.85z <= 501.4
1.61x + 8.09y + 8.67z <= 994.1
4.82x + -8.87y + -8.33z <= 892.35
-4.61x + 4.37y + -4.52z <= 553.96
9.33x + -0.44y + -7.94z <= 712.25
-5.16x + 8.65y + -7.81z <= 430.11
-2.17x + -8.06y + -9.72z <= 579.26
6.02x + 6.37y + 2.26z <= 489.22
-8.17x + 6.93y + 0.66z <= 166.99
9.72x + 6.0y + 4.28z <= 499.27
-4.7x + 2.42y + -9.83z <= 814.11
-3.78x + 2.49y + 4.64z <= 478.91
-2.47x + -9.88y + -2.24z <= 817.07
-2.22x + 5.89y + 0.37z <= 463.42
-5.33x + -3.52y + 3.12z <= 350.65
-4.73x + -1.22y + 1.73z <= 909.4
-4.18x + 1.74y + -7.11z <= 621.83
6.24x + -4.2y + -6.93z <= 100.91
-3.11x + 0.94y + 9.15z <= 916.63
-3.93x + 9.08y + 0.97z <= 555.15
-6.19x + -7.11y + 3.0z <= 676.4
-6.07x + -9.58y + 8.62z <= 203.44
-9.81x + -7.0y + -0.8z <= 487.18
1.88x + -6.43y + 8.14z <= 405.94
-3.11x + 9.92y + 4.62z <= 573.48
4.19x + 7.54y + 3.94z <= 702.68
0.46x + 0.93y + -2.33z <= 241.76
-9.4x + -9.87y + -0.7z <= 752.82
7.99x + 6.15y + 3.3z <= 678.72
