max 7.17x + -0.93y + -4.52z
-7.04x + 4.91y + -4.02z <= 451.42
0.37x + 2.76y + 5.53z <= 120.95
-1.71x + -0.99y + 1.96z <= 325.75
5.29x + 7.78y + -6.7z <= 411.49
-4.55x + 5.37y + 8.22z <= 557.24
1.38x + 9.69y + 8.99z <= 370.12
-3.4x + -5.68y + -8.01z <= 131.64
-3.11x + 7.14y + 7.72z <= 711.5
4.28x + 6.57y + -2.29z <= 571.9
-6.44x + 3.27y + -0.53z <= 631.3
-8.1x + -8.52y + -9.13z <= 458.7
-5.45x + -4.54y + 5.99z <= 521.6
-0.34x + 4.9y + 4.34z <= 728.27
4.84x + -9.56y + -1.5z <= 989.25
8.6x + 9.3y + -1.1z <= 183.11
-8.47x + 9.84y + 4.2z <= 685.47
9.09x + 0.78y + 0.78z <= 821.18
3.07x + -3.85y + -9.71z <= 461.95
-1.06x + -1.18y + -3.46z <= 580.05
-5.73x + 9.37y + -8.25z <= 435.89
4.37x + -3.65y + 4.35z <= 648.57
6.59x + -6.82y + -5.95z <= 549.87
2.23x + 4.26y + 6.93z <= 589.53
9.25x + 8.67y + -3.49z <= 275.69
-4.55x + 8.21y + 4.34z <= 772.1
-5.0x + -9.32y + -6.2z <= 295.12
-4.99x + -5.35y + 5.57z <= 197.05
5.48x + 6.0y + 7.31z <= 182.52
-5.73x + 9.5y + -6.91z <= 561.42
-6.44x + -3.6y + 2.47z <= 511.13
3.65x + 7.95y + 3.08z <= 756.7
9.26x + 9.76y + 1.2z <= 966.85
9.93x + -2.96y + -0.52z <= 280.13
-7.59x + 7.46y + 5.66z <= 817.48
7.14x + -2.05y + 0.86z <= 981.71
8.0x + 3.09y + -3.04z <= 147.52
-1.87x + 0.66y + 6.22z <= 631.5
-5.59x + -5.77y + 1.34z <= 796.52
-0.01x + -1.14y + 4.16z <= 558.79
-8.44x + -9.03y + 4.35z <= 371.43
5.36x + -4.04y + -0.35z <= 167.41
3.16x + -4.35y + 5.23z <= 278.35
8.26x + -8.4y + 1.5z <= 640.83
5.33x + -2.57y + -2.83z <= 519.93
-5.39x + -0.23y + 3.32z <= 703.16
2.57x + 9.87y + -9.27z <= 750.4
-7.5x + 1.02y + -1.66z <= 672.0
4.83x + 3.01y + -4.89z <= 965.07
-8.69x + 8.97y + -7.62z <= 172.28
1.22x + -7.97y + -2.0z <= 450.33
-5.77x + 0.01y + -0.94z <= 178.83
-5.06x + 2.77y + 3.93z <= 262.22
-0.52x + -3.69y + 3.96z <= 208.42
-2.18x + 3.55y + 8.62z <= 600.39
-7.91x + -6.75y + -7.0z <= 246.77
-3.35x + 7.59y + -9.1z <= 377.28
-9.71x + 2.53y + 2.82z <= 361.47
3.08x + -5.13y + 5.46z <= 914.71
6.19x + 0.18y + -4.98z <= 509.08
-7.38x + -4.97y + -5.68z <= 445.75
-9.98x + 0.47y + -0.86z <= 978.02
-2.62x + -2.8y + 5.99z <= 274.96
0.24x + -8.3y + 0.7z <= 114.82
5.75x + 6.81y + 7.25z <= 591.43
6.0x + -2.89y + -7.63z <= 523.99
0.63x + 0.73y + 8.36z <= 814.39
5.61x + -5.78y + 3.54z <= 426.29
8.47x + 0.4y + 3.44z <= 961.23
6.57x + -5.33y + -9.64z <= 162.23
-4.33x + 2.73y + -9.35z <= 496.03
9.65x + 7.54y + 2.5z <= 615.33
-1.53x + 3.93y + 8.75z <= 914.94
9.42x + -0.71y + -2.68z <= 848.77
6.53x + 3.66y + -2.24z <= 110.13
-8.61x + -2.22y + 5.74z <= 631.04
-3.0x + 2.8y + 1.53z <= 654.23
-3.27x + 6.96y + -7.05z <= 107.54
-5.13x + 0.74y + -3.43z <= 139.2
-0.25x + 8.25y + -0.64z <= 909.65
-3.64x + -6.33y + -6.43z <= 900.86
-9.71x + -6.62y + 1.03z <= 123.72
-9.95x + 1.04y + -0.45z <= 214.48
3.71x + -8.99y + 7.26z <= 233.83
-0.93x + 1.09y + -9.29z <= 545.24
6.26x + -2.85y + -1.64z <= 598.22
4.08x + 1.12y + -9.59z <= 703.91
-2.73x + 9.85y + 4.12z <= 793.62
-8.17x + 5.44y + -8.7z <= 204.69
7.16x + 4.17y + 8.56z <= 631.82
0.17x + 7.76y + -4.29z <= 441.24
0.28x + -1.14y + -8.66z <= 859.83
-2.55x + -4.19y + -1.17z <= 149.67
7.44x + 9.03y + 4.35z <= 450.23
4.84x + 5.82y + 5.78z <= 459.14
4.2x + 5.84y + 3.12z <= 964.52
4.18x + 7.12y + 7.81z <= 434.09
9.33x + 4.26y + 3.0z <= 203.31
-6.51x + 9.75y + 3.49z <= 882.97
8.39x + 4.32y + 9.05z <= 681.16
-4.55x + -3.42y + -9.62z <= 579.34
8.31x + -8.34y + 1.33z <= 376.4
-2.85x + 8.81y + -3.29z <= 684.66
6.85x + -4.85y + 6.83z <= 810.7
6.71x + -9.79y + 7.71z <= 483.41
3.23x + -4.33y + 2.87z <= 933.66
3.32x + 9.21y + -3.21z <= 973.0
-7.13x + -9.92y + 6.85z <= 480.14
2.81x + -8.6y + 2.66z <= 248.38
8.54x + -6.95y + 0.75z <= 373.51
7.71x + 4.87y + -8.89z <= 503.0
-5.33x + -2.66y + 2.24z <= 126.03
-0.48x + -0.56y + 0.36z <= 743.7
3.99x + -5.01y + 9.0z <= 599.84
0.65x + -8.19y + 3.78z <= 818.77
2.99x + 8.63y + -0.78z <= 867.54
9.44x + -9.79y + -2.14z <= 491.55
3.58x + 5.46y + 1.29z <= 208.65
-3.5x + -9.52y + 9.53z <= 287.95
0.13x + -6.84y + 9.73z <= 384.76
8.34x + -3.2y + 5.59z <= 459.11
2.37x + 0.11y + 6.99z <= 239.52
-5.27x + -0.94y + 9.73z <= 567.26
-7.36x + -4.69y + 3.4z <= 728.43
6.47x + 6.48y + -5.07z <= 365.63
7.85x + 2.2y + -9.01z <= 489.02
3.48x + -7.31y + -5.83z <= 659.26
-3.68x + -1.5y + 3.77z <= 368.12
-1.62x + 4.72y + 5.1z <= 357.69
9.79x + 0.53y + -1.99z <= 424.88
-8.96x + -4.72y + 2.27z <= 569.96
1.79x + -4.84y + -0.18z <= 226.61
0.46x + 1.33y + 2.42z <= 400.43
-7.55x + -5.01y + -0.34z <= 686.52
-1.69x + -1.39y + 8.99z <= 355.15
-6.9x + -9.64y + 5.37z <= 602.44
-3.8x + 8.7y + -2.9z <= 504.59
-1.16x + -6.51y + -5.79z <= 659.27
-8.73x + 7.29y + 4.57z <= 481.86
4.31x + -9.43y + -5.28z <= 530.13
-5.36x + 2.78y + -5.71z <= 971.08
3.27x + 8.12y + 4.12z <= 718.94
-5.72x + -1.64y + -8.62z <= 504.89
-2.93x + -3.73y + -6.88z <= 374.99
3.15x + -6.69y + 6.86z <= 725.37
-2.79x + -2.14y + 2.45z <= 534.16
2.33x + 0.87y + 4.41z <= 136.61
0.24x + -6.09y + -1.24z <= 171.29
2.12x + 9.63y + 5.13z <= 582.78
-5.42x + 8.66y + 0.97z <= 521.11
-6.12x + -5.26y + -7.92z <= 866.73
-5.15x + 3.18y + 9.44z <= 467.41
-8.04x + -8.67y + -6.62z <= 578.8
9.2x + 9.25y + -7.69z <= 131.46
8.74x + -2.14y + -1.16z <= 748.1
9.95x + 6.81y + -3.29z <= 886.78
1.08x + 3.69y + 3.3z <= 828.02
4.33x + 4.47y + 6.3z <= 105.39
6.29x + -3.3y + -0.9z <= 285.64
-9.96x + -7.19y + 8.2z <= 946.48
7.06x + -2.18y + 2.34z <= 119.44
5.74x + -0.92y + -0.5z <= 788.95
-2.08x + 4.2y + -5.14z <= 132.86
7.99x + 6.67y + 3.7z <= 163.76
6.93x + 5.29y + -3.06z <= 551.12
-5.39x + -9.4y + 9.43z <= 337.93
-6.13x + -5.67y + 7.73z <= 921.62
-6.93x + -9.64y + -7.64z <= 557.44
-9.81x + 0.2y + 6.17z <= 854.89
9.43x + 4.89y + -2.25z <= 107.42
-4.87x + -4.64y + 8.38z <= 682.16
-2.47x + -4.7y + 1.12z <= 809.25
0.28x + 6.6y + -7.95z <= 873.89
-5.71x + 8.79y + 4.4z <= 258.06
2.91x + -7.72y + 0.14z <= 431.22
4.62x + 1.24y + -6.13z <= 354.81
9.25x + 1.2y + -0.76z <= 482.75
1.89x + -1.41y + 6.39z <= 175.35
-2.81x + -6.7y + 3.93z <= 746.27
1.53x + 8.37y + 5.06z <= 981.21
-1.44x + -2.95y + 5.44z <= 162.01
5.0x + -0.35y + -2.36z <= 394.89
-2.03x + 7.57y + -5.88z <= 399.27
8.63x + -8.98y + -6.0z <= 754.07
-1.78x + -1.68y + -1.77z <= 720.57
-1.33x + 1.15y + -8.71z <= 480.29
8.26x + 4.18y + -6.64z <= 605.28
-7.13x + -6.16y + 1.38z <= 291.82
-3.57x + -6.07y + 0.13z <= 320.85
-6.0x + 6.8y + 3.51z <= 220.93
-5.59x + 1.59y + -7.26z <= 787.62
-6.81x + 6.96y + -3.15z <= 339.86
-5.03x + 5.21y + -7.07z <= 474.48
3.08x + -7.24y + 6.07z <= 107.15
1.73x + -4.1y + 3.74z <= 551.73
-7.67x + -4.3y + 7.34z <= 577.04
-1.93x + -8.97y + 6.18z <= 646.32
-5.32x + 2.61y + 5.54z <= 950.41
-8.48x + -0.16y + 7.65z <= 696.07
-3.7x + 7.58y + -1.94z <= 600.02
9.62x + -8.73y + 7.68z <= 357.9
5.53x + 4.83y + -5.82z <= 337.62
-8.25x + -2.75y + 0.21z <= 500.41
0.81x + 0.57y + 4.66z <= 203.36
-7.1x + -6.68y + 1.08z <= 488.34
-4.92x + -4.51y + 8.64z <= 144.23
6.67x + -8.45y + -4.16z <= 346.04
-2.04x + 4.86y + -4.24z <= 334.84
3.75x + 2.34y + -4.04z <= 569.26
7.97x + 9.33y + -9.03z <= 704.89
6.57x + 4.13y + -8.47z <= 636.91
6.47x + 9.11y + 6.26z <= 232.56
-9.13x + -2.64y + -0.12z <= 812.23
1.05x + 3.38y + 2.03z <= 283.82
8.9x + 8.54y + -4.14z <= 946.69
7.49x + 8.79y + 5.15z <= 895.86
7.74x + 6.32y + 8.89z <= 687.62
1.54x + 1.74y + -4.68z <= 511.3
-0.59x + -9.01y + -4.05z <= 984.9
5.66x + 8.28y + -4.28z <= 985.27
-0.15x + -5.11y + -8.27z <= 224.44
4.03x + -8.71y + 8.65z <= 578.23
8.92x + -5.83y + 0.37z <= 533.53
3.27x + 4.28y + 7.32z <= 852.76
-1.39x + -9.35y + 0.06z <= 704.58
4.87x + 4.1y + -6.52z <= 270.53
5.78x + 2.55y + 9.28z <= 471.39
-1.93x + 3.21y + 8.02z <= 565.65
-9.4x + -0.69y + 2.78z <= 516.56
-0.59x + -5.5y + -3.94z <= 302.32
-6.33x + 1.84y + -6.5z <= 803.3
3.27x + 6.82y + -4.36z <= 315.07
-5.46x + 1.55y + 3.41z <= 891.08
4.35x + -2.84y + 2.46z <= 211.66
6.65x + -6.61y + -0.13z <= 449.88
-3.44x + 5.81y + 9.01z <= 659.14
-6.94x + 3.0y + -8.08z <= 138.0
6.53x + 2.34y + -4.33z <= 276.2
7.84x + 8.72y + -3.34z <= 221.52
5.74x + -5.47y + 5.86z <= 969.02
8.22x + -4.34y + -1.72z <= 600.34
-7.96x + 6.22y + -7.92z <= 605.14
7.28x + -2.33y + -0.85z <= 182.18
-7.31x + 4.46y + -2.13z <= 787.34
9.89x + 4.35y + 7.56z <= 986.0
7.44x + -6.19y + -4.48z <= 341.79
7.38x + 1.05y + -3.21z <= 758.67
8.59x + 6.06y + -8.72z <= 621.26
-5.07x + 2.2y + 4.97z <= 411.21
9.74x + 4.9y + 3.8z <= 428.31
7.33x + -0.26y + -7.86z <= 938.52
4.92x + 3.96y + 5.1z <= 339.65
-4.22x + -8.64y + -1.23z <= 344.25
-4.94x + 8.45y + -6.01z <= 323.32
5.46x + 8.31y + 8.97z <= 346.82
0.26x + 0.31y + -4.51z <= 737.44
-5.15x + 5.35y + 3.62z <= 981.78
2.93x + -9.37y + -0.19z <= 673.11
-7.99x + -8.03y + 8.48z <= 262.36
2.64x + 7.18y + -3.92z <= 183.25
6.84x + 5.45y + -6.75z <= 124.98
-9.48x + -5.9y + 1.81z <= 658.91
5.85x + -4.18y + 3.99z <= 825.2
9.18x + 7.69y + -5.5z <= 769.6
-5.6x + 1.0y + 8.17z <= 221.67
-8.67x + 6.27y + 4.45z <= 926.73
3.54x + -5.78y + -3.38z <= 792.92
6.32x + -4.64y + 6.41z <= 875.85
-8.21x + -7.77y + 0.21z <= 409.6
9.49x + -1.75y + -0.08z <= 539.88
-5.98x + -4.58y + 7.14z <= 368.71
3.62x + 8.07y + 7.39z <= 754.44
7.33x + -5.47y + 8.34z <= 967.07
-2.19x + -7.61y + 4.57z <= 116.65
-6.01x + -9.65y + 4.79z <= 885.98
-8.63x + -8.63y + 0.42z <= 736.03
-7.22x + -2.43y + -4.94z <= 155.57
-5.05x + 8.86y + 0.37z <= 219.36
-9.94x + 8.56y + -5.84z <= 891.26
3.14x + -1.2y + -0.14z <= 315.99
-0.46x + -4.4y + 5.47z <= 464.5
-3.93x + -7.94y + 2.02z <= 840.32
1.5x + 1.84y + -0.33z <= 193.47
-1.33x + -1.83y + 7.83z <= 572.87
-4.86x + 2.3y + -4.21z <= 381.13
-6.18x + 4.67y + 3.2z <= 536.17
-2.29x + 9.25y + -7.85z <= 561.49
7.01x + -6.65y + -7.98z <= 584.86
-3.63x + 2.09y + 7.8z <= 419.6
5.4x + -2.98y + 5.55z <= 696.75
-2.19x + 8.76y + -0.1z <= 608.46
4.47x + -0.76y + -7.83z <= 140.18
-3.61x + -0.27y + 3.92z <= 301.68
-4.1x + -9.64y + 7.77z <= 994.79
-7.76x + 7.5y + -6.4z <= 551.53
5.11x + 9.4y + -7.57z <= 639.62
-9.48x + 4.85y + 8.93z <= 546.76
-8.62x + -2.21y + -8.11z <= 181.63
-3.07x + -9.38y + 9.14z <= 953.7
7.19x + 2.68y + 1.0z <= 929.09
8.82x + -1.14y + 9.15z <= 303.0
-0.34x + -6.67y + -8.99z <= 655.84
5.05x + -6.76y + 0.25z <= 797.17
8.03x + -3.62y + 8.86z <= 571.16
-0.38x + 2.26y + 6.18z <= 161.75
3.63x + -6.82y + -3.14z <= 957.64
7.88x + 6.8y + -1.8z <= 535.62
1.03x + 1.67y + -0.74z <= 419.36
0.41x + 8.04y + 3.9z <= 248.12
-8.11x + 4.57y + 7.4z <= 891.38
9.31x + -7.56y + 7.88z <= 457.35
4.85x + -7.21y + 5.49z <= 697.67
3.7x + 5.26y + 2.78z <= 113.89
6.89x + 1.74y + 6.56z <= 579.45
-5.98x + -4.74y + -6.04z <= 411.99
3.18x + -0.79y + 6.67z <= 614.88
0.03x + 9.09y + -2.44z <= 385.91
-7.14x + 7.28y + -9.68z <= 638.96
3.35x + -0.87y + -8.49z <= 329.6
5.8x + 1.81y + 9.77z <= 414.03
1.24x + -2.16y + -2.74z <= 952.88
-6.27x + 0.77y + -2.46z <= 617.34
1.9x + 3.59y + -9.42z <= 840.43
-7.36x + 8.74y + -0.55z <= 649.0
-3.02x + 3.26y + 1.52z <= 334.83
-9.23x + 6.03y + -9.86z <= 377.14
-5.54x + -4.28y + 5.43z <= 374.03
-9.55x + 3.22y + 6.99z <= 263.92
-8.04x + -2.03y + 6.05z <= 299.55
7.57x + 3.49y + -5.03z <= 239.34
-3.76x + 7.93y + 0.01z <= 904.53
3.25x + 4.52y + -8.07z <= 389.25
-1.29x + -3.01y + -7.35z <= 262.22
-3.74x + 4.79y + -3.27z <= 706.73
4.32x + 7.18y + 1.88z <= 318.83
8.04x + -3.43y + -9.22z <= 354.89
-0.43x + 1.34y + 4.75z <= 688.51
-8.14x + 8.81y + 5.25z <= 257.4
-4.02x + -3.58y + 0.64z <= 502.1
1.09x + 4.8y + 2.11z <= 934.74
7.52x + -7.47y + 2.96z <= 572.21
-7.85x + -9.74y + 9.71z <= 298.8
1.4x + 9.35y + 6.24z <= 460.65
1.9x + -5.01y + 0.56z <= 535.72
6.78x + -5.43y + 0.67z <= 456.58
9.01x + -8.72y + 5.53z <= 850.49
5.48x + 7.45y + 6.64z <= 945.21
1.25x + -3.26y + 4.96z <= 673.35
3.61x + 7.3y + 7.3z <= 825.1
6.18x + 3.71y + -6.85z <= 808.88
-3.59x + 5.45y + -3.08z <= 543.66
-9.99x + 8.4y + -2.18z <= 665.05
-1.06x + -1.53y + -4.98z <= 395.81
9.96x + 1.34y + -7.37z <= 945.84
-9.25x + -4.66y + 2.6z <= 266.93
0.36x + -8.67y + 0.49z <= 109.36
7.62x + 2.4y + 9.57z <= 410.96
4.88x + -8.92y + 2.22z <= 507.92
6.8x + -4.84y + 4.99z <= 635.09
-3.15x + 5.1y + 1.66z <= 423.04
-1.74x + -0.32y + -2.02z <= 773.8
7.39x + -8.15y + -3.27z <= 550.12
6.66x + -3.95y + -6.34z <= 963.94
-1.78x + 6.69y + 8.35z <= 908.65
-0.5x + -5.03y + -5.61z <= 215.2
-4.73x + -4.92y + 8.46z <= 981.78
-7.58x + -7.59y + -6.31z <= 479.55
9.48x + -4.68y + -1.49z <= 853.27
-9.61x + 8.69y + 3.63z <= 195.76
-9.36x + 9.67y + -5.16z <= 679.89
-3.9x + -3.9y + 1.16z <= 804.71
-0.46x + 8.73y + 6.07z <= 443.6
-5.51x + 4.2y + 8.24z <= 573.24
8.68x + -6.62y + -1.23z <= 452.69
2.64x + 4.6y + 3.51z <= 499.79
-2.8x + 7.98y + -8.1z <= 191.38
1.85x + 5.98y + 4.76z <= 105.79
4.89x + -2.48y + -6.76z <= 412.02
-0.02x + 5.43y + 9.58z <= 588.46
-9.43x + 7.21y + 4.61z <= 805.79
9.84x + 7.2y + 3.47z <= 559.69
-8.56x + 1.66y + 6.68z <= 655.26
-0.66x + 2.96y + 5.88z <= 694.76
-8.44x + -9.23y + -8.11z <= 950.23
8.47x + -2.81y + 8.81z <= 499.97
-2.29x + -3.59y + 9.92z <= 602.34
-3.66x + -6.57y + 4.62z <= 913.22
4.09x + -8.25y + -6.16z <= 295.48
-7.75x + -8.29y + -1.1z <= 448.21
7.38x + -9.15y + -7.65z <= 946.35
2.35x + 4.69y + -6.69z <= 290.61
-7.0x + 4.86y + -6.2z <= 381.68
9.75x + -8.45y + 8.69z <= 795.87
9.23x + 5.46y + -8.58z <= 417.95
1.98x + -2.86y + 1.84z <= 521.42
7.17x + 4.98y + -2.78z <= 139.99
-9.89x + -0.14y + 3.32z <= 754.58
5.71x + 8.69y + 0.24z <= 306.12
4.39x + -0.77y + -7.97z <= 233.42
7.44x + -0.37y + -8.65z <= 709.49
8.53x + -8.55y + -9.26z <= 632.9
-1.8x + -5.53y + 5.21z <= 632.73
-1.4x + -2.55y + 1.6z <= 656.76
-9.54x + -0.49y + -1.94z <= 907.96
6.1x + 4.37y + 7.51z <= 861.8
6.52x + 3.13y + -5.33z <= 558.9
9.32x + 7.61y + -6.96z <= 590.07
1.29x + -4.46y + 9.24z <= 233.24
-8.19x + 7.87y + 0.9z <= 783.47
-1.71x + 3.66y + 9.63z <= 566.78
1.26x + -4.92y + -1.96z <= 307.87
8.05x + 3.18y + -9.29z <= 993.04
6.64x + 9.64y + 4.13z <= 226.19
7.77x + -4.91y + -0.04z <= 885.95
2.77x + 0.08y + -6.99z <= 145.01
-6.5x + 2.84y + 6.28z <= 939.11
-0.35x + 6.71y + -4.33z <= 817.33
2.31x + 2.23y + 8.29z <= 113.23
-8.24x + -4.02y + -1.34z <= 242.05
7.14x + 5.89y + 1.92z <= 170.2
1.57x + -1.22y + 7.84z <= 125.6
5.66x + 6.21y + -5.2z <= 269.49
5.03x + 5.1y + -6.58z <= 434.92
-3.91x + -8.95y + -5.17z <= 136.66
3.09x + 8.66y + -0.47z <= 659.63
8.93x + -9.88y + 9.4z <= 181.83
1.67x + 1.45y + 5.86z <= 741.13
8.41x + -6.88y + -1.91z <= 933.65
-8.67x + 4.28y + -5.17z <= 563.97
8.45x + 4.73y + 4.2z <= 565.83
-9.4x + -3.38y + -0.15z <= 925.99
-0.41x + -2.84y + 6.84z <= 189.78
-4.44x + -7.05y + -1.5z <= 277.02
-1.65x + -8.52y + 8.75z <= 357.16
4.0x + -6.36y + 8.31z <= 686.3
-8.85x + -6.18y + -2.73z <= 324.92
6.66x + -0.67y + 6.97z <= 550.2
-8.86x + 7.01y + 1.69z <= 589.92
-0.36x + 7.89y + 8.39z <= 535.28
1.66x + -9.82y + -6.94z <= 529.08
7.64x + -8.64y + 9.44z <= 510.83
2.82x + 1.75y + 8.62z <= 205.26
-4.08x + -2.06y + -4.4z <= 259.18
3.08x + -3.08y + -5.72z <= 614.3
-8.63x + 1.1y + 5.22z <= 145.16
-5.15x + 2.67y + -8.43z <= 188.96
2.16x + 4.94y + -4.92z <= 288.27
-9.95x + 3.48y + -1.94z <= 109.88
-0.53x + 7.51y + 4.97z <= 105.73
-1.53x + 9.63y + -0.07z <= 251.33
-6.06x + -6.4y + 9.15z <= 389.38
8.75x + -6.05y + -6.09z <= 566.73
-5.5x + -9.7y + -7.78z <= 755.85
6.49x + 6.01y + -7.71z <= 116.68
-3.68x + -5.5y + -8.94z <= 902.22
6.87x + -6.14y + 8.07z <= 317.93
-0.17x + -7.39y + -8.71z <= 621.89
-6.24x + -8.8y + 1.1z <= 914.97
-8.14x + 1.89y + -1.77z <= 404.74
-0.15x + 2.45y + -3.65z <= 238.24
5.36x + -8.63y + 5.93z <= 276.48
-1.2x + 3.22y + 7.79z <= 461.86
5.07x + -4.99y + 2.55z <= 249.56
-2.25x + -1.81y + -6.4z <= 649.59
-8.16x + 4.46y + 3.78z <= 421.01
3.77x + 0.11y + -5.99z <= 977.66
-0.99x + -3.5y + -6.65z <= 580.79
-1.77x + 4.73y + -1.34z <= 738.56
8.25x + 7.94y + -2.26z <= 446.02
0.04x + 9.97y + 3.81z <= 860.37
0.34x + -1.0y + -3.64z <= 560.33
-3.61x + -2.53y + 5.13z <= 179.36
-1.1x + -4.91y + -7.82z <= 881.3
-3.3x + -9.8y + -8.87z <= 146.8
6.24x + 5.0y + 5.47z <= 514.97
8.01x + -6.39y + -9.11z <= 653.15
-9.45x + 7.02y + -4.73z <= 664.33
-6.23x + 8.21y + 0.69z <= 228.67
-8.19x + -9.54y + 9.18z <= 173.31
6.68x + 1.28y + 8.49z <= 131.8
5.63x + -7.71y + 1.51z <= 835.36
0.24x + -2.65y + -6.31z <= 947.83
-4.27x + -6.37y + -2.28z <= 492.56
8.07x + -7.57y + -0.24z <= 829.09
4.52x + -1.77y + -1.19z <= 395.89
7.02x + 4.45y + 6.82z <= 557.28
-8.56x + -5.06y + -1.36z <= 671.31
6.11x + 4.73y + -3.5z <= 256.64
1.54x + -4.32y + -3.21z <= 291.4
9.4x + -2.05y + -6.93z <= 121.26
-7.66x + -5.56y + -8.92z <= 361.42
9.24x + 6.11y + -9.14z <= 849.02
-7.9x + 1.31y + -7.11z <= 297.69
2.43x + 6.49y + 1.26z <= 982.75
-8.45x + 9.56y + 0.16z <= 432.18
2.28x + 7.57y + 4.51z <= 932.82
-2.73x + -0.22y + 7.88z <= 489.07
5.37x + -9.93y + -2.53z <= 430.07
-7.51x + -4.51y + -6.83z <= 959.93
-9.63x + -5.38y + -2.18z <= 292.07
0.94x + 3.16y + 0.01z <= 351.91
-0.13x + -1.28y + 6.25z <= 578.08
5.56x + -9.74y + -8.85z <= 467.28
6.19x + -5.67y + 3.7z <= 532.76
-2.14x + -9.39y + 0.22z <= 137.35
-3.92x + 4.05y + 1.75z <= 603.39
5.4x + -2.53y + 8.01z <= 101.14
9.48x + 7.42y + -6.83z <= 512.16
7.81x + 1.77y + -1.62z <= 854.73
7.87x + 4.53y + -5.32z <= 180.61
9.67x + -2.84y + 7.01z <= 734.52
-9.62x + -3.94y + 6.55z <= 416.16
-5.66x + -0.61y + 3.99z <= 898.97
-7.28x + -2.92y + -3.77z <= 524.09
0.04x + -6.56y + 4.93z <= 508.73
-7.67x + 7.65y + -4.87z <= 719.51
-9.08x + -6.38y + -8.76z <= 374.51
-6.19x + 0.17y + -5.38z <= 767.67
-0.13x + 0.75y + 6.9z <= 729.42
1.59x + -3.14y + 5.16z <= 184.06
6.35x + 3.88y + -0.69z <= 532.29
-9.05x + -7.98y + -6.17z <= 398.52
-2.84x + -4.73y + 2.12z <= 995.6
0.86x + -1.71y + 7.4z <= 830.83
7.65x + 5.42y + -1.06z <= 367.76
9.37x + -2.34y + 3.27z <= 989.39
-5.39x + -2.08y + -0.57z <= 837.51
-2.88x + 6.96y + 5.26z <= 544.13
-7.59x + -5.86y + 9.19z <= 811.42
-5.69x + -9.45y + 6.45z <= 720.9
-6.7x + -2.64y + 7.59z <= 710.84
5.42x + 5.97y + -4.94z <= 219.66
-7.94x + -2.35y + 3.14z <= 314.92
3.64x + -3.56y + -9.06z <= 814.39
3.89x + -3.49y + -8.96z <= 128.91
1.65x + 6.88y + 3.21z <= 411.32
-8.78x + 0.73y + 9.15z <= 615.34
7.93x + -1.24y + -6.13z <= 308.62
-6.43x + 9.96y + 7.62z <= 622.87
-7.48x + -0.51y + 5.38z <= 543.2
-2.79x + 7.04y + -3.87z <= 224.12
-7.23x + -9.76y + -9.16z <= 199.69
9.75x + 2.53y + -2.73z <= 339.63
-0.43x + 0.79y + -8.82z <= 962.71
2.23x + -7.69y + -0.87z <= 503.44
-3.74x + 1.02y + -4.58z <= 932.02
1.28x + 4.28y + -2.82z <= 870.45
-4.64x + 3.22y + 6.87z <= 340.38
6.43x + 5.42y + 6.62z <= 960.32
3.84x + -0.71y + 0.9z <= 619.34
-4.02x + 0.53y + -7.97z <= 882.83
4.52x + -3.05y + 6.94z <= 731.5
0.38x + -0.87y + 3.59z <= 632.08
7.89x + 6.44y + -9.4z <= 320.26
-9.76x + 8.85y + 0.47z <= 850.13
8.3x + 7.41y + 7.43z <= 941.59
-6.57x + 7.31y + 6.2z <= 482.89
0.73x + 3.37y + 6.81z <= 859.41
8.58x + 3.19y + 4.93z <= 249.27
-4.99x + 5.67y + -9.65z <= 711.92
1.1x + -1.28y + -1.99z <= 960.99
9.17x + 2.47y + 4.99z <= 662.89
2.96x + -2.79y + -3.76z <= 578.18
-0.48x + -5.47y + 6.21z <= 530.81
-4.57x + -1.01y + 7.04z <= 591.23
-2.19x + -6.21y + -3.34z <= 102.06
-5.13x + -9.78y + 3.41z <= 121.18
-8.14x + -7.68y + -5.31z <= 382.48
0.74x + -1.82y + -0.13z <= 911.28
-8.45x + 1.09y + -2.07z <= 263.89
-5.08x + -8.97y + -4.23z <= 489.22
9.62x + 5.42y + -0.02z <= 319.11
8.56x + -4.72y + 4.58z <= 780.69
4.41x + -2.13y + -2.33z <= 931.68
-7.7x + 6.04y + -9.33z <= 805.78
-5.8x + -9.85y + 6.7z <= 854.56
2.19x + -8.64y + -1.58z <= 644.42
0.64x + 8.79y + -6.32z <= 463.63
6.23x + 5.27y + 1.33z <= 973.7
-4.62x + 8.11y + -4.12z <= 315.92
-3.49x + 8.79y + -8.32z <= 914.73
-4.79x + 1.22y + -8.65z <= 376.54
-7.11x + 9.93y + 9.57z <= 590.35
-5.97x + -6.72y + -6.4z <= 765.12
-0.48x + 4.55y + -2.85z <= 970.73
-2.75x + -7.85y + -2.42z <= 143.04
9.46x + -3.42y + 7.0z <= 469.02
-7.55x + -5.59y + 3.24z <= 791.36
-7.58x + 2.3y + 0.04z <= 606.95
-5.35x + -4.72y + -3.94z <= 894.8
-1.23x + 5.71y + -9.62z <= 894.59
4.92x + -2.76y + -1.7z <= 961.24
1.35x + 2.35y + -6.87z <= 982.91
-0.36x + -2.34y + 9.33z <= 497.53
-3.27x + -9.63y + -4.28z <= 757.34
6.65x + -8.88y + -2.26z <= 988.93
