max -6.2x + -9.19y + 2.76z
-8.27x + -2.4y + -2.27z <= 894.51
-8.78x + 8.21y + -1.58z <= 562.3
-8.04x + -3.7y + 1.99z <= 998.36
6.39x + -6.34y + -9.34z <= 445.88
-7.83x + 0.27y + 6.98z <= 353.94
1.72x + -1.04y + -8.62z <= 762.96
-6.64x + 4.53y + -8.41z <= 107.26
-7.77x + 6.4y + 5.6z <= 817.11
-3.07x + -1.71y + 9.22z <= 926.44
-5.38x + -5.55y + 1.46z <= 709.11
0.88x + -4.45y + 4.71z <= 253.72
8.24x + 0.61y + 7.06z <= 936.32
-6.77x + 0.76y + 9.58z <= 433.21
5.75x + 7.52y + 5.77z <= 642.14
2.83x + 6.9y + -7.01z <= 868.6
0.92x + 2.86y + 0.29z <= 874.39
-7.77x + 1.93y + 9.6z <= 105.01
1.86x + 2.15y + -8.96z <= 836.44
9.29x + -2.62y + -2.69z <= 117.68
-7.11x + 5.59y + -3.26z <= 821.58
2.55x + 6.61y + -1.0z <= 441.08
-9.12x + 9.46y + 1.11z <= 863.24
7.38x + -6.82y + -8.29z <= 650.25
9.33x + 3.39y + 1.0z <= 209.78
-4.3x + 6.16y + 2.2z <= 570.22
9.35x + -3.22y + 6.59z <= 311.88
-6.09x + 4.36y + -8.64z <= 923.35
5.45x + -3.03y + -2.83z <= 562.72
-9.02x + 3.71y + 1.94z <= 643.16
4.14x + 8.31y + 5.04z <= 417.3
6.67x + -6.74y + -1.42z <= 378.13
-8.8x + 7.38y + 7.43z <= 391.72
3.26x + -8.77y + -3.86z <= 679.43
-9.61x + -8.93y + -6.85z <= 713.66
-0.84x + -8.27y + -7.11z <= 454.5
5.44x + 2.06y + 4.39z <= 300.06
-2.96x + -5.53y + 3.25z <= 543.29
5.5x + -7.44y + -8.76z <= 281.43
-3.78x + 2.17y + -6.93z <= 957.85
5.35x + -9.91y + -7.35z <= 418.29
2.72x + -4.51y + 0.9z <= 232.89
7.95x + 1.9y + 7.82z <= 649.86
0.04x + -0.76y + -4.92z <= 540.3
1.49x + -7.79y + -8.43z <= 740.85
8.74x + 0.73y + -2.29z <= 298.37
-7.48x + 4.67y + 7.56z <= 580.87
-8.71x + 2.65y + 0.72z <= 437.14
-0.88x + -7.17y + -7.15z <= 352.98
-5.98x + -6.67y + 0.31z <= 173.62
-8.61x + -5.03y + 3.43z <= 487.28
5.7x + 9.15y + 9.8z <= 213.42
-5.97x + 3.49y + 3.08z <= 552.02
-8.49x + -1.14y + -4.11z <= 850.17
6.92x + 1.16y + 2.71z <= 557.51
-8.33x + -9.92y + 6.21z <= 675.65
5.7x + -9.85y + -5.0z <= 465.41
-9.45x + -8.99y + 5.22z <= 178.16
-8.51x + -7.2y + 5.11z <= 175.34
-3.23x + 0.69y + -3.83z <= 768.5
-9.85x + 5.44y + -0.94z <= 478.41
-4.66x + -1.17y + -0.04z <= 257.16
-1.99x + -1.87y + 3.94z <= 921.08
-4.85x + 4.78y + -3.13z <= 863.43
-5.57x + 6.55y + 1.12z <= 646.91
9.87x + 3.94y + -5.13z <= 852.8
-0.85x + -8.55y + 1.35z <= 836.41
9.57x + 4.66y + -6.56z <= 881.76
-4.45x + -9.4y + 0.93z <= 811.75
-4.22x + 9.62y + 2.57z <= 402.24
-5.03x + -0.77y + -5.6z <= 362.1
5.18x + -7.19y + 0.3z <= 627.3
7.81x + -7.06y + -8.83z <= 568.91
8.88x + -3.08y + -9.56z <= 862.05
-6.25x + -9.35y + 6.23z <= 543.45
4.42x + 0.43y + -8.04z <= 103.67
2.42x + 4.32y + -4.49z <= 733.37
-8.52x + 6.28y + -1.93z <= 784.07
-1.74x + 2.78y + 7.07z <= 545.99
2.9x + -8.99y + 2.37z <= 380.53
7.96x + 2.75y + 9.73z <= 747.31
1.89x + -2.86y + -4.47z <= 598.68
-9.56x + 4.75y + -4.63z <= 758.34
-8.55x + -5.04y + -1.5z <= 421.14
-5.77x + -6.34y + -3.03z <= 942.24
7.56x + -5.98y + 7.25z <= 485.57
3.9x + 5.28y + 1.92z <= 731.66
6.61x + -4.37y + 8.17z <= 264.77
7.45x + 0.06y + -5.15z <= 528.38
1.65x + 1.19y + 5.79z <= 872.29
-3.53x + -6.73y + -7.12z <= 524.71
-0.22x + -1.03y + -5.3z <= 287.54
-7.43x + -1.13y + -4.26z <= 429.37
8.57x + 4.15y + -4.17z <= 833.78
-1.16x + 1.53y + -0.99z <= 546.37
4.41x + -9.12y + 7.98z <= 763.5
-9.74x + -8.12y + 4.7z <= 732.44
-2.05x + -8.01y + -0.22z <= 443.23
-0.27x + 0.36y + -6.71z <= 343.78
-10.0x + 0.4y + 9.81z <= 677.12
-8.95x + -5.32y + 8.03z <= 527.39
4.26x + 3.76y + -6.88z <= 173.83
-4.33x + 2.61y + 8.94z <= 587.89
-8.44x + 0.24y + 0.11z <= 678.79
7.4x + 5.51y + 9.36z <= 260.21
6.54x + -3.14y + 6.05z <= 107.75
6.71x + -8.92y + 4.68z <= 634.27
-5.15x + -3.53y + 2.95z <= 473.05
-1.1x + -5.65y + 0.45z <= 794.72
-7.08x + -3.52y + 0.82z <= 930.66
8.67x + -1.79y + -5.76z <= 209.07
6.02x + 2.91y + 3.69z <= 222.21
5.83x + 9.32y + 2.77z <= 147.54
4.75x + -7.49y + -1.99z <= 511.6
0.53x + 9.4y + 5.19z <= 346.94
0.36x + -2.8y + -6.92z <= 974.35
-7.09x + -7.3y + -5.73z <= 346.82
-8.9x + -7.7y + 8.75z <= 826.73
1.05x + 2.47y + -4.77z <= 985.62
1.9x + -5.19y + -4.21z <= 677.9
6.59x + 2.34y + 7.86z <= 914.54
-3.59x + 9.9y + 6.61z <= 628.91
0.79x + -9.36y + 3.68z <= 607.92
9.88x + -9.77y + 5.46z <= 287.62
7.02x + -6.59y + 4.51z <= 777.19
3.36x + 9.27y + 7.38z <= 487.75
-5.72x + -5.39y + -5.58z <= 692.93
4.69x + 6.61y + -1.08z <= 470.56
1.74x + -6.51y + 8.41z <= 841.11
6.84x + -0.75y + 1.5z <= 871.89
5.2x + -5.54y + 8.75z <= 254.95
-8.17x + -2.69y + -4.1z <= 663.28
-1.01x + -2.35y + 5.84z <= 396.52
2.86x + -9.88y + -2.61z <= 142.45
-0.54x + -0.96y + 6.69z <= 107.7
4.05x + 2.37y + -8.63z <= 603.09
-9.52x + -4.82y + -3.56z <= 293.21
2.87x + -9.31y + -4.26z <= 733.05
-7.57x + 0.45y + 4.14z <= 423.07
-6.9x + -9.02y + -6.19z <= 368.91
-2.86x + -9.2y + -2.23z <= 206.15
-7.1x + -2.05y + 2.86z <= 552.68
-1.78x + -9.68y + 5.41z <= 473.38
5.24x + -4.34y + 1.72z <= 843.68
5.58x + -1.33y + 6.32z <= 369.3
-9.25x + 9.28y + 2.78z <= 582.97
-2.86x + -1.44y + 4.22z <= 515.58
1.04x + 4.13y + 9.78z <= 712.41
-5.19x + 4.46y + -9.73z <= 217.41
-3.01x + -4.23y + -2.52z <= 376.77
-9.22x + -7.14y + 8.06z <= 158.92
4.89x + -0.41y + -5.97z <= 232.06
-9.18x + -8.54y + 6.87z <= 842.36
1.03x + -2.03y + 4.1z <= 762.62
-4.61x + -3.45y + -9.06z <= 288.25
-1.9x + 5.17y + 0.23z <= 527.84
6.21x + 0.41y + 6.7z <= 963.44
4.18x + 4.78y + -5.71z <= 348.03
1.6x + -8.5y + 0.56z <= 755.71
6.65x + -0.39y + -4.04z <= 182.52
8.66x + -8.25y + -4.43z <= 408.87
-2.5x + -8.93y + 7.23z <= 775.97
-1.36x + 6.33y + -6.78z <= 985.91
-9.52x + -5.03y + -0.27z <= 613.44
6.06x + -8.3y + 7.43z <= 588.87
-6.83x + -0.14y + -3.94z <= 291.1
2.33x + -8.38y + -9.02z <= 416.29
1.03x + 9.54y + 5.32z <= 963.55
2.28x + 6.41y + -6.56z <= 837.47
-5.97x + 6.65y + 8.08z <= 667.62
3.44x + 8.62y + -7.23z <= 637.62
0.55x + 5.72y + 8.74z <= 741.85
4.8x + 9.46y + -6.81z <= 221.41
-4.75x + 3.65y + -3.74z <= 868.23
5.07x + -2.38y + 3.56z <= 340.38
0.09x + -4.46y + -4.72z <= 710.23
6.1x + 5.56y + 2.38z <= 588.61
3.33x + 0.52y + 9.03z <= 554.45
-2.1x + 4.59y + -1.64z <= 468.19
-6.02x + -9.37y + -4.61z <= 975.25
0.22x + -3.43y + 1.59z <= 877.27
-3.15x + 4.8y + -7.79z <= 226.12
1.52x + -0.86y + 2.98z <= 172.87
-9.46x + -4.99y + 6.87z <= 659.9
8.31x + 5.45y + -7.46z <= 448.53
4.17x + 6.51y + -7.83z <= 615.52
8.67x + -3.62y + -6.52z <= 890.42
7.77x + 2.27y + 6.11z <= 498.44
-7.0x + -3.32y + 3.68z <= 423.65
7.96x + -6.43y + -9.14z <= 880.91
-9.09x + 7.45y + 0.18z <= 811.85
-1.86x + 4.73y + -1.45z <= 301.35
-6.33x + 8.92y + 2.05z <= 912.06
-6.64x + -0.72y + 2.01z <= 206.93
-2.41x + -4.81y + -1.46z <= 353.88
-4.8x + -2.93y + -7.15z <= 550.95
-4.99x + 9.42y + 3.25z <= 317.12
3.68x + 6.12y + -4.32z <= 304.52
-4.28x + -6.21y + 3.72z <= 195.72
6.0x + 6.51y + 5.66z <= 232.91
2.97x + 5.33y + -2.3z <= 283.74
6.89x + -0.36y + -4.52z <= 302.37
-0.12x + -2.16y + -0.81z <= 547.16
-3.49x + -4.21y + 5.77z <= 792.72
4.53x + -6.08y + -0.09z <= 772.7
7.73x + -3.74y + -3.94z <= 286.09
9.61x + 7.06y + 2.72z <= 653.99
-2.81x + -1.26y + 0.56z <= 205.73
-6.27x + -2.34y + 5.64z <= 834.34
-2.18x + -9.92y + -3.92z <= 774.06
-1.44x + -8.0y + 0.24z <= 394.46
4.47x + -7.98y + 0.5z <= 243.43
-9.23x + 1.58y + 2.18z <= 773.66
-6.79x + 4.65y + -8.72z <= 922.26
-0.9x + 0.28y + -6.49z <= 630.08
5.45x + -2.75y + -6.84z <= 455.47
-5.99x + -1.26y + -3.9z <= 245.54
-8.02x + 9.2y + -0.59z <= 667.77
8.64x + 8.55y + -9.74z <= 627.21
-2.06x + -3.95y + 7.57z <= 913.74
-4.59x + -7.08y + -9.5z <= 820.51
1.19x + -5.23y + -1.95z <= 306.87
9.9x + -5.38y + 5.46z <= 760.11
5.25x + 6.35y + -1.94z <= 566.04
3.26x + 2.84y + 5.65z <= 913.56
0.74x + 3.45y + 4.5z <= 241.35
4.0x + 3.93y + -4.54z <= 194.35
4.22x + -5.81y + -1.43z <= 570.56
8.28x + 4.77y + 9.26z <= 443.22
4.2x + 2.11y + -1.85z <= 886.37
0.97x + -8.89y + 5.64z <= 390.0
-2.07x + 5.92y + 5.32z <= 977.37
5.25x + -0.39y + 0.47z <= 657.53
8.18x + 4.06y + 7.12z <= 281.88
-1.55x + 4.14y + 2.42z <= 853.77
-1.99x + 1.39y + 0.27z <= 490.68
5.22x + -8.53y + -3.32z <= 199.24
1.88x + 6.69y + 1.09z <= 250.51
-2.26x + 7.8y + 0.8z <= 308.34
-2.87x + 7.79y + 0.38z <= 915.29
2.95x + -7.1y + -2.59z <= 490.43
-7.46x + 5.97y + -3.8z <= 583.52
9.4x + 4.67y + -7.24z <= 747.67
-5.88x + -6.3y + 3.95z <= 637.95
-2.87x + 1.24y + 0.66z <= 934.37
4.93x + 8.71y + 9.53z <= 886.04
0.18x + 5.27y + 3.84z <= 729.48
1.32x + -1.54y + 6.77z <= 907.99
4.1x + -9.61y + 5.34z <= 124.06
-3.99x + 3.51y + -2.06z <= 104.38
4.86x + 6.55y + -2.86z <= 274.82
-5.3x + -9.69y + 6.67z <= 661.29
0.17x + 4.41y + 3.52z <= 887.27
9.51x + -0.31y + 5.82z <= 179.28
6.64x + -9.29y + -9.82z <= 642.46
6.96x + -2.46y + 8.2z <= 992.82
2.9x + 1.58y + 8.68z <= 921.01
8.49x + -0.11y + -0.75z <= 794.31
6.68x + 3.11y + -2.61z <= 984.04
-9.89x + 8.34y + 7.21z <= 967.38
5.99x + -4.51y + 6.44z <= 733.46
-3.83x + -9.25y + 5.01z <= 239.31
2.64x + 4.96y + 5.38z <= 486.49
0.7x + 1.05y + -0.6z <= 959.67
-2.21x + -1.28y + 8.63z <= 763.0
-7.64x + 4.89y + -5.19z <= 734.9
8.34x + 2.6y + 5.99z <= 168.4
1.58x + -6.64y + -4.18z <= 845.26
6.06x + 4.58y + 3.39z <= 479.7
6.21x + -3.35y + 2.17z <= 524.09
5.05x + 6.95y + 2.57z <= 667.84
-3.73x + -0.67y + 4.05z <= 609.6
-7.64x + -6.0y + -2.66z <= 839.92
0.97x + -2.93y + 2.45z <= 626.92
4.64x + 4.11y + -5.73z <= 725.63
-8.82x + 4.45y + -8.17z <= 486.5
-5.26x + -5.48y + -6.3z <= 292.54
2.72x + -1.98y + 5.66z <= 192.43
-3.49x + 2.27y + -0.92z <= 388.36
-8.62x + -7.03y + 1.18z <= 256.56
0.51x + 9.09y + 6.93z <= 395.4
9.47x + 0.82y + -8.41z <= 565.67
8.58x + -3.85y + -3.23z <= 898.06
4.75x + 2.45y + 8.64z <= 933.23
4.38x + -6.39y + -3.64z <= 417.04
-2.85x + -1.68y + -7.73z <= 185.16
2.62x + -1.95y + -5.34z <= 728.76
7.98x + 7.59y + 8.01z <= 108.05
-3.88x + 8.18y + -7.27z <= 783.39
6.26x + -6.08y + 5.42z <= 628.49
-6.05x + -8.99y + 1.62z <= 814.4
4.36x + 9.62y + -6.43z <= 349.0
9.22x + 6.77y + 0.45z <= 549.94
-2.64x + 5.42y + -1.42z <= 960.3
-4.96x + 7.18y + 7.2z <= 763.32
7.95x + -1.66y + -2.04z <= 276.08
-3.18x + 9.52y + 2.97z <= 607.33
-7.24x + 2.38y + 6.27z <= 117.69
3.51x + 9.06y + 4.86z <= 283.22
-6.35x + -1.25y + -7.1z <= 995.34
-2.58x + 9.69y + 3.58z <= 377.76
7.81x + 7.18y + -6.17z <= 142.36
-4.11x + -2.03y + -0.61z <= 708.06
9.38x + 0.66y + -5.43z <= 836.78
0.18x + -1.11y + -9.64z <= 731.0
-0.62x + 3.82y + -6.19z <= 366.61
-6.72x + 0.9y + -8.02z <= 444.02
0.87x + 4.07y + 9.86z <= 577.22
5.54x + -8.3y + 7.29z <= 780.36
-8.34x + 9.81y + -3.26z <= 684.75
-7.74x + -2.45y + -7.95z <= 545.23
4.77x + 7.84y + -6.34z <= 340.97
5.52x + -5.47y + 1.56z <= 460.86
3.24x + -7.99y + 4.06z <= 190.74
-3.04x + 4.27y + 7.08z <= 872.29
9.49x + 9.46y + 5.9z <= 179.36
-0.87x + 4.33y + 2.91z <= 777.56
-9.1x + 4.86y + -4.38z <= 562.32
-8.54x + -3.45y + 2.18z <= 777.16
-7.96x + 8.48y + 5.7z <= 871.63
-2.81x + 3.62y + -0.49z <= 859.38
6.17x + -4.32y + -7.41z <= 597.84
5.56x + 8.24y + 1.94z <= 198.42
3.26x + -6.14y + -2.1z <= 595.5
2.23x + 2.65y + 6.84z <= 576.17
-7.84x + -3.51y + -1.8z <= 875.4
1.34x + -2.89y + 1.68z <= 416.66
7.32x + 0.92y + 4.84z <= 460.76
2.26x + -2.41y + -4.93z <= 618.8
-6.38x + 9.19y + -0.98z <= 186.88
6.6x + -8.65y + -0.32z <= 125.71
5.85x + -0.59y + 2.67z <= 301.91
5.95x + 0.02y + -4.78z <= 639.84
9.12x + -6.12y + -5.61z <= 534.05
-0.12x + 3.06y + 8.87z <= 943.64
1.17x + -1.3y + -1.71z <= 143.73
-6.8x + -5.68y + -9.09z <= 807.18
8.71x + -7.19y + -7.16z <= 800.47
7.14x + 7.0y + 0.64z <= 616.34
3.72x + -8.44y + -7.42z <= 480.64
-5.57x + -9.7y + -7.69z <= 199.03
-4.97x + -9.64y + 4.62z <= 495.28
8.34x + -4.24y + 2.41z <= 818.41
-0.99x + -2.21y + -7.89z <= 860.95
-2.3x + -0.66y + -7.88z <= 372.62
-0.52x + -7.5y + 0.81z <= 978.66
7.76x + 7.45y + 8.91z <= 522.37
-5.79x + 8.21y + 8.58z <= 522.27
-2.11x + -9.18y + 2.09z <= 446.68
-8.27x + -4.36y + -0.96z <= 446.86
-8.76x + -9.2y + -6.84z <= 591.88
-5.43x + 7.11y + -8.99z <= 882.29
4.5x + -9.25y + 5.93z <= 215.68
7.25x + -5.41y + -1.62z <= 436.74
-5.96x + 9.81y + -9.29z <= 497.36
9.27x + -8.6y + -5.14z <= 611.11
3.59x + -4.18y + -7.66z <= 231.05
-3.41x + -0.86y + 1.25z <= 979.52
-7.18x + 0.23y + -9.1z <= 319.69
-2.65x + 9.3y + 0.74z <= 819.82
4.96x + -0.79y + 6.26z <= 453.7
-7.39x + 2.64y + 4.66z <= 840.73
7.22x + -9.38y + 1.7z <= 996.35
-9.26x + 6.48y + 9.29z <= 589.51
-8.66x + -9.47y + -2.22z <= 986.43
2.34x + 7.06y + -0.15z <= 252.8
-7.94x + 9.58y + -6.94z <= 460.21
-9.91x + 5.83y + -0.18z <= 978.65
8.47x + -0.28y + 1.42z <= 113.29
-7.93x + -8.76y + -1.89z <= 997.52
7.15x + 5.72y + -0.99z <= 412.14
-7.7x + -6.14y + -0.32z <= 928.28
6.19x + -9.56y + -1.15z <= 737.7
-9.11x + 4.5y + 7.05z <= 652.53
7.22x + -1.44y + -8.63z <= 730.5
-3.43x + 8.54y + -1.72z <= 700.58
0.56x + -7.57y + 6.34z <= 473.5
-0.62x + -0.22y + -5.76z <= 671.82
-5.43x + 0.56y + -3.84z <= 391.81
-3.93x + -6.28y + 1.18z <= 299.45
-3.84x + 0.9y + 8.47z <= 257.69
5.32x + -1.21y + -6.55z <= 397.54
-5.67x + 4.89y + 6.87z <= 475.55
0.46x + -4.05y + 1.41z <= 635.41
6.88x + 1.84y + 0.37z <= 285.75
7.5x + -7.99y + -6.8z <= 528.84
5.61x + -6.31y + -1.27z <= 918.3
-8.29x + 3.76y + -9.81z <= 946.18
9.86x + 4.69y + 7.13z <= 357.79
-3.28x + -0.17y + -7.7z <= 625.28
-2.08x + 0.92y + -5.15z <= 548.88
7.45x + -3.16y + -2.23z <= 881.82
1.2x + 6.11y + 9.77z <= 276.29
-3.47x + 3.27y + -0.02z <= 779.13
-2.31x + -8.12y + -0.3z <= 478.54
3.98x + -3.99y + 5.88z <= 265.28
-5.39x + -3.02y + -7.78z <= 717.53
1.68x + -3.48y + 3.4z <= 580.59
4.55x + 7.98y + 2.69z <= 994.1
8.13x + -4.44y + 4.08z <= 767.34
8.23x + -3.13y + -0.61z <= 152.89
5.66x + -5.42y + -6.95z <= 338.04
-1.24x + 0.05y + 4.82z <= 842.14
-1.92x + 8.64y + 2.62z <= 232.26
-9.4x + 5.14y + 6.67z <= 993.15
5.35x + 3.07y + -0.21z <= 617.25
8.26x + 4.8y + 5.54z <= 756.58
-0.94x + 9.68y + 3.38z <= 525.29
0.94x + -2.36y + -2.39z <= 521.14
2.67x + -2.99y + 6.93z <= 447.06
-8.31x + 6.35y + -5.88z <= 143.02
-8.75x + -4.85y + -5.23z <= 733.26
4.19x + 7.67y + 5.11z <= 628.57
5.43x + 8.55y + -3.86z <= 482.2
-0.73x + 0.59y + -4.02z <= 645.12
-0.97x + 5.06y + 9.94z <= 369.91
4.77x + 5.54y + -2.67z <= 278.48
-1.66x + 7.53y + -2.16z <= 962.32
-4.69x + 8.79y + 0.32z <= 759.5
7.61x + -7.55y + 3.08z <= 255.57
4.36x + -6.24y + 6.02z <= 945.61
-4.17x + 4.43y + 8.26z <= 856.07
-5.94x + 7.15y + 7.95z <= 337.6
0.09x + -9.1y + 2.94z <= 608.85
-7.97x + -3.01y + -5.57z <= 484.8
4.24x + -9.48y + -7.16z <= 977.36
-7.06x + -2.5y + -3.81z <= 707.64
5.42x + 0.32y + 7.39z <= 725.38
-5.77x + 2.55y + -0.24z <= 344.66
6.18x + 9.12y + -6.97z <= 262.21
4.94x + -2.63y + 0.82z <= 251.44
-0.88x + 3.03y + 0.94z <= 953.91
-3.22x + -6.03y + 8.17z <= 528.09
5.79x + -7.2y + 2.33z <= 774.28
4.83x + -9.49y + 1.09z <= 598.61
3.67x + 5.22y + -3.55z <= 146.45
-6.07x + -4.48y + -7.24z <= 506.15
6.21x + -6.61y + 1.7z <= 473.12
2.52x + -1.95y + -8.85z <= 378.24
-6.76x + -3.34y + -9.11z <= 350.76
-7.1x + 5.8y + 1.77z <= 141.21
6.15x + -3.49y + -8.35z <= 530.33
1.98x + -4.56y + 1.78z <= 586.67
-1.65x + 8.6y + 3.03z <= 664.36
-3.36x + -6.38y + -8.68z <= 731.59
5.38x + -2.57y + 8.22z <= 534.4
-5.97x + -1.19y + -7.66z <= 509.57
6.21x + 7.57y + 5.46z <= 694.34
3.16x + -3.92y + 4.93z <= 969.62
-1.87x + 4.59y + 8.29z <= 714.38
-7.92x + -0.28y + 5.18z <= 821.56
-3.05x + -4.8y + 4.77z <= 358.29
9.36x + -7.13y + 1.17z <= 502.75
-4.31x + -9.28y + 6.08z <= 777.52
-3.87x + 7.96y + 0.52z <= 553.22
-1.59x + 3.33y + 2.88z <= 663.6
-1.27x + 3.34y + -5.59z <= 731.58
-6.28x + -9.0y + 3.92z <= 507.01
-8.22x + -6.2y + 2.13z <= 567.5
7.19x + 2.24y + -2.34z <= 931.0
-1.68x + -1.01y + 9.97z <= 278.11
2.22x + -0.33y + 3.61z <= 764.08
4.28x + -5.36y + 5.48z <= 373.93
-5.53x + -5.45y + 0.72z <= 754.82
-4.01x + -3.18y + -7.97z <= 678.01
-0.69x + 8.21y + 9.75z <= 638.11
-1.13x + -7.11y + 0.6z <= 421.44
-9.15x + -3.62y + -4.34z <= 524.9
1.36x + -8.83y + -7.18z <= 759.09
5.79x + 4.71y + -0.52z <= 998.56
5.41x + -0.01y + 2.41z <= 503.39
-9.31x + -2.26y + -3.18z <= 957.1
3.58x + 2.63y + 9.55z <= 445.74
-3.37x + -5.55y + 7.21z <= 423.7
2.86x + 0.49y + -2.61z <= 136.39
-2.94x + -2.64y + -2.0z <= 338.22
-8.28x + 7.14y + 6.57z <= 549.15
6.17x + -5.73y + 2.93z <= 869.35
9.01x + -7.32y + -7.88z <= 839.64
8.48x + -7.67y + -2.95z <= 515.52
-0.34x + -4.15y + 7.19z <= 560.3
5.58x + 4.29y + 3.9z <= 688.92
-5.97x + -0.02y + -5.07z <= 741.69
-2.82x + -4.38y + 1.09z <= 433.8
-2.36x + -6.79y + -5.39z <= 630.02
-5.11x + -5.92y + -3.62z <= 307.22
-1.5x + -7.98y + 4.28z <= 577.97
-6.14x + 8.38y + -4.46z <= 996.48
1.5x + 4.15y + 5.51z <= 371.78
0.94x + 8.1y + 8.1z <= 544.47
-4.96x + -5.9y + -4.66z <= 353.5
-5.01x + 3.67y + -8.96z <= 846.7
3.13x + -0.48y + 4.33z <= 321.67
8.46x + -7.55y + -2.18z <= 221.53
-9.93x + -8.65y + 6.36z <= 750.69
-9.05x + -8.88y + 3.26z <= 621.21
-0.5x + 2.91y + 7.92z <= 611.18
5.38x + -2.7y + 3.48z <= 645.72
-5.37x + 6.12y + -3.87z <= 129.85
1.13x + 0.7y + 4.95z <= 927.22
3.81x + 2.08y + 9.92z <= 328.51
-6.78x + -6.08y + 9.09z <= 407.06
7.48x + 0.47y + -7.82z <= 540.39
3.83x + -6.2y + 3.93z <= 745.79
-2.77x + 3.49y + 0.29z <= 888.44
-6.79x + 2.83y + 1.44z <= 356.63
5.98x + 9.35y + -3.79z <= 618.05
-5.64x + 1.99y + 1.84z <= 335.25
-0.94x + 9.7y + 4.06z <= 120.73
-5.06x + -6.12y + -3.52z <= 228.37
2.46x + -2.0y + -0.97z <= 805.08
-8.24x + 1.22y + -4.77z <= 203.8
-5.04x + -8.01y + -0.07z <= 115.63
3.21x + -9.78y + 9.81z <= 945.98
1.57x + 6.23y + -6.77z <= 665.64
-4.21x + 4.21y + -6.08z <= 152.09
-6.2x + -0.32y + 2.91z <= 428.2
9.93x + -9.03y + 3.34z <= 623.99
-5.74x + 2.21y + -0.98z <= 785.72
-0.63x + 4.97y + 7.24z <= 358.15
-1.84x + 6.83y + -4.14z <= 687.89
-4.62x + -0.59y + -8.48z <= 284.82
8.87x + -1.96y + 2.86z <= 422.74
-6.17x + 3.13y + -8.54z <= 993.83
7.54x + -1.61y + 0.85z <= 318.06
-3.4x + 1.26y + -5.55z <= 995.51
2.98x + -6.42y + -3.11z <= 998.85
-9.39x + -8.83y + -1.48z <= 339.44
-3.04x + -3.38y + 3.04z <= 368.54
-3.59x + 3.66y + 4.97z <= 733.83
7.72x + -1.94y + 9.52z <= 937.79
6.27x + -5.18y + -3.45z <= 248.66
-5.07x + 1.76y + 9.11z <= 706.54
-8.09x + -8.88y + 7.54z <= 686.9
-7.99x + -2.75y + -4.94z <= 975.82
9.03x + -6.48y + -0.28z <= 539.41
-6.35x + -6.26y + -1.62z <= 187.37
-1.37x + -1.86y + -8.04z <= 912.9
-0.9x + -3.66y + 1.91z <= 472.94
8.65x + 3.85y + 6.18z <= 598.2
2.33x + 4.33y + 4.42z <= 174.17
2.64x + -6.18y + 1.96z <= 487.97
-9.03x + 2.59y + 9.55z <= 664.97
4.86x + 7.92y + -6.02z <= 860.97
-2.14x + 8.31y + -2.33z <= 311.12
-6.71x + 6.1y + -4.04z <= 353.61
-7.68x + 5.04y + 7.98z <= 749.03
-6.84x + 7.38y + 7.1z <= 302.11
6.61x + -5.53y + -0.69z <= 334.0
7.31x + -3.65y + -3.33z <= 338.72
9.55x + 9.48y + 3.83z <= 669.9
5.08x + -7.13y + 6.83z <= 959.61
7.75x + 7.52y + 9.39z <= 131.27
1.7x + -5.78y + -3.31z <= 567.38
-8.56x + 9.46y + -6.7z <= 338.64
-8.94x + -1.71y + -1.0z <= 721.09
10.0x + -1.91y + -9.22z <= 653.79
-7.0x + 4.68y + 7.98z <= 134.59
8.16x + -6.83y + 3.31z <= 250.78
-4.67x + -5.8y + -8.75z <= 858.28
9.87x + 9.72y + -8.63z <= 184.05
-9.07x + 6.29y + -1.03z <= 102.75
9.94x + 0.36y + -5.04z <= 428.14
4.89x + -8.46y + 5.34z <= 836.13
2.9x + 8.16y + 6.24z <= 124.77
4.65x + 3.01y + 8.1z <= 536.88
-6.64x + 2.44y + 2.47z <= 611.45
-7.08x + 7.98y + -5.8z <= 291.32
2.98x + -3.11y + -9.77z <= 684.82
-4.04x + -5.54y + -3.67z <= 283.14
4.49x + 4.91y + -9.4z <= 801.55
6.56x + 8.79y + -0.48z <= 700.0
-0.74x + -6.49y + 4.82z <= 540.78
-4.23x + 9.32y + 9.03z <= 127.84
-6.48x + -3.7y + 4.73z <= 845.88
-0.02x + 0.47y + 5.83z <= 166.98
9.56x + -2.55y + -9.85z <= 729.42
1.51x + 9.89y + 7.94z <= 744.76
4.36x + -1.35y + -6.85z <= 936.53
9.07x + -3.52y + 8.0z <= 195.27
9.57x + 0.19y + 0.64z <= 364.34
9.08x + -3.54y + 4.06z <= 798.86
4.78x + 7.72y + -3.0z <= 564.18
-0.64x + 9.4y + -9.1z <= 482.22
6.7x + -5.18y + 8.77z <= 406.31
0.33x + -7.8y + -1.43z <= 915.66
-9.82x + -6.24y + 8.57z <= 576.26
-1.96x + 1.06y + 1.68z <= 713.42
-9.98x + -8.6y + -9.61z <= 339.98
-2.28x + 2.23y + 2.46z <= 872.76
-5.95x + -1.79y + -8.15z <= 870.3
-8.49x + 8.07y + 9.44z <= 220.74
8.14x + 9.58y + 2.2z <= 710.43
7.11x + 6.4y + 8.78z <= 231.67
-9.98x + 2.19y + -6.24z <= 780.77
9.51x + 9.42y + 7.83z <= 344.32
