max -8.87x + -2.53y + 1.18z
-9.12x + 3.86y + -2.45z <= 399.73
7.12x + 4.17y + 7.85z <= 349.79
7.14x + -2.24y + 1.22z <= 840.25
9.04x + -7.48y + 4.26z <= 482.56
-6.37x + -6.76y + -5.02z <= 271.47
-8.08x + 6.86y + -6.52z <= 595.1
-2.62x + -0.01y + 7.01z <= 322.01
8.11x + -4.44y + 8.03z <= 953.96
-4.1x + -4.21y + 0.15z <= 327.89
-3.27x + -6.37y + -7.94z <= 177.24
7.38x + 3.32y + -9.72z <= 852.59
6.8x + 9.46y + -5.43z <= 843.72
-5.96x + -8.93y + 2.61z <= 916.44
4.42x + -4.75y + -8.24z <= 913.7
-1.02x + 5.66y + 7.46z <= 741.03
3.32x + 9.39y + 8.13z <= 573.52
-9.06x + -8.54y + 2.63z <= 300.41
9.46x + -7.77y + 7.5z <= 242.93
7.18x + -3.0y + -4.16z <= 347.03
5.47x + 0.07y + 8.17z <= 653.44
-6.88x + 1.97y + -7.21z <= 445.47
-0.98x + 6.49y + -2.96z <= 969.0
9.99x + -7.52y + 1.18z <= 887.78
7.37x + 0.71y + -7.18z <= 930.84
-6.1x + -2.95y + 6.59z <= 429.72
7.02x + 8.64y + 9.47z <= 715.04
-8.3x + -0.98y + 8.72z <= 149.74
4.44x + -8.05y + -7.4z <= 749.68
1.26x + 9.37y + -4.65z <= 755.15
7.88x + -9.59y + -6.17z <= 499.61
-2.29x + -7.68y + -6.18z <= 599.22
0.9x + -8.6y + 3.07z <= 570.13
-9.51x + 7.24y + -9.44z <= 178.95
-8.23x + 1.94y + -3.34z <= 385.83
4.09x + 2.24y + 5.39z <= 718.88
3.47x + -10.0y + -0.71z <= 602.67
-1.33x + 5.66y + -7.74z <= 169.26
-5.76x + -9.58y + 4.39z <= 675.3
0.54x + -3.93y + 7.65z <= 393.08
-0.97x + -2.3y + -6.19z <= 766.65
8.19x + -0.35y + -4.63z <= 613.18
-7.13x + 7.33y + -4.93z <= 575.94
-6.85x + -2.88y + -5.84z <= 226.58
5.27x + 2.2y + 6.93z <= 814.51
-9.65x + -0.57y + 3.94z <= 609.47
9.8x + 0.32y + -4.47z <= 281.93
8.66x + 1.23y + 8.07z <= 554.63
6.87x + 0.23y + -1.49z <= 871.15
9.23x + -3.35y + -9.25z <= 664.51
-3.96x + -7.75y + 7.01z <= 664.99
1.36x + -3.32y + -9.34z <= 646.12
-4.08x + 7.07y + -3.11z <= 463.57
7.6x + 9.96y + -0.7z <= 295.97
-7.93x + -1.06y + 4.95z <= 799.71
9.14x + 6.9y + 7.07z <= 829.37
-5.7x + -6.34y + 6.48z <= 321.95
9.3x + 2.13y + -1.9z <= 267.46
6.86x + 6.38y + -7.39z <= 935.28
4.98x + 2.86y + 9.9z <= 655.46
8.3x + 0.13y + -2.33z <= 728.08
-5.31x + 0.84y + 6.1z <= 423.85
2.68x + 6.04y + 6.08z <= 746.33
0.89x + -9.97y + -1.35z <= 560.42
8.97x + -2.84y + -4.44z <= 167.42
-8.58x + 6.25y + -4.23z <= 782.84
-2.05x + 6.92y + 9.33z <= 686.17
-10.0x + 9.23y + 0.77z <= 891.37
-7.88x + 6.07y + 6.77z <= 868.95
-7.75x + -9.17y + -5.61z <= 770.52
-0.48x + 3.95y + -0.15z <= 220.96
-9.53x + 8.8y + 5.52z <= 997.99
3.88x + 3.47y + -3.88z <= 280.24
9.13x + -7.06y + 1.56z <= 273.87
-0.6x + -9.25y + 3.92z <= 885.17
-9.95x + -0.01y + -6.65z <= 598.28
-5.06x + -8.88y + -5.13z <= 365.75
-7.73x + 0.32y + -4.15z <= 945.14
1.69x + 2.98y + 9.49z <= 218.33
6.48x + -6.28y + 1.5z <= 865.19
1.71x + 5.75y + 7.54z <= 921.77
-1.44x + -8.38y + 8.07z <= 308.16
7.7x + -5.14y + 0.11z <= 622.59
-4.91x + -7.8y + 6.9z <= 158.72
-8.92x + -0.48y + -4.92z <= 552.55
-7.12x + 6.8y + -7.85z <= 260.66
8.84x + -2.97y + -1.26z <= 482.7
-9.16x + -8.9y + -0.81z <= 856.5
-6.67x + -4.78y + -3.96z <= 175.46
-3.33x + -7.82y + 5.35z <= 599.8
0.23x + 6.39y + -8.46z <= 172.25
5.15x + -8.7y + 5.16z <= 910.29
-4.34x + -0.52y + -4.16z <= 267.1
-0.75x + 8.83y + -7.18z <= 724.51
-1.56x + -0.18y + -6.1z <= 741.55
-4.56x + 2.05y + -8.93z <= 864.91
5.25x + -6.55y + -1.5z <= 624.85
3.99x + 0.95y + -5.06z <= 422.89
3.02x + -9.46y + 7.9z <= 456.42
2.48x + 6.0y + 8.7z <= 311.08
5.88x + -4.96y + -9.37z <= 799.33
-1.25x + -0.08y + 7.04z <= 209.68
1.27x + -6.02y + 7.34z <= 402.77
7.44x + -8.13y + -2.67z <= 510.8
-3.32x + -3.57y + 8.69z <= 584.57
0.85x + 2.72y + -2.97z <= 470.82
-9.1x + 3.78y + -5.64z <= 945.83
9.59x + -4.64y + 7.09z <= 317.57
-8.94x + 5.77y + -2.56z <= 697.2
-7.76x + -4.96y + -9.14z <= 922.71
7.86x + 7.04y + 4.71z <= 231.31
6.91x + 2.15y + -2.56z <= 856.37
8.47x + -2.2y + -6.67z <= 389.36
-5.94x + -4.82y + -7.48z <= 460.55
-1.87x + 7.45y + 2.64z <= 335.83
7.95x + -6.84y + -3.75z <= 375.0
-0.05x + -8.6y + 8.31z <= 921.57
4.19x + -6.98y + 7.12z <= 733.42
-1.1x + 4.02y + -7.68z <= 591.3
0.49x + -3.31y + 9.76z <= 358.8
8.77x + -0.96y + 5.2z <= 845.56
1.99x + -7.08y + -9.77z <= 164.45
-6.76x + -6.22y + 3.27z <= 110.17
-8.57x + 4.94y + -5.4z <= 937.89
8.0x + 0.55y + -3.58z <= 669.95
-2.36x + -7.38y + 5.08z <= 398.08
6.92x + 7.84y + -1.74z <= 379.37
-9.25x + 6.81y + 2.22z <= 840.43
-7.26x + 5.04y + -9.79z <= 339.3
-0.28x + 3.42y + 0.2z <= 291.17
4.39x + 4.67y + 1.8z <= 768.01
6.18x + 8.96y + -7.29z <= 409.45
-9.05x + -1.42y + 9.56z <= 341.79
-2.4x + 6.43y + -0.86z <= 579.3
2.06x + -2.53y + 8.22z <= 366.44
8.1x + 0.89y + 7.11z <= 221.26
4.31x + -7.87y + 6.47z <= 237.99
-0.72x + 1.96y + 9.38z <= 878.49
-6.5x + 2.46y + -6.18z <= 392.51
1.65x + -4.69y + -1.23z <= 318.51
-5.1x + 1.6y + -8.35z <= 252.7
-4.86x + 3.64y + 4.36z <= 668.68
-2.77x + -8.24y + 8.49z <= 390.37
1.32x + 3.6y + -4.79z <= 203.28
-5.78x + 1.17y + 0.33z <= 374.46
4.68x + -5.57y + 9.29z <= 833.65
9.95x + -9.1y + 9.5z <= 858.89
-5.92x + -8.87y + -1.22z <= 576.44
-9.22x + 9.54y + -8.0z <= 857.36
-3.84x + 2.17y + -2.05z <= 709.19
5.44x + 5.02y + -2.12z <= 433.27
7.67x + -0.5y + 1.34z <= 887.26
3.59x + 2.3y + -0.03z <= 204.16
10.0x + -7.13y + 6.64z <= 363.77
3.53x + -9.58y + -0.09z <= 732.92
-3.94x + -4.2y + -2.32z <= 146.65
-9.92x + -3.16y + 4.93z <= 265.21
3.3x + -9.59y + 1.73z <= 857.96
-9.27x + -5.76y + 9.08z <= 735.17
-1.37x + -9.1y + 2.51z <= 885.21
5.66x + -0.26y + 6.39z <= 941.98
7.1x + 0.47y + -5.78z <= 465.69
4.89x + 5.97y + 6.45z <= 749.8
6.74x + 8.32y + -1.37z <= 141.01
8.81x + 9.46y + 7.78z <= 642.22
-1.14x + -9.76y + -7.14z <= 750.14
5.95x + 5.13y + -9.54z <= 975.55
0.4x + -0.3y + 6.37z <= 791.64
3.43x + 4.37y + 6.87z <= 530.17
0.43x + -3.45y + -5.27z <= 760.79
-8.33x + -6.74y + 1.48z <= 288.1
-9.03x + -3.49y + 3.68z <= 536.01
-1.68x + 3.29y + -5.79z <= 115.35
-1.8x + -8.46y + -6.42z <= 207.68
-7.65x + -8.51y + 0.82z <= 904.75
8.78x + 0.96y + -2.7z <= 522.96
3.79x + -7.98y + 5.44z <= 773.5
2.08x + -0.25y + 4.3z <= 631.82
3.03x + 4.71y + -7.58z <= 323.04
-9.22x + 9.47y + 0.12z <= 698.78
-3.18x + -5.97y + 2.96z <= 508.9
-8.56x + 4.7y + -7.39z <= 627.76
-8.62x + -2.98y + -9.43z <= 520.12
-3.81x + -3.8y + 2.51z <= 499.04
-9.16x + 7.99y + 5.85z <= 129.36
9.83x + 4.52y + -6.4z <= 835.46
7.66x + -3.73y + 8.5z <= 443.5
8.35x + 5.18y + -6.44z <= 379.14
5.92x + -9.97y + 8.17z <= 856.24
-0.66x + 0.38y + -1.99z <= 746.27
-4.64x + 1.4y + 9.57z <= 843.66
-4.34x + 9.06y + 3.1z <= 528.14
-9.42x + 3.69y + 7.19z <= 347.49
5.95x + 1.87y + 6.38z <= 177.07
2.01x + 7.65y + 4.36z <= 651.61
9.47x + 0.22y + -7.71z <= 163.52
8.13x + -2.2y + 8.23z <= 753.03
-4.34x + 8.79y + 4.37z <= 641.52
4.57x + 6.68y + 7.71z <= 781.6
-7.37x + -4.71y + -7.23z <= 552.39
4.34x + -0.33y + 6.89z <= 466.33
-7.56x + 5.53y + -8.85z <= 336.24
8.79x + -7.36y + -9.09z <= 332.29
-9.37x + 4.95y + 4.41z <= 140.33
-6.76x + -1.47y + -4.35z <= 370.84
-9.05x + 3.34y + 3.23z <= 293.76
-5.88x + 6.36y + -6.52z <= 812.27
-2.86x + -3.54y + -2.71z <= 977.6
-7.01x + -6.09y + 8.36z <= 216.09
-9.97x + 3.37y + 8.3z <= 840.12
-1.27x + -7.08y + 9.02z <= 653.81
4.3x + -0.6y + 3.56z <= 175.55
-8.72x + 4.15y + -6.67z <= 585.94
-6.34x + -7.12y + 6.31z <= 956.4
3.57x + 5.46y + -2.04z <= 328.6
6.56x + -1.22y + 2.95z <= 686.31
-1.31x + -5.65y + 7.23z <= 270.27
-8.47x + -4.4y + 5.23z <= 504.34
2.15x + 4.14y + 4.16z <= 230.35
-3.77x + -9.09y + -0.67z <= 938.71
-4.81x + -1.57y + 5.49z <= 439.32
7.35x + -3.13y + 1.93z <= 946.12
6.45x + 7.16y + -1.7z <= 940.46
6.51x + -3.58y + -4.4z <= 343.03
-2.61x + -1.89y + -7.18z <= 666.25
8.62x + 3.88y + 0.47z <= 480.4
2.48x + -7.37y + -6.65z <= 670.32
-4.04x + 3.1y + -7.81z <= 129.76
-8.25x + -7.85y + 5.45z <= 839.77
-7.72x + -2.39y + -7.96z <= 266.11
8.88x + -9.88y + 4.82z <= 518.4
8.79x + -0.52y + 1.17z <= 855.71
5.07x + -1.74y + 6.23z <= 566.4
1.79x + 7.39y + 7.47z <= 888.67
5.01x + 4.87y + -8.15z <= 334.25
5.04x + -7.22y + -0.44z <= 890.77
9.64x + 5.44y + 1.14z <= 402.68
0.73x + 3.46y + -2.0z <= 533.75
-2.87x + -2.67y + 3.18z <= 525.68
6.91x + 3.17y + -5.16z <= 845.17
-7.08x + 5.94y + -4.12z <= 540.05
-9.28x + 4.81y + 7.52z <= 576.36
-7.48x + -1.04y + 0.14z <= 861.06
8.06x + 6.92y + -0.57z <= 396.84
4.23x + -3.03y + -5.26z <= 550.27
4.94x + -5.36y + -9.93z <= 620.84
1.95x + -3.31y + 2.65z <= 728.97
2.87x + -0.12y + 8.67z <= 624.5
4.12x + 7.48y + 8.39z <= 911.47
-4.48x + -3.44y + 5.64z <= 544.84
-9.48x + 8.67y + 4.15z <= 115.38
-1.72x + -0.65y + 0.82z <= 825.97
9.0x + -9.64y + -4.69z <= 203.26
-6.96x + 6.14y + -0.95z <= 478.69
-7.51x + 9.96y + -6.25z <= 614.02
5.05x + -4.66y + -8.44z <= 912.89
-2.6x + -5.68y + -3.94z <= 686.15
-4.25x + 2.1y + -1.27z <= 720.73
-6.99x + 5.45y + -9.13z <= 763.02
8.17x + -7.89y + 3.06z <= 900.5
2.35x + 3.78y + -3.86z <= 569.1
-4.36x + 8.9y + -1.88z <= 774.97
3.11x + 7.45y + 9.26z <= 518.65
-6.16x + 0.44y + 7.64z <= 238.46
-8.57x + -4.88y + -6.18z <= 875.73
0.66x + -3.69y + 4.88z <= 148.84
1.25x + 9.82y + -7.04z <= 747.88
3.64x + -7.31y + 0.57z <= 451.66
-3.03x + 8.87y + 3.31z <= 264.72
8.91x + 7.16y + -5.31z <= 641.11
-7.27x + -4.18y + 3.66z <= 299.68
9.91x + -2.24y + 0.32z <= 545.69
-8.35x + -1.72y + -6.97z <= 826.66
-1.56x + 3.22y + -7.76z <= 525.13
9.24x + -2.11y + 9.51z <= 239.14
-9.07x + 3.71y + 9.95z <= 335.9
8.59x + 4.04y + 9.7z <= 370.72
2.84x + -1.53y + -2.85z <= 835.2
3.14x + 6.06y + -5.23z <= 386.04
-4.72x + 1.84y + -9.5z <= 873.08
2.93x + -5.49y + 6.65z <= 315.29
-6.58x + 4.18y + 9.43z <= 507.63
-7.61x + -2.04y + -7.35z <= 742.94
4.58x + 9.01y + 9.75z <= 909.05
2.83x + -6.23y + 6.35z <= 635.03
8.14x + 7.74y + -5.38z <= 839.12
-8.25x + 3.66y + 0.15z <= 856.48
-8.73x + -5.14y + 3.75z <= 164.01
1.65x + -0.67y + 8.95z <= 118.01
-0.84x + 3.57y + -4.41z <= 427.23
-6.69x + 6.7y + 0.4z <= 818.33
-7.25x + 2.95y + 3.88z <= 786.53
-9.41x + -7.64y + -4.36z <= 975.2
-1.61x + 3.23y + -2.97z <= 397.1
-4.31x + 0.27y + -1.63z <= 740.23
7.1x + -9.62y + -2.29z <= 306.95
5.85x + -7.13y + 5.32z <= 577.59
-8.22x + -7.17y + -4.61z <= 815.39
7.01x + -6.18y + -4.21z <= 262.83
-6.98x + 8.03y + 4.64z <= 994.71
-4.39x + 1.36y + -9.29z <= 325.13
6.64x + -5.56y + 6.96z <= 667.52
4.99x + 2.3y + -8.51z <= 345.94
-7.17x + 9.88y + -2.09z <= 596.32
-9.23x + 8.0y + 2.79z <= 460.56
-3.97x + 5.82y + -1.69z <= 152.77
-0.06x + 1.26y + -3.23z <= 114.07
-7.88x + -7.23y + 1.43z <= 393.8
8.21x + -4.52y + -1.12z <= 566.73
-1.87x + -8.3y + -7.42z <= 366.66
1.63x + 6.87y + -9.43z <= 679.67
7.21x + 1.05y + -6.79z <= 460.47
0.93x + 1.3y + -6.87z <= 955.59
-0.99x + -6.03y + 8.48z <= 721.13
-5.14x + 9.44y + -4.7z <= 686.76
4.48x + 9.59y + -1.6z <= 623.59
3.24x + 8.38y + -5.27z <= 327.73
-0.73x + 8.5y + 9.42z <= 989.33
-3.67x + 7.58y + -8.31z <= 295.04
0.22x + 2.97y + 4.0z <= 436.24
1.36x + 4.51y + 3.2z <= 470.21
8.15x + 4.48y + -9.15z <= 787.06
6.86x + -9.19y + -6.56z <= 413.06
2.27x + -2.87y + -8.41z <= 634.67
4.97x + 8.79y + -9.43z <= 863.97
8.64x + -2.42y + -7.54z <= 827.65
1.52x + -4.64y + -4.42z <= 624.05
-7.71x + 9.61y + -5.51z <= 819.03
4.24x + -5.77y + -9.22z <= 191.71
6.21x + -1.83y + 5.18z <= 659.4
-3.78x + -0.63y + -8.49z <= 326.1
-8.13x + -9.53y + -3.33z <= 761.39
0.81x + -9.67y + 0.15z <= 187.59
3.9x + -2.62y + -6.06z <= 357.54
2.78x + 0.77y + -0.39z <= 888.47
1.48x + -3.05y + 9.25z <= 564.67
-9.81x + 1.5y + 2.85z <= 903.9
-6.75x + 9.52y + -2.48z <= 263.66
4.29x + 4.19y + 7.49z <= 202.29
5.54x + 3.8y + 4.75z <= 609.4
-7.19x + 0.13y + -8.48z <= 295.92
-9.94x + -2.88y + 3.35z <= 784.24
3.16x + 7.97y + 8.87z <= 634.91
-6.44x + -4.34y + -0.78z <= 525.46
-2.83x + -5.98y + -0.21z <= 814.97
5.87x + -9.24y + 8.29z <= 772.15
3.77x + -2.97y + 4.72z <= 344.68
3.31x + -9.82y + 0.21z <= 243.34
-9.85x + -9.81y + -4.68z <= 975.44
-0.33x + 2.35y + 2.22z <= 410.75
-8.77x + 9.27y + 2.64z <= 804.08
-6.97x + -4.85y + -8.38z <= 430.36
2.51x + 0.84y + -2.58z <= 228.9
-1.94x + 1.98y + -8.26z <= 939.77
-1.94x + -4.82y + 0.33z <= 105.18
-0.86x + -5.14y + 3.68z <= 638.65
-3.86x + -6.18y + -6.76z <= 763.14
-9.12x + -1.62y + 2.77z <= 231.98
7.25x + -0.89y + -1.87z <= 474.38
5.64x + -3.36y + 2.38z <= 278.01
3.71x + 2.72y + 8.57z <= 635.53
-5.51x + 8.48y + -6.09z <= 475.86
1.53x + 1.07y + -2.48z <= 876.5
0.6x + 6.0y + -7.24z <= 983.18
-2.64x + 7.09y + 6.19z <= 505.11
9.34x + 6.88y + -2.16z <= 448.62
9.57x + -2.13y + -6.1z <= 383.37
3.97x + 9.17y + 1.26z <= 682.01
2.65x + -8.51y + 3.29z <= 896.85
-9.27x + 8.15y + -3.04z <= 931.94
-5.73x + 8.14y + -4.95z <= 255.02
-4.78x + -5.69y + 9.32z <= 600.99
3.67x + -5.58y + -2.6z <= 205.25
-0.84x + 6.87y + 5.55z <= 779.07
-4.64x + -0.48y + 4.95z <= 519.41
7.22x + 4.09y + 4.45z <= 789.26
-5.46x + 5.93y + 1.69z <= 283.3
6.36x + -5.29y + -0.53z <= 181.56
1.41x + -2.39y + 9.71z <= 312.07
6.91x + 8.0y + -9.79z <= 100.96
-3.35x + -5.21y + -2.95z <= 798.99
-2.79x + -7.1y + 1.64z <= 684.05
3.47x + 8.4y + 9.04z <= 133.07
-10.0x + 4.99y + -7.08z <= 858.02
5.0x + 9.84y + -6.41z <= 381.34
3.77x + 4.23y + 1.21z <= 768.28
6.42x + 2.28y + -5.04z <= 476.73
-3.28x + -1.42y + -0.44z <= 869.64
1.84x + -9.44y + 7.17z <= 991.42
-2.67x + 0.63y + -7.45z <= 389.49
4.1x + 3.3y + -7.56z <= 486.01
-3.24x + -3.83y + -9.31z <= 523.63
0.58x + 5.29y + -3.48z <= 423.22
-5.25x + 1.53y + -7.85z <= 381.47
7.08x + 6.99y + -2.33z <= 518.41
-2.4x + -0.15y + -5.52z <= 814.73
-6.11x + -7.64y + -5.19z <= 884.89
-3.67x + 2.95y + -2.82z <= 445.43
-5.25x + -0.74y + -8.29z <= 752.44
4.09x + 6.14y + 5.9z <= 276.96
9.95x + 4.99y + 1.63z <= 615.7
-3.83x + -8.07y + -1.03z <= 228.21
-5.57x + 9.27y + -2.98z <= 643.75
3.81x + -2.56y + 7.47z <= 213.36
-8.69x + -0.35y + -0.19z <= 688.56
-7.67x + -4.1y + 6.57z <= 869.33
7.24x + -6.22y + 1.77z <= 725.34
3.46x + -7.86y + 9.19z <= 714.31
9.6x + -2.54y + -9.74z <= 320.42
-6.62x + -4.01y + -1.23z <= 434.61
1.41x + 4.04y + -9.93z <= 810.21
0.48x + -5.85y + 9.5z <= 754.61
-9.63x + 3.64y + -6.86z <= 145.55
-1.72x + -2.94y + 1.28z <= 326.31
-2.13x + -7.05y + -6.57z <= 814.72
7.63x + 0.98y + -6.86z <= 973.52
-0.38x + -9.66y + 4.6z <= 396.19
-8.89x + -5.07y + -0.87z <= 542.42
5.41x + 4.05y + 5.6z <= 920.94
7.04x + -0.5y + 6.45z <= 947.52
5.99x + -4.13y + 0.47z <= 454.02
5.39x + 5.01y + -2.1z <= 221.56
-2.84x + 0.17y + 4.38z <= 199.83
5.73x + -3.36y + -3.43z <= 593.78
9.63x + 8.17y + 7.08z <= 788.49
-9.07x + -7.7y + -2.6z <= 943.25
-0.78x + 9.52y + -4.5z <= 928.79
-6.11x + -0.96y + 4.15z <= 367.26
7.57x + 1.57y + 8.19z <= 955.74
9.68x + 6.33y + 7.1z <= 683.98
5.32x + 4.23y + -6.06z <= 647.67
-6.02x + 1.12y + 2.06z <= 689.24
-8.26x + -3.19y + -6.45z <= 641.0
-1.37x + 4.48y + 8.98z <= 328.56
3.54x + -4.63y + -0.55z <= 863.4
-3.5x + -6.73y + 2.69z <= 476.14
0.36x + -8.11y + -2.9z <= 504.89
5.12x + 5.58y + 7.26z <= 398.71
-4.48x + 2.57y + 4.49z <= 829.12
2.6x + 4.15y + 9.76z <= 297.23
-0.18x + -8.45y + 0.23z <= 876.36
9.36x + 8.37y + 3.06z <= 351.06
4.93x + 9.46y + 2.73z <= 541.56
0.09x + -2.11y + 1.78z <= 207.47
6.11x + 7.22y + 6.17z <= 145.74
-3.24x + 5.9y + -0.07z <= 738.47
-0.13x + 3.24y + -8.72z <= 205.08
0.91x + -4.17y + 5.34z <= 230.83
-2.37x + 7.07y + 3.86z <= 474.75
-4.57x + 8.59y + -2.17z <= 943.1
4.29x + 2.44y + -4.1z <= 642.35
-9.37x + -9.01y + 0.34z <= 390.56
6.38x + -3.72y + 2.28z <= 177.57
5.82x + 3.0y + -1.66z <= 250.62
-7.02x + 0.23y + 6.87z <= 801.5
5.64x + -6.49y + -8.3z <= 627.73
7.27x + 9.76y + -1.74z <= 681.23
-1.81x + -9.36y + 4.81z <= 586.38
-5.2x + -8.32y + -0.89z <= 433.38
0.22x + -0.54y + 7.18z <= 341.89
-2.23x + -1.83y + -4.61z <= 367.07
-2.12x + 1.48y + -7.34z <= 670.5
1.09x + 0.93y + 5.84z <= 708.88
9.64x + -2.29y + -3.42z <= 103.25
-0.09x + 0.15y + -6.86z <= 627.11
2.99x + -7.62y + -8.21z <= 155.1
-8.03x + -0.11y + -7.59z <= 636.95
6.44x + 8.03y + 0.32z <= 528.79
-7.44x + 8.59y + -2.59z <= 453.12
1.62x + 3.5y + 8.37z <= 418.39
3.84x + -1.97y + -9.98z <= 120.61
2.39x + 3.39y + 9.3z <= 116.44
-8.07x + 9.09y + 1.98z <= 866.39
-6.3x + 9.6y + 7.99z <= 433.25
-1.42x + 6.52y + -6.04z <= 700.77
8.71x + -8.25y + 5.37z <= 115.88
3.32x + -3.83y + 1.9z <= 397.69
-2.09x + 4.81y + -5.01z <= 941.51
5.0x + 1.73y + -8.99z <= 870.19
7.59x + 1.12y + 8.96z <= 982.89
0.13x + -0.39y + -5.31z <= 114.22
-2.73x + 3.93y + 8.3z <= 885.9
-3.09x + 8.11y + -6.32z <= 882.67
-3.22x + -1.77y + 3.35z <= 367.7
6.39x + -0.97y + 0.03z <= 844.4
-0.23x + -0.36y + 8.35z <= 202.08
-9.49x + 1.23y + 9.82z <= 228.22
-8.47x + -8.14y + 2.26z <= 216.0
8.95x + -3.95y + -1.68z <= 838.96
3.95x + 8.03y + -1.22z <= 906.64
3.19x + 4.9y + -5.86z <= 234.71
8.26x + -3.56y + 7.34z <= 344.55
-3.53x + 9.46y + -3.7z <= 425.7
1.1x + -0.61y + -2.38z <= 746.96
0.54x + 0.76y + 2.64z <= 549.51
9.72x + 5.2y + -7.67z <= 986.94
-3.39x + -5.13y + -4.99z <= 205.09
9.47x + -4.67y + -8.75z <= 646.83
-0.66x + 3.44y + -5.78z <= 894.81
-1.39x + 8.67y + -0.5z <= 710.56
-8.85x + -3.21y + 2.53z <= 563.49
1.31x + 4.16y + -6.93z <= 577.09
-4.94x + -4.44y + -8.15z <= 762.81
2.92x + -2.05y + 2.76z <= 947.35
-0.36x + 9.14y + -0.36z <= 920.57
9.37x + -9.28y + 0.07z <= 962.28
-9.37x + -7.62y + -0.33z <= 803.29
2.16x + -4.15y + -1.98z <= 169.68
-4.66x + -6.61y + 9.04z <= 959.96
-1.63x + 2.45y + 9.68z <= 650.4
6.1x + -3.55y + 5.37z <= 582.57
-7.99x + 2.74y + -2.97z <= 377.28
-5.74x + -8.16y + 1.15z <= 511.39
4.86x + -9.2y + -3.66z <= 900.52
-5.59x + -8.93y + -5.92z <= 982.63
2.57x + 3.67y + -6.44z <= 853.26
1.45x + -6.51y + -3.81z <= 453.97
1.79x + 7.92y + -6.72z <= 834.47
4.13x + -2.9y + 9.79z <= 349.36
3.72x + 5.03y + 7.16z <= 717.19
9.43x + -6.17y + -6.14z <= 314.46
9.56x + 8.59y + 5.32z <= 614.08
3.11x + 4.6y + 2.94z <= 484.72
9.41x + 1.25y + -2.48z <= 501.28
3.37x + -1.39y + -6.58z <= 512.59
-2.06x + -0.84y + 3.46z <= 917.48
-1.8x + 3.92y + -5.54z <= 404.93
-2.55x + -2.24y + 1.62z <= 283.09
1.02x + -3.63y + 4.79z <= 874.86
-6.56x + 0.76y + 7.18z <= 294.87
-0.22x + -0.22y + -3.75z <= 911.22
-8.14x + 6.51y + -1.49z <= 818.92
-1.16x + 9.85y + -3.4z <= 652.12
5.97x + 0.62y + 6.86z <= 608.36
4.67x + -6.38y + 1.57z <= 297.1
-0.58x + 6.14y + 9.33z <= 933.15
1.67x + -2.68y + -2.81z <= 464.86
2.99x + 1.17y + -8.25z <= 161.86
-6.51x + -4.51y + 9.22z <= 397.37
4.51x + -4.57y + 2.28z <= 286.6
3.03x + 6.03y + 8.87z <= 432.87
-5.82x + -0.97y + 2.58z <= 901.6
-1.66x + -1.03y + -2.62z <= 655.81
2.66x + 0.15y + 2.85z <= 950.02
-8.8x + -1.76y + 5.67z <= 741.3
3.91x + -7.27y + -3.57z <= 374.93
-1.0x + 6.33y + 9.84z <= 962.25
-6.32x + 3.78y + -8.85z <= 502.32
2.04x + 7.0y + 7.26z <= 677.38
4.72x + 1.46y + 9.83z <= 497.07
-7.39x + 1.41y + -1.56z <= 271.2
0.01x + -4.76y + -5.57z <= 790.03
5.6x + 2.56y + 4.07z <= 853.37
-2.41x + -8.84y + -1.05z <= 594.09
4.69x + 2.31y + -6.54z <= 819.6
5.05x + 4.71y + 0.75z <= 759.57
5.82x + -3.2y + 8.58z <= 946.28
-5.9x + 3.25y + -0.45z <= 950.25
0.39x + -8.37y + 4.63z <= 878.26
-4.6x + -6.2y + 9.05z <= 218.29
-8.36x + 5.18y + 3.74z <= 763.76
3.39x + -4.44y + -3.41z <= 641.49
5.96x + -3.5y + -7.61z <= 302.93
6.5x + -2.38y + -3.95z <= 889.77
-0.06x + -8.37y + -9.38z <= 782.98
-2.97x + 8.79y + 9.97z <= 915.48
-5.29x + 7.56y + 5.44z <= 410.76
5.43x + 6.66y + 3.71z <= 126.67
-0.68x + 9.95y + -2.98z <= 907.96
-6.99x + 4.14y + 5.7z <= 565.38
-0.71x + -0.8y + -5.46z <= 990.33
-5.99x + -8.18y + -3.98z <= 330.84
-9.64x + -5.64y + 3.11z <= 719.19
1.87x + -0.03y + 5.6z <= 259.11
4.62x + -1.82y + 4.79z <= 780.75
-3.38x + -1.06y + 7.55z <= 405.86
9.61x + -5.06y + 7.47z <= 442.52
-0.65x + -8.32y + -4.6z <= 888.87
-6.97x + -9.53y + -7.2z <= 693.34
6.15x + 5.39y + -7.79z <= 234.53
6.12x + -8.48y + 6.86z <= 763.13
2.29x + -0.91y + -1.89z <= 879.97
7.0x + 3.94y + -7.32z <= 182.21
6.33x + 6.82y + -4.15z <= 153.87
9.81x + -5.87y + 3.86z <= 646.37
7.4x + 0.74y + -9.2z <= 760.72
5.71x + -2.89y + -2.25z <= 239.09
-7.44x + -6.99y + 8.28z <= 854.82
4.77x + -8.93y + -3.44z <= 662.39
9.4x + 5.59y + -7.01z <= 247.96
-7.63x + -3.79y + 0.94z <= 107.38
6.98x + 7.35y + 5.11z <= 812.12
-7.35x + -3.23y + -4.87z <= 670.35
-5.96x + -7.54y + 9.77z <= 601.52
-2.48x + -1.15y + 8.58z <= 938.24
1.55x + 9.59y + -4.4z <= 675.44
