max 0.77x + -8.0y + 2.98z
-4.21x + -0.02y + 7.46z <= 424.27
5.97x + -7.88y + 0.94z <= 563.84
5.51x + 0.73y + 5.07z <= 619.32
0.77x + 2.76y + 8.12z <= 853.28
9.47x + 7.77y + -1.71z <= 145.54
-5.87x + 7.97y + -4.74z <= 940.76
3.96x + 2.19y + -8.9z <= 882.24
-8.7x + -4.65y + -5.46z <= 180.72
-3.58x + 5.24y + -5.15z <= 578.04
-1.04x + 5.7y + 7.55z <= 175.22
-3.53x + 8.9y + -5.9z <= 420.21
0.07x + 4.9y + 4.11z <= 949.97
5.36x + 8.96y + 7.64z <= 637.07
-7.2x + 5.27y + -3.46z <= 824.88
-7.55x + 9.55y + 0.49z <= 592.95
8.95x + -7.95y + -3.62z <= 736.44
6.4x + -9.23y + -7.0z <= 333.01
-4.18x + -6.81y + -3.71z <= 124.92
6.85x + 7.93y + -7.64z <= 481.94
-1.65x + 2.93y + -6.83z <= 676.46
-2.5x + -2.11y + -8.54z <= 997.53
6.57x + 8.78y + 2.47z <= 216.47
-2.75x + 7.17y + 0.24z <= 106.12
5.07x + -8.44y + -6.04z <= 982.23
-3.3x + 9.98y + 3.55z <= 194.89
-9.0x + 5.29y + 2.54z <= 665.92
9.94x + -4.59y + 6.67z <= 587.22
2.74x + 5.85y + 3.62z <= 470.62
-7.79x + -0.29y + 6.66z <= 754.93
-9.97x + 9.66y + -5.65z <= 306.41
4.48x + 4.67y + 2.55z <= 202.85
2.74x + 8.35y + 7.87z <= 421.71
9.39x + -6.63y + -9.37z <= 693.36
-5.14x + -0.2y + -2.19z <= 308.6
8.91x + 0.61y + -4.43z <= 874.59
-3.51x + 0.07y + 4.09z <= 724.16
3.93x + 6.69y + 0.18z <= 599.09
5.23x + -5.48y + -1.1z <= 391.36
-8.35x + 6.54y + -8.8z <= 235.43
7.08x + 4.28y + -8.36z <= 890.15
-2.97x + -4.04y + -9.18z <= 659.28
-2.03x + -8.61y + -8.95z <= 677.21
-5.09x + -6.18y + -5.52z <= 695.01
-0.79x + -8.59y + -0.05z <= 407.43
6.99x + -4.7y + -9.48z <= 952.96
-2.36x + 8.29y + 7.59z <= 473.71
-5.31x + 6.55y + 9.59z <= 573.53
-9.23x + -7.88y + -1.81z <= 379.88
5.06x + 7.09y + 8.28z <= 696.5
-0.66x + 8.69y + -0.44z <= 381.15
-9.04x + -8.23y + -3.48z <= 241.11
4.69x + -3.73y + -3.36z <= 634.72
-2.85x + -5.14y + -8.8z <= 487.43
9.84x + -0.76y + -4.08z <= 447.66
-3.19x + 5.7y + -3.1z <= 102.12
-2.0x + 6.94y + 9.14z <= 943.86
-9.9x + -9.74y + 6.43z <= 708.69
-8.64x + -5.83y + 7.41z <= 691.8
6.88x + -7.5y + 0.86z <= 464.37
1.69x + -8.6y + 2.98z <= 731.16
-6.07x + 2.85y + -5.19z <= 430.48
0.77x + 6.97y + 9.5z <= 828.35
0.95x + 3.85y + -2.36z <= 303.64
-6.26x + -8.17y + -1.38z <= 810.9
4.83x + -1.1y + 7.13z <= 840.17
-6.96x + 9.27y + 4.28z <= 541.27
-5.07x + -8.49y + -9.7z <= 576.96
9.22x + 2.64y + -5.82z <= 849.94
-9.04x + -7.44y + -2.9z <= 830.55
4.73x + 3.37y + -1.69z <= 417.94
-5.43x + 5.68y + 1.04z <= 277.34
-6.23x + 2.11y + -5.75z <= 405.92
3.57x + 4.22y + 8.32z <= 399.09
5.22x + -2.1y + 0.34z <= 273.96
-8.92x + -2.51y + 1.39z <= 380.95
7.88x + 4.23y + 9.46z <= 943.5
2.92x + 1.41y + 8.3z <= 428.38
-2.82x + -0.83y + 0.63z <= 487.63
8.13x + -0.46y + -8.7z <= 963.39
-8.86x + -0.32y + 8.4z <= 221.12
1.57x + -0.03y + -4.89z <= 359.5
-2.77x + 2.72y + -8.51z <= 783.15
9.97x + 4.07y + 2.32z <= 137.56
7.0x + 1.91y + 5.87z <= 854.7
-2.55x + 8.72y + -7.01z <= 114.23
-5.07x + 0.61y + -2.51z <= 115.48
-6.18x + 8.89y + -8.11z <= 952.51
9.59x + 7.65y + -2.09z <= 466.57
-5.68x + 5.59y + 4.96z <= 615.11
8.26x + 7.38y + -2.21z <= 540.58
8.09x + 9.04y + -5.62z <= 579.37
6.26x + 8.04y + 0.32z <= 335.15
2.26x + -6.64y + -2.01z <= 439.11
2.63x + -9.44y + 9.78z <= 420.87
8.77x + -5.22y + 1.45z <= 720.41
-4.44x + -1.53y + -8.51z <= 347.44
0.45x + -2.8y + 1.98z <= 783.77
-5.0x + 8.23y + 6.25z <= 700.82
-8.38x + 8.48y + 4.56z <= 207.96
-6.82x + 5.99y + -4.57z <= 449.77
3.53x + -0.69y + 4.32z <= 548.91
0.59x + 3.1y + -9.45z <= 468.04
0.41x + 4.85y + 3.53z <= 180.51
-7.5x + 5.83y + 0.73z <= 242.6
1.87x + 1.64y + 3.04z <= 119.75
8.51x + 0.12y + -6.9z <= 634.02
8.05x + 8.96y + 3.62z <= 849.56
-3.75x + -3.72y + 5.51z <= 827.41
-4.29x + 3.52y + -4.28z <= 376.67
7.42x + -8.72y + -4.29z <= 564.18
-3.86x + 3.6y + 5.42z <= 665.96
-3.14x + -6.25y + 0.04z <= 780.17
-1.29x + 4.42y + -4.41z <= 807.68
-6.21x + -7.03y + 6.29z <= 658.76
1.11x + 5.07y + 6.37z <= 119.87
9.03x + 7.58y + -2.7z <= 340.06
-7.9x + -8.2y + 1.16z <= 588.5
-9.78x + -3.0y + 4.39z <= 781.95
6.7x + -0.51y + 4.18z <= 766.7
9.74x + -5.3y + -9.94z <= 418.86
-5.6x + 2.96y + 7.42z <= 730.64
9.34x + -5.53y + -7.85z <= 762.21
9.67x + -6.94y + 4.8z <= 373.63
6.0x + -8.81y + 1.7z <= 407.79
-1.4x + -6.51y + 6.37z <= 306.88
-4.68x + -7.9y + -5.81z <= 377.06
-1.11x + -6.68y + -6.68z <= 735.94
-1.66x + 1.23y + 9.06z <= 286.48
6.3x + -7.57y + -7.85z <= 677.25
7.82x + -5.74y + -5.01z <= 864.56
5.86x + -1.38y + -5.07z <= 666.42
0.64x + -8.68y + -8.44z <= 944.79
-0.14x + 1.33y + 0.26z <= 164.15
-1.58x + -5.47y + -8.75z <= 488.78
-9.89x + 7.98y + -9.67z <= 628.86
0.56x + -5.24y + -0.34z <= 885.68
-2.25x + -5.5y + 9.1z <= 396.57
-7.47x + 8.01y + 8.33z <= 564.87
6.43x + -7.46y + 0.58z <= 626.98
-9.82x + 1.15y + -4.44z <= 104.58
-4.99x + 1.56y + 3.16z <= 497.59
2.76x + -4.15y + -1.48z <= 691.66
3.27x + 0.81y + 0.74z <= 704.39
3.65x + -1.14y + -1.07z <= 626.83
-5.22x + 2.76y + -5.54z <= 782.53
-7.86x + 3.5y + 0.89z <= 627.02
-5.04x + 5.76y + 7.23z <= 109.07
-3.12x + 1.99y + -6.77z <= 533.08
7.5x + 0.66y + -6.92z <= 329.75
-1.29x + 6.48y + -7.41z <= 689.31
4.5x + -5.86y + 7.15z <= 725.6
-7.64x + -1.74y + -1.34z <= 176.63
-7.08x + -1.01y + 0.33z <= 715.6
-2.52x + 3.89y + -8.07z <= 664.81
-9.54x + -6.71y + 4.03z <= 230.18
-1.31x + -2.09y + -0.4z <= 115.09
9.8x + -6.64y + -4.85z <= 758.17
-2.02x + 0.17y + -4.59z <= 505.84
8.37x + 0.9y + -6.82z <= 352.16
-6.94x + -8.64y + -9.99z <= 643.99
9.93x + 3.74y + 0.85z <= 119.14
-1.67x + -5.43y + -3.23z <= 967.25
-4.55x + 5.2y + -5.74z <= 555.92
3.22x + -4.74y + 2.02z <= 806.71
-5.62x + -9.25y + 0.59z <= 518.88
-7.79x + 1.05y + 7.52z <= 294.91
2.01x + -2.7y + 3.27z <= 492.74
1.22x + -4.34y + -3.24z <= 602.07
8.52x + -0.62y + 1.18z <= 996.29
1.15x + -2.81y + -3.58z <= 789.34
-2.22x + -5.9y + -5.97z <= 770.38
3.62x + -0.03y + -8.84z <= 388.29
6.1x + -8.91y + -0.46z <= 613.92
9.72x + 7.58y + 2.56z <= 329.78
-0.53x + -3.16y + 4.01z <= 250.13
3.21x + 1.18y + 9.58z <= 831.91
5.59x + -5.29y + 8.75z <= 804.3
0.69x + 1.67y + 7.16z <= 975.95
-2.92x + -1.34y + 4.07z <= 482.7
1.49x + 3.82y + -5.96z <= 971.32
0.92x + -5.32y + 7.26z <= 500.91
-7.22x + -6.44y + -8.23z <= 878.62
-4.11x + 8.66y + 0.87z <= 670.54
8.35x + -3.34y + 6.71z <= 912.45
9.26x + -1.91y + 5.84z <= 669.1
7.77x + -9.51y + 6.39z <= 658.07
7.76x + 5.55y + 1.0z <= 757.36
4.44x + 7.67y + 8.87z <= 534.43
-3.05x + 9.69y + -6.49z <= 812.61
1.93x + 4.61y + 9.01z <= 647.27
3.52x + -1.12y + 4.67z <= 788.25
-5.08x + 6.8y + 4.15z <= 692.72
7.58x + -5.82y + 6.12z <= 672.07
-4.11x + -8.39y + 6.17z <= 901.33
-3.96x + 3.26y + -9.75z <= 554.75
-4.74x + 6.87y + 5.82z <= 269.96
-0.23x + -7.62y + 3.79z <= 737.23
9.77x + -0.64y + 8.32z <= 799.11
-7.68x + -4.47y + -7.17z <= 682.58
-8.31x + 4.61y + -6.1z <= 735.63
-0.22x + -3.27y + -0.98z <= 682.45
8.88x + 5.75y + 7.22z <= 746.56
8.29x + 5.19y + 7.35z <= 558.66
3.01x + -1.14y + -2.75z <= 322.03
1.73x + -7.97y + -4.5z <= 862.75
6.21x + 4.05y + -5.02z <= 807.56
7.93x + 7.69y + -5.57z <= 176.32
5.81x + 5.98y + 0.75z <= 656.58
-0.53x + 1.65y + -3.38z <= 380.94
-7.7x + 2.73y + 7.17z <= 990.63
-4.97x + 2.84y + 6.25z <= 263.85
3.84x + 7.55y + -3.33z <= 262.92
0.67x + -5.72y + -0.26z <= 348.72
0.03x + -6.3y + -6.47z <= 964.42
-0.2x + 7.44y + 0.64z <= 577.61
-7.02x + 5.11y + -8.19z <= 524.28
-3.01x + 2.47y + -6.4z <= 173.76
-5.67x + 1.84y + 3.2z <= 318.22
-5.45x + 3.03y + -1.75z <= 446.93
2.7x + 8.59y + 4.53z <= 710.48
-6.06x + 7.48y + -8.75z <= 673.75
-3.48x + 8.81y + 6.12z <= 305.23
3.38x + 6.5y + -7.42z <= 213.92
3.69x + -2.8y + -6.27z <= 636.6
-8.24x + 5.34y + 6.3z <= 544.39
6.32x + -6.13y + -8.65z <= 291.95
-6.42x + -5.01y + 5.16z <= 515.57
3.04x + 6.56y + 4.09z <= 244.62
2.67x + -7.03y + -7.76z <= 449.98
-6.9x + 1.28y + 3.95z <= 399.04
9.67x + 4.98y + -9.44z <= 121.67
0.69x + -1.98y + 7.04z <= 155.22
-0.75x + 8.62y + -0.78z <= 792.41
2.52x + 3.92y + -7.83z <= 330.94
1.03x + -5.7y + 0.03z <= 104.44
8.83x + 3.4y + 3.4z <= 189.4
0.01x + 7.8y + 0.66z <= 306.4
2.54x + -3.7y + 6.03z <= 330.77
7.85x + 9.41y + 4.83z <= 292.61
7.06x + -3.53y + 7.78z <= 803.09
-4.37x + -1.33y + 1.27z <= 515.76
-4.67x + -1.71y + 8.22z <= 909.19
7.04x + 8.95y + -3.4z <= 791.35
-5.33x + -2.16y + -8.54z <= 555.27
-5.15x + 5.52y + 6.45z <= 675.58
8.73x + -5.13y + 1.96z <= 724.75
3.42x + -4.86y + -7.66z <= 588.6
8.81x + 7.65y + 2.64z <= 443.44
2.36x + 5.91y + -7.0z <= 223.55
7.06x + -2.46y + -6.08z <= 196.09
1.63x + 8.6y + 4.09z <= 191.39
-6.58x + 4.07y + -6.72z <= 245.67
-9.37x + -2.71y + 4.0z <= 881.48
2.69x + 4.47y + -0.46z <= 199.43
-7.02x + -3.68y + -8.02z <= 780.87
4.32x + -7.48y + -3.98z <= 747.9
-7.82x + 5.97y + 7.77z <= 279.96
-6.08x + 8.29y + 9.44z <= 432.02
6.28x + 5.97y + -3.06z <= 606.4
-6.64x + 6.25y + 1.85z <= 764.21
0.03x + 6.29y + 6.69z <= 680.35
6.7x + 1.12y + -4.5z <= 355.76
5.86x + 5.46y + 9.46z <= 343.08
9.49x + -4.88y + 7.11z <= 871.81
3.32x + -9.08y + 7.2z <= 864.07
0.64x + 6.91y + 2.43z <= 205.63
-5.02x + -0.4y + 9.94z <= 693.26
-6.21x + 3.06y + 5.68z <= 892.77
-0.95x + 9.74y + -8.58z <= 142.36
2.45x + -2.74y + -9.56z <= 358.66
-0.02x + 5.75y + 0.09z <= 849.48
9.36x + -2.32y + -1.1z <= 854.65
5.1x + 0.99y + 1.97z <= 657.68
3.65x + -2.12y + -4.79z <= 916.63
-6.34x + -4.63y + 1.9z <= 237.38
-6.83x + 2.39y + -9.85z <= 507.25
-8.65x + -0.22y + 4.1z <= 279.92
-4.3x + -2.25y + -3.08z <= 737.41
-2.34x + 5.56y + -9.16z <= 875.29
0.26x + 8.39y + 4.3z <= 480.91
1.97x + 0.41y + 8.08z <= 491.91
-1.6x + -6.34y + 5.97z <= 315.82
9.49x + -9.65y + -1.01z <= 930.96
0.92x + 3.77y + 2.76z <= 336.23
6.03x + -8.53y + 1.85z <= 382.64
-9.36x + 5.39y + -7.99z <= 369.36
1.22x + 1.3y + -6.56z <= 468.48
-4.74x + 8.8y + 7.1z <= 601.93
8.75x + 6.47y + 0.67z <= 826.1
-8.29x + -0.4y + 7.97z <= 383.74
-1.54x + -2.92y + -6.89z <= 385.13
-1.16x + -4.96y + 8.32z <= 790.88
0.26x + -3.33y + 8.12z <= 279.13
8.79x + 7.69y + 1.03z <= 575.71
6.06x + 6.27y + 2.3z <= 737.07
3.0x + -4.07y + -7.15z <= 680.89
0.88x + 0.36y + 9.82z <= 123.48
0.64x + -2.26y + -9.67z <= 956.35
1.4x + -2.54y + -7.69z <= 477.18
7.27x + -6.12y + 6.83z <= 372.75
-6.68x + 3.69y + 1.09z <= 433.91
4.99x + 7.41y + 0.66z <= 371.89
3.17x + 5.9y + -7.62z <= 253.76
3.6x + 6.07y + -5.84z <= 935.82
1.66x + -8.47y + -2.2z <= 764.57
4.86x + -8.32y + -2.66z <= 477.49
4.32x + 1.94y + 3.1z <= 157.65
0.39x + 3.35y + -8.24z <= 200.47
-6.92x + -6.48y + -0.51z <= 755.68
9.88x + -8.61y + -7.67z <= 601.26
9.12x + 1.08y + -9.91z <= 857.35
6.44x + -7.33y + 6.72z <= 762.6
-2.3x + -0.89y + 8.88z <= 893.13
-8.67x + 6.38y + -5.42z <= 409.8
-9.47x + -5.1y + -1.8z <= 209.25
0.18x + -9.41y + -7.38z <= 959.0
5.2x + -5.15y + -1.49z <= 648.6
-3.41x + -7.84y + -0.85z <= 720.22
-0.22x + -9.6y + -7.23z <= 451.36
-9.57x + 8.49y + 7.3z <= 858.57
-8.96x + -9.7y + -5.0z <= 400.44
7.97x + 6.11y + -7.77z <= 859.49
-2.03x + -5.41y + -3.98z <= 147.02
0.29x + 2.42y + 0.7z <= 230.2
-1.17x + -2.05y + 1.15z <= 231.22
-5.31x + -8.37y + -2.55z <= 708.09
-5.36x + -5.73y + 4.12z <= 758.49
-3.97x + 1.64y + -0.67z <= 885.5
4.3x + -7.74y + -3.32z <= 788.41
0.46x + 7.84y + -9.65z <= 427.86
1.5x + 2.14y + 5.39z <= 186.25
-9.13x + -9.06y + 9.48z <= 687.8
-4.8x + 8.89y + -6.62z <= 181.15
2.38x + -0.08y + -1.75z <= 833.1
6.73x + 5.91y + 1.7z <= 428.69
8.03x + -8.82y + -4.78z <= 739.3
7.84x + 1.01y + 0.78z <= 620.63
-1.72x + 2.73y + -2.18z <= 579.02
-5.52x + 2.77y + -4.16z <= 623.07
7.52x + 5.69y + 1.31z <= 639.12
-9.38x + -9.77y + -0.02z <= 432.38
6.27x + 9.68y + 1.29z <= 858.87
-5.13x + -0.43y + 1.17z <= 947.58
0.56x + 2.82y + -2.98z <= 726.01
1.9x + 3.44y + -1.72z <= 585.97
4.18x + -1.54y + -7.92z <= 378.45
1.09x + 0.7y + -0.22z <= 548.42
-1.25x + -2.11y + -0.16z <= 567.54
1.18x + 1.59y + -0.24z <= 876.53
4.31x + -3.13y + -6.1z <= 841.71
-1.16x + -9.23y + -8.67z <= 573.35
0.03x + 3.77y + 9.81z <= 898.55
-4.59x + -1.67y + -5.76z <= 544.18
8.5x + -2.6y + 7.49z <= 491.51
4.86x + 1.78y + -9.59z <= 427.82
9.65x + -1.11y + 7.11z <= 486.74
9.81x + -1.61y + 8.98z <= 310.14
-1.4x + -7.95y + 3.71z <= 526.78
-9.43x + 0.54y + 9.09z <= 848.95
-1.01x + -7.87y + 6.35z <= 372.47
-1.34x + -4.35y + 3.37z <= 142.34
-8.57x + -0.5y + -5.28z <= 173.25
-2.67x + 7.3y + -4.26z <= 222.61
-2.3x + -7.97y + -6.73z <= 424.75
-5.79x + 1.78y + 9.46z <= 741.66
1.14x + -0.38y + 0.34z <= 974.09
-3.77x + -7.28y + 4.15z <= 330.83
6.34x + 5.04y + -6.96z <= 659.27
9.36x + 6.42y + -9.26z <= 611.49
3.86x + 4.63y + -9.6z <= 147.83
-6.31x + -4.96y + -2.74z <= 713.22
-6.98x + 3.42y + 1.89z <= 653.43
-6.85x + -6.26y + 2.44z <= 176.94
6.33x + 2.82y + -3.54z <= 168.29
-4.81x + -4.43y + -9.12z <= 157.1
-6.4x + -9.65y + 3.33z <= 762.91
3.34x + 7.96y + 3.43z <= 251.36
-0.69x + 6.97y + 8.17z <= 985.27
9.55x + -3.56y + 0.57z <= 713.46
-7.27x + -4.25y + 5.05z <= 874.94
2.83x + -6.77y + 2.23z <= 505.4
4.24x + 5.06y + 6.92z <= 509.63
-8.16x + -9.78y + -1.85z <= 488.82
6.63x + 6.66y + 4.23z <= 851.7
1.09x + -1.92y + 0.85z <= 562.6
4.22x + -3.24y + 0.42z <= 925.22
1.24x + -3.92y + -5.76z <= 180.61
-1.83x + -9.11y + -7.79z <= 950.68
-0.75x + 3.4y + 9.02z <= 965.06
2.27x + 4.24y + -7.26z <= 991.72
-8.19x + 5.52y + -1.32z <= 965.43
-5.38x + -0.38y + -3.76z <= 712.62
6.9x + -6.85y + -1.95z <= 222.62
-4.38x + -1.57y + -3.45z <= 384.66
-8.49x + -1.5y + 1.18z <= 280.71
2.47x + -5.84y + 2.59z <= 956.5
2.55x + -4.82y + 4.0z <= 543.8
-8.42x + 9.72y + 6.36z <= 978.05
0.8x + 4.68y + -8.12z <= 725.8
4.57x + -0.63y + 5.91z <= 299.66
-4.84x + 3.64y + -9.14z <= 847.69
1.73x + -1.75y + 7.94z <= 329.71
-6.4x + 5.07y + 6.99z <= 802.64
1.86x + -6.87y + 8.79z <= 961.06
5.68x + -0.9y + 7.31z <= 238.6
-1.95x + 6.96y + -7.0z <= 272.11
1.86x + -4.74y + -3.99z <= 133.55
6.48x + 5.35y + 4.71z <= 958.02
-3.43x + -1.41y + -4.58z <= 810.99
3.19x + -1.66y + -5.05z <= 995.08
-6.78x + -5.04y + 2.75z <= 701.0
6.19x + 5.34y + 8.56z <= 434.19
-7.0x + 6.3y + 3.72z <= 883.41
-4.55x + 1.98y + 3.3z <= 279.7
2.78x + -6.91y + -0.42z <= 228.77
9.74x + 6.59y + 7.31z <= 240.89
7.77x + 0.1y + 4.18z <= 314.14
0.1x + -7.97y + 5.27z <= 519.93
9.81x + 1.92y + 3.02z <= 306.8
6.54x + -0.09y + -3.62z <= 635.26
0.6x + 2.72y + 1.7z <= 651.4
-0.83x + -0.73y + 6.16z <= 507.26
2.77x + -9.14y + -9.65z <= 243.83
-9.88x + 7.29y + 7.78z <= 831.93
5.78x + 6.29y + -0.88z <= 176.8
-4.35x + 0.72y + 0.18z <= 869.48
5.08x + 7.31y + -1.23z <= 667.85
-5.81x + 7.67y + 0.54z <= 364.99
-2.63x + 8.6y + 0.35z <= 689.37
2.91x + -8.16y + -3.61z <= 183.67
6.27x + 4.1y + -6.32z <= 386.97
2.73x + 1.16y + -7.88z <= 526.36
-7.43x + 9.66y + 1.14z <= 491.51
-7.56x + 6.41y + -0.54z <= 210.29
-7.55x + 0.88y + 3.47z <= 272.77
9.24x + 3.76y + -1.27z <= 907.75
6.92x + 8.29y + 3.25z <= 511.6
1.29x + -1.76y + 5.8z <= 607.0
9.76x + 3.26y + 7.43z <= 454.3
1.74x + -7.7y + -3.59z <= 639.47
2.45x + 5.38y + 2.21z <= 375.87
-8.28x + -5.2y + 8.23z <= 638.93
5.29x + -4.9y + 2.37z <= 453.57
3.45x + 5.36y + 5.99z <= 316.14
8.46x + -6.79y + 1.71z <= 376.97
5.3x + -8.99y + -9.78z <= 339.15
7.42x + -5.32y + -9.08z <= 596.69
5.87x + 3.73y + -0.72z <= 823.94
5.01x + 9.4y + -5.68z <= 227.07
2.07x + -2.19y + -9.86z <= 717.24
2.12x + -6.27y + 6.15z <= 907.64
1.57x + 2.2y + 5.59z <= 234.38
-2.28x + 1.64y + 9.63z <= 294.35
4.72x + -7.34y + 2.17z <= 500.28
2.75x + 6.69y + 6.31z <= 232.64
-7.59x + -2.12y + 0.76z <= 482.99
6.67x + 0.18y + 5.92z <= 356.88
8.51x + -4.99y + -8.12z <= 904.73
3.78x + 7.95y + 9.98z <= 957.27
5.32x + -8.22y + -7.28z <= 624.94
-3.18x + -8.14y + 6.37z <= 173.47
-9.18x + 7.85y + -4.73z <= 906.06
0.42x + 4.46y + -3.33z <= 675.47
3.9x + -3.63y + 9.96z <= 918.04
-2.24x + 6.03y + 7.03z <= 499.5
-0.61x + -6.91y + 7.1z <= 951.49
-5.95x + 3.71y + -7.02z <= 213.38
9.39x + -5.29y + 3.91z <= 668.73
2.22x + -9.7y + 7.2z <= 288.37
-0.59x + -2.45y + 8.46z <= 886.19
2.5x + -7.87y + 6.7z <= 582.81
-3.0x + 3.91y + 5.66z <= 601.27
-0.07x + -7.71y + -9.7z <= 855.0
0.92x + 8.47y + 3.24z <= 159.42
-4.5x + 3.81y + 2.21z <= 271.31
5.12x + 2.09y + -5.42z <= 750.8
-5.45x + -9.48y + -5.86z <= 845.39
5.12x + -6.59y + -5.09z <= 470.9
7.32x + 3.61y + 6.21z <= 629.37
-3.43x + -3.49y + -2.71z <= 616.39
-1.68x + -3.45y + 4.31z <= 786.52
6.0x + 5.5y + 4.29z <= 318.34
-0.06x + 2.95y + 6.46z <= 556.9
3.43x + -3.39y + -0.45z <= 940.49
4.79x + -6.54y + -8.19z <= 222.61
8.69x + -8.23y + -5.61z <= 528.43
5.55x + 8.46y + 6.35z <= 166.94
4.14x + -6.59y + -6.25z <= 613.92
-9.17x + 0.53y + -9.51z <= 464.87
-1.17x + -8.68y + -3.96z <= 316.43
7.15x + -5.94y + 5.81z <= 803.85
8.51x + 5.09y + -0.84z <= 388.39
9.17x + 0.4y + -9.68z <= 940.35
-2.59x + -4.2y + 4.05z <= 470.82
-9.82x + -0.99y + -1.2z <= 192.93
-4.53x + -6.45y + -2.29z <= 501.8
6.64x + -9.94y + -1.84z <= 743.77
-7.04x + -4.52y + 4.27z <= 146.42
-3.33x + -8.22y + 6.47z <= 625.14
3.23x + -5.22y + -1.77z <= 909.62
3.54x + -3.97y + -8.24z <= 898.95
-2.66x + -5.98y + -3.57z <= 796.62
-8.65x + -3.32y + -5.79z <= 281.87
-9.77x + 6.31y + -6.39z <= 380.08
-8.15x + -6.47y + -7.77z <= 210.15
-0.88x + -3.74y + 4.88z <= 448.84
-1.66x + 5.69y + 4.82z <= 487.21
-6.28x + -9.09y + 1.19z <= 278.3
5.94x + 4.81y + 5.7z <= 773.95
-7.26x + -2.66y + 2.75z <= 231.28
-4.25x + -6.15y + -8.57z <= 300.75
-1.91x + 7.88y + 9.37z <= 416.77
-9.53x + 7.39y + -5.42z <= 542.87
7.76x + 3.59y + -2.25z <= 382.03
2.96x + 7.22y + 3.4z <= 242.09
3.19x + 0.11y + 8.74z <= 229.43
-6.92x + 8.78y + 0.04z <= 852.55
1.57x + 2.38y + -1.74z <= 466.04
-1.71x + -2.45y + 5.29z <= 799.22
5.58x + -0.14y + -8.11z <= 205.64
-1.08x + 5.08y + -6.34z <= 347.7
4.56x + -3.7y + 5.33z <= 770.3
0.45x + 9.17y + 7.62z <= 491.85
7.98x + -4.6y + 7.84z <= 967.09
-7.97x + 3.39y + 4.57z <= 504.22
5.04x + -7.13y + 2.3z <= 602.77
0.67x + -4.45y + -3.92z <= 631.2
6.93x + -2.74y + -3.99z <= 694.22
-5.71x + 9.68y + 6.21z <= 871.43
-6.44x + 2.47y + -4.8z <= 189.47
-0.86x + -4.38y + -9.8z <= 510.39
0.76x + 3.59y + 4.23z <= 387.71
4.09x + 4.88y + -4.11z <= 564.55
-7.39x + -2.11y + -1.95z <= 325.65
-7.98x + 8.56y + 6.15z <= 718.03
-7.43x + -9.46y + 5.4z <= 359.55
-5.82x + 1.72y + 6.6z <= 275.39
8.83x + 0.6y + 5.34z <= 512.52
3.37x + -8.67y + 7.16z <= 321.66
9.35x + -4.3y + -2.16z <= 190.81
-5.39x + -8.79y + 3.33z <= 691.22
-9.17x + 5.61y + 6.97z <= 872.61
8.3x + -0.78y + -3.71z <= 368.46
-5.95x + -9.23y + -2.36z <= 283.0
7.66x + -1.84y + 8.47z <= 396.24
-7.48x + 3.77y + -8.85z <= 787.15
9.56x + 1.45y + -1.61z <= 748.04
-2.98x + -2.73y + 0.28z <= 158.03
2.1x + 7.72y + 4.85z <= 395.96
7.52x + -0.49y + -4.88z <= 105.24
7.66x + 1.14y + -6.12z <= 952.71
-4.28x + 8.8y + 4.46z <= 386.94
3.64x + 8.01y + -6.6z <= 132.42
3.57x + 2.94y + 2.95z <= 992.4
-2.07x + -0.5y + -2.36z <= 338.84
1.07x + 7.93y + 6.15z <= 348.38
-2.82x + -6.92y + -4.32z <= 516.1
8.68x + -6.77y + 0.42z <= 225.22
0.59x + 4.55y + -8.41z <= 622.18
0.73x + 8.16y + 5.9z <= 642.91
9.14x + 3.54y + -2.78z <= 965.37
-5.56x + 3.57y + 4.33z <= 535.83
4.08x + -5.6y + -2.4z <= 648.56
3.39x + 5.37y + 0.74z <= 362.24
-9.73x + 0.4y + -0.22z <= 244.73
5.07x + 4.82y + 8.55z <= 176.06
4.37x + 1.78y + 3.31z <= 779.97
-5.43x + 7.05y + 3.61z <= 636.25
-9.99x + -0.34y + -2.83z <= 963.59
6.7x + -8.18y + -9.85z <= 335.55
-2.57x + -4.63y + -3.4z <= 107.56
-0.64x + -7.16y + 2.24z <= 490.67
2.15x + -2.13y + 0.8z <= 718.04
-9.2x + -6.78y + 8.97z <= 728.42
-1.14x + 1.91y + 8.37z <= 518.2
-0.36x + -0.36y + 5.18z <= 331.43
-8.01x + -4.52y + 0.62z <= 313.25
2.85x + -0.56y + 4.25z <= 349.6
-3.64x + 2.7y + 5.37z <= 158.51
0.2x + -0.63y + 6.5z <= 434.59
-4.96x + -4.44y + -6.47z <= 926.37
-5.7x + 6.81y + 2.02z <= 868.21
1.67x + 2.52y + -7.55z <= 338.42
-6.7x + 9.15y + -7.6z <= 762.88
5.92x + 8.13y + -0.57z <= 430.57
0.46x + -1.64y + 0.86z <= 597.39
-2.74x + 7.81y + 0.44z <= 307.34
7.94x + -5.36y + -1.6z <= 259.28
-5.17x + 6.27y + 7.91z <= 859.95
-5.57x + -6.66y + 3.86z <= 221.74
-9.06x + -9.85y + 1.6z <= 810.93
4.26x + 7.59y + 7.34z <= 421.28
0.86x + 4.5y + -1.18z <= 189.32
0.7x + 6.32y + -9.71z <= 760.0
-9.41x + 9.15y + -9.7z <= 988.89
