max 4.55x + -7.4y + -9.62z
-9.52x + 1.32y + 4.86z <= 734.7
2.37x + -9.91y + 5.28z <= 722.38
2.01x + -0.3y + 5.91z <= 547.49
7.08x + -2.32y + -4.24z <= 521.84
-1.44x + 4.87y + 7.29z <= 684.4
-9.41x + -2.65y + 4.8z <= 303.4
3.56x + -2.15y + -1.68z <= 582.9
-9.05x + 3.42y + -9.31z <= 639.71
0.58x + -1.45y + -2.9z <= 822.33
8.53x + -2.99y + 1.94z <= 566.02
0.78x + -8.69y + 5.14z <= 868.94
-0.83x + 9.21y + -8.0z <= 982.29
-0.19x + -9.03y + -5.03z <= 332.02
6.26x + -8.5y + 8.16z <= 791.93
-6.93x + 2.73y + -1.48z <= 814.65
-9.83x + 0.57y + 8.29z <= 802.81
-2.88x + 8.04y + -8.73z <= 110.87
-4.58x + 1.71y + -1.35z <= 337.09
6.16x + -6.19y + -7.95z <= 222.32
4.78x + 2.86y + -4.56z <= 793.04
-5.31x + 3.26y + 0.32z <= 158.3
9.31x + -5.15y + 7.01z <= 516.8
0.32x + -0.95y + 0.08z <= 583.23
-7.16x + 5.43y + -8.64z <= 676.2
-3.98x + -2.33y + -6.4z <= 241.73
2.22x + -5.54y + -2.83z <= 751.04
1.43x + 4.48y + 5.83z <= 494.5
-6.64x + 9.98y + 7.87z <= 994.93
0.53x + 1.75y + -8.1z <= 191.39
-3.52x + -8.67y + -4.1z <= 760.14
7.0x + -7.42y + -1.29z <= 362.86
-2.3x + -9.72y + -3.44z <= 109.89
3.48x + 4.46y + -6.86z <= 921.99
9.68x + 5.74y + 7.53z <= 716.83
-3.71x + 1.76y + -2.37z <= 332.07
8.83x + 6.12y + -7.77z <= 874.89
6.18x + 4.87y + -7.18z <= 992.3
9.12x + 3.95y + 3.16z <= 529.63
-4.06x + -0.55y + 3.7z <= 305.86
-5.81x + 8.56y + -5.57z <= 999.75
9.47x + 6.13y + 7.5z <= 768.57
-2.63x + 6.42y + -6.22z <= 859.61
-7.1x + 4.82y + -5.61z <= 678.44
2.07x + -5.21y + -7.03z <= 284.09
8.36x + -0.24y + 9.41z <= 780.97
5.68x + -8.2y + -0.53z <= 536.7
-4.63x + 0.77y + 2.21z <= 262.29
-5.91x + -2.27y + 4.06z <= 524.94
1.05x + 9.77y + 9.46z <= 854.23
-8.49x + 4.53y + -3.9z <= 155.2
-3.74x + -3.44y + -3.36z <= 910.77
-2.71x + 2.9y + -2.11z <= 968.96
-5.76x + -2.06y + 8.77z <= 941.69
7.04x + 4.76y + -9.44z <= 228.0
1.98x + 3.94y + -5.76z <= 903.1
-6.41x + -5.23y + 9.65z <= 977.22
-5.18x + 6.39y + -1.96z <= 808.64
-0.74x + -8.5y + 3.42z <= 420.29
-4.16x + 3.89y + 9.69z <= 234.96
0.02x + 9.45y + -4.7z <= 456.78
3.19x + -1.82y + 1.53z <= 704.42
2.07x + -7.85y + -3.34z <= 267.77
3.36x + -4.2y + 1.07z <= 552.11
9.55x + -3.7y + -8.43z <= 450.47
-8.93x + -0.01y + 1.44z <= 579.89
9.96x + 0.1y + -3.22z <= 734.13
1.7x + 5.08y + 9.22z <= 471.35
9.08x + 7.76y + 6.63z <= 341.45
9.32x + -6.58y + -5.6z <= 561.72
-2.17x + -7.52y + -0.67z <= 857.68
7.09x + -5.67y + -8.92z <= 617.19
1.78x + -8.09y + -9.24z <= 619.96
-5.95x + -3.72y + 4.93z <= 674.36
2.06x + 5.17y + 7.8z <= 227.78
-4.48x + 0.5y + -3.56z <= 595.64
-9.68x + 5.71y + 3.62z <= 275.52
8.42x + -6.93y + 6.05z <= 481.81
-6.2x + -6.84y + -5.9z <= 500.07
-5.5x + 3.81y + -4.24z <= 627.07
-4.19x + -3.84y + -2.66z <= 929.48
-4.46x + -6.03y + 2.23z <= 780.25
-4.62x + -8.29y + -7.47z <= 649.81
-8.82x + -0.31y + 0.15z <= 932.53
4.5x + -7.96y + -3.82z <= 758.67
-0.81x + -8.66y + 8.19z <= 235.58
-0.87x + 8.47y + -1.08z <= 314.73
2.63x + 9.52y + -7.5z <= 788.23
-0.86x + 6.34y + 2.13z <= 611.77
-9.1x + 0.63y + 9.53z <= 761.06
-7.81x + -4.08y + 3.74z <= 322.62
2.32x + 5.8y + 9.07z <= 376.5
-7.99x + 9.99y + 5.87z <= 358.18
2.71x + -6.47y + -8.29z <= 899.85
4.42x + -7.29y + -7.62z <= 772.8
4.0x + 0.62y + 2.85z <= 179.6
-2.19x + 4.7y + 3.58z <= 953.07
-5.48x + 7.26y + 0.49z <= 620.08
-9.75x + -2.92y + 7.71z <= 837.12
-4.08x + -0.21y + 0.47z <= 505.57
9.7x + 6.83y + -5.46z <= 478.76
-3.31x + 3.98y + 3.61z <= 299.15
-2.71x + -7.14y + -8.43z <= 161.93
8.96x + 7.13y + 2.26z <= 899.08
1.54x + 0.78y + 9.93z <= 945.41
-9.49x + -6.72y + 2.14z <= 581.71
-9.45x + -7.19y + -5.47z <= 970.7
-5.1x + -5.39y + -2.87z <= 933.07
-4.24x + -7.84y + -8.46z <= 499.11
1.18x + 0.28y + 9.1z <= 722.15
-5.75x + -3.3y + -7.93z <= 781.7
6.45x + 5.82y + -6.27z <= 633.35
-6.81x + -6.73y + 3.8z <= 651.0
2.12x + -2.34y + -9.08z <= 462.84
9.64x + 2.97y + 8.16z <= 428.75
3.1x + -3.96y + 5.41z <= 808.23
-0.74x + -2.84y + 5.23z <= 226.6
-5.31x + 3.27y + -5.55z <= 650.04
-1.46x + 8.63y + 5.6z <= 410.1
-9.94x + 2.74y + -5.67z <= 985.35
-9.23x + -9.74y + -5.91z <= 414.81
7.19x + 0.94y + -0.77z <= 367.7
2.23x + -6.04y + -2.11z <= 468.39
8.62x + -0.17y + 6.11z <= 891.93
9.59x + -8.46y + -2.13z <= 569.14
-6.02x + -0.08y + -9.12z <= 996.03
5.22x + 3.03y + -5.9z <= 413.19
-5.36x + 2.28y + 3.09z <= 235.56
3.87x + -6.94y + 2.57z <= 903.28
-2.07x + 8.9y + -4.63z <= 571.86
-1.97x + -0.33y + 1.05z <= 937.97
3.8x + -4.33y + 7.65z <= 852.52
7.77x + -9.1y + -9.31z <= 155.45
-3.65x + 8.91y + -7.97z <= 596.79
-5.72x + 3.59y + -3.08z <= 703.19
-3.13x + -9.41y + 1.39z <= 215.91
0.97x + -4.91y + -4.69z <= 744.39
-6.59x + 2.84y + 9.33z <= 316.79
6.6x + -5.31y + -8.21z <= 750.69
2.96x + 0.26y + -2.57z <= 234.61
-9.04x + 8.47y + 4.52z <= 245.78
-7.29x + 4.51y + 8.35z <= 234.59
-3.11x + 9.48y + 7.81z <= 699.11
-4.38x + 8.65y + 3.29z <= 320.78
-8.24x + 4.38y + -0.07z <= 786.78
7.06x + 2.05y + 0.98z <= 948.17
-4.3x + -9.74y + -9.1z <= 596.64
8.19x + -5.71y + 8.57z <= 325.27
1.13x + 0.7y + 9.41z <= 953.39
1.99x + -6.04y + 0.08z <= 533.38
-3.23x + -8.38y + -9.09z <= 769.02
-0.45x + 0.92y + -6.69z <= 832.14
-0.16x + 8.39y + 4.25z <= 169.82
8.57x + -9.6y + -2.78z <= 481.87
-6.13x + -9.79y + -4.83z <= 939.14
6.14x + -0.65y + -9.53z <= 189.65
-9.14x + -0.8y + 7.32z <= 447.53
2.03x + 1.06y + 8.78z <= 460.03
7.61x + 7.75y + 3.1z <= 207.74
7.1x + -1.42y + 4.78z <= 487.91
0.84x + -8.15y + -1.82z <= 334.35
5.53x + 1.3y + 6.88z <= 413.7
2.14x + -3.82y + 1.79z <= 497.92
3.7x + 1.68y + -5.45z <= 943.77
7.71x + -1.74y + 1.65z <= 494.08
3.6x + -4.39y + -3.78z <= 621.53
-8.11x + -9.34y + 9.74z <= 226.55
-7.74x + 6.93y + -7.62z <= 831.81
8.58x + -2.62y + 9.16z <= 226.87
-1.87x + -9.02y + 1.36z <= 901.23
-5.65x + -4.7y + 8.63z <= 666.45
1.71x + -3.6y + -8.69z <= 179.36
-4.46x + 9.04y + 4.32z <= 966.87
-5.83x + 1.36y + -2.91z <= 386.71
-5.14x + 4.23y + -9.83z <= 819.47
7.59x + -5.48y + 1.68z <= 921.42
5.56x + -2.73y + -2.28z <= 833.75
4.27x + 2.62y + -9.79z <= 693.82
-7.66x + 6.77y + 0.21z <= 809.04
-1.04x + -0.96y + -7.03z <= 543.78
-9.28x + -7.18y + 6.34z <= 272.73
8.6x + 7.19y + 4.27z <= 408.94
-8.75x + 0.7y + 4.52z <= 511.79
8.86x + -5.5y + -8.19z <= 960.07
-7.71x + 9.14y + 5.15z <= 208.86
1.86x + -2.76y + 2.94z <= 130.84
5.38x + 6.7y + -9.17z <= 821.9
1.55x + 5.57y + -5.99z <= 957.74
7.3x + 8.29y + 1.28z <= 560.97
8.31x + 1.12y + -1.59z <= 761.96
3.3x + -4.05y + -3.74z <= 178.68
8.35x + 4.59y + 9.43z <= 314.09
-7.12x + 7.3y + 4.42z <= 241.68
5.16x + -1.82y + -1.84z <= 583.66
0.54x + 9.87y + 0.49z <= 684.04
3.44x + -7.62y + -0.29z <= 692.9
-9.48x + 0.56y + 5.22z <= 886.03
-6.14x + 2.15y + 4.1z <= 555.36
9.01x + -7.46y + -5.01z <= 358.36
0.48x + -6.05y + 9.94z <= 272.97
-2.82x + -2.64y + -9.32z <= 567.19
-0.7x + 5.46y + 8.12z <= 824.7
6.05x + 9.04y + 7.46z <= 427.43
-7.73x + 2.37y + -3.71z <= 503.94
-7.63x + -4.81y + 8.66z <= 684.91
2.39x + -6.67y + 9.23z <= 371.57
7.12x + -4.69y + 4.66z <= 967.32
-7.51x + 3.34y + 9.8z <= 802.13
-0.49x + 4.76y + -9.17z <= 653.88
9.05x + 3.28y + 3.09z <= 538.09
3.78x + 0.38y + -5.31z <= 841.15
-7.53x + -5.63y + -9.73z <= 711.52
9.49x + 9.96y + -5.39z <= 820.4
3.67x + 3.52y + -5.0z <= 868.99
3.65x + -6.86y + -9.02z <= 941.68
-9.34x + 0.37y + 0.55z <= 816.03
-8.7x + -5.16y + -5.04z <= 485.99
2.53x + 7.11y + 8.12z <= 344.01
-1.98x + -5.04y + 4.86z <= 344.48
4.44x + 1.77y + -0.1z <= 269.66
-7.62x + 8.04y + -3.29z <= 686.42
5.01x + -4.38y + 4.57z <= 367.33
5.52x + -5.56y + -3.15z <= 781.4
4.29x + -9.64y + -7.33z <= 331.68
-6.95x + -6.18y + -3.88z <= 939.73
-3.54x + -0.3y + 3.84z <= 891.09
-1.34x + -7.9y + -8.7z <= 483.15
3.28x + -3.17y + -7.41z <= 168.01
7.07x + -4.04y + 0.29z <= 317.95
7.06x + 9.81y + 8.84z <= 653.14
3.59x + -2.88y + -5.88z <= 161.48
1.12x + -9.7y + -6.18z <= 974.1
-2.57x + -2.73y + -2.79z <= 123.14
3.16x + 0.35y + -7.91z <= 796.37
-7.9x + 7.5y + 2.05z <= 328.34
7.76x + -5.85y + -3.03z <= 155.13
-1.49x + 3.81y + 0.93z <= 531.75
-1.75x + 7.91y + -1.89z <= 661.2
1.04x + -6.13y + 7.6z <= 712.57
9.74x + -7.54y + -7.35z <= 605.3
-3.39x + -9.3y + -7.12z <= 466.13
9.16x + 4.89y + 9.35z <= 278.29
8.73x + -9.83y + -3.58z <= 730.03
-5.61x + -4.2y + 6.38z <= 931.56
-2.63x + 5.6y + 3.13z <= 307.05
5.43x + 8.43y + 6.52z <= 759.61
-7.94x + 9.9y + 2.13z <= 427.17
6.49x + 0.54y + -8.83z <= 579.88
9.6x + 3.9y + -1.79z <= 649.1
5.79x + 9.81y + -5.3z <= 608.4
-3.02x + 5.29y + 4.95z <= 389.88
6.43x + -7.18y + -5.92z <= 679.02
7.02x + -9.41y + -2.3z <= 431.79
-2.14x + -9.49y + 1.2z <= 390.33
-1.34x + 9.97y + 2.07z <= 609.26
2.22x + 6.71y + -2.75z <= 503.63
1.17x + -9.94y + 8.68z <= 916.59
-2.4x + -2.71y + 9.58z <= 210.29
1.64x + -5.6y + 6.7z <= 425.55
-3.28x + 7.62y + -2.49z <= 782.9
3.62x + 4.18y + 6.58z <= 654.77
-8.18x + 0.49y + -9.55z <= 837.77
-5.1x + 8.81y + -3.4z <= 604.7
-5.09x + -1.52y + -4.27z <= 547.23
-1.56x + 6.33y + -6.42z <= 588.48
-6.58x + -7.38y + -8.99z <= 354.44
5.13x + -0.71y + 6.7z <= 995.6
6.42x + -0.05y + -3.92z <= 683.28
2.78x + 3.69y + -9.06z <= 996.74
1.62x + -6.56y + -7.01z <= 618.78
6.66x + -2.34y + -4.66z <= 290.83
8.92x + -7.22y + -6.63z <= 263.24
4.85x + -6.63y + -4.77z <= 534.39
-6.8x + -7.52y + -7.73z <= 169.0
-3.89x + -8.57y + -5.49z <= 366.76
6.63x + 1.19y + -2.15z <= 185.19
5.34x + 1.64y + -7.06z <= 449.31
-8.46x + 2.24y + -3.78z <= 259.09
5.23x + 4.88y + 0.33z <= 992.7
7.49x + -4.47y + 4.62z <= 671.93
-6.89x + 8.79y + 6.06z <= 518.94
2.19x + -8.49y + 5.53z <= 235.76
-8.13x + -1.64y + 3.87z <= 972.69
-7.16x + 9.98y + -3.39z <= 572.63
-7.9x + -2.32y + 7.14z <= 759.05
-5.63x + 7.85y + 9.1z <= 914.6
1.37x + 3.7y + 8.98z <= 359.09
-7.0x + 3.85y + 2.34z <= 213.03
1.66x + 7.99y + 4.85z <= 777.86
-3.1x + 7.88y + -9.64z <= 916.94
-1.47x + -9.09y + -0.47z <= 881.77
9.73x + 8.17y + 5.0z <= 286.75
-6.26x + -2.49y + 2.1z <= 239.86
4.35x + 7.0y + -9.17z <= 704.58
6.52x + 5.06y + 1.89z <= 352.29
8.32x + 8.91y + -9.1z <= 490.52
6.29x + 9.84y + -5.89z <= 403.16
-1.18x + -9.0y + 5.37z <= 417.99
-2.0x + -6.91y + 6.0z <= 223.14
5.76x + -8.57y + 5.26z <= 925.13
6.78x + -1.87y + -7.29z <= 489.15
-4.82x + -0.55y + 7.97z <= 475.3
-6.2x + -4.75y + 6.46z <= 478.67
-6.78x + 2.97y + -7.11z <= 615.32
-6.67x + -2.22y + 9.15z <= 208.89
6.73x + -4.81y + -9.57z <= 594.32
-2.93x + 9.58y + 5.99z <= 288.94
8.0x + -2.28y + 9.66z <= 316.97
-8.91x + -3.87y + -3.14z <= 118.49
-7.43x + 9.85y + -8.46z <= 907.16
-0.47x + -6.16y + 4.04z <= 700.36
5.42x + -8.18y + -2.49z <= 422.27
9.71x + -5.44y + -7.91z <= 576.28
-4.58x + 9.98y + -4.02z <= 124.84
-9.81x + 7.65y + 6.23z <= 947.22
8.67x + -3.7y + -5.8z <= 648.37
-2.2x + 7.23y + -6.54z <= 936.75
-4.82x + -6.57y + 3.63z <= 104.02
-4.41x + -5.01y + -5.88z <= 904.39
-2.91x + 6.71y + -5.1z <= 556.28
9.06x + -7.03y + -7.17z <= 704.23
-2.38x + 1.26y + -5.58z <= 833.94
-1.87x + 6.25y + 6.21z <= 606.94
2.17x + -1.86y + -0.89z <= 856.74
8.14x + -1.3y + -0.94z <= 887.35
0.52x + -9.7y + 8.53z <= 168.14
1.01x + 4.81y + 4.15z <= 104.76
-2.97x + -3.63y + -3.65z <= 461.39
3.75x + 5.0y + 9.59z <= 953.26
0.12x + 8.95y + 7.27z <= 575.38
4.08x + -4.92y + -7.45z <= 670.67
-0.54x + -0.29y + 3.51z <= 845.02
-9.87x + 3.63y + -0.2z <= 721.64
-8.6x + -4.8y + 9.22z <= 880.0
-8.83x + -1.35y + -9.46z <= 795.8
4.44x + 2.4y + 5.85z <= 164.55
-7.34x + 2.36y + 1.17z <= 823.67
-3.76x + -1.69y + -7.35z <= 722.46
-1.68x + -2.89y + 7.57z <= 247.6
4.73x + 2.97y + -1.72z <= 677.05
-3.72x + -1.64y + 1.25z <= 450.71
1.08x + -2.41y + 9.57z <= 644.45
2.53x + 1.54y + -3.29z <= 520.71
-4.59x + 0.48y + 1.73z <= 818.69
6.49x + -6.32y + -8.35z <= 214.93
-3.34x + 6.67y + -9.73z <= 250.91
-5.51x + 5.71y + -8.47z <= 830.49
-0.59x + -9.17y + -5.66z <= 402.6
-9.44x + 8.48y + 8.92z <= 242.17
-6.26x + -7.69y + -8.55z <= 887.17
1.06x + -1.79y + 9.07z <= 349.58
1.88x + 9.7y + -9.37z <= 795.62
-1.57x + 0.84y + -0.29z <= 229.16
6.97x + 5.12y + 4.56z <= 865.65
5.03x + 2.47y + 7.97z <= 539.78
9.31x + -4.98y + -6.64z <= 892.06
4.01x + 4.41y + 0.09z <= 617.09
2.31x + 0.18y + 0.41z <= 159.59
-9.46x + -4.25y + -8.11z <= 765.48
-4.12x + 7.8y + 3.85z <= 869.71
-0.22x + 5.82y + -7.94z <= 612.03
-9.07x + 3.94y + -7.01z <= 325.06
7.07x + 7.76y + 8.59z <= 852.45
-6.18x + 3.63y + -1.25z <= 167.95
8.82x + 0.62y + -7.46z <= 219.26
-3.15x + 2.71y + -5.49z <= 642.72
6.64x + 8.23y + -1.97z <= 891.29
9.45x + 6.22y + 2.37z <= 709.7
-1.21x + -9.92y + 7.11z <= 859.22
-4.33x + 4.28y + -9.09z <= 791.1
-2.29x + -2.16y + -7.02z <= 895.74
-0.5x + -1.7y + 5.54z <= 694.89
0.66x + -1.46y + -1.34z <= 317.62
-9.39x + 6.62y + -9.24z <= 846.9
-5.08x + 5.58y + 5.06z <= 407.16
5.28x + 2.11y + 2.53z <= 147.7
-4.34x + -0.51y + 6.78z <= 904.87
-8.26x + 4.65y + -1.44z <= 781.67
-1.7x + 0.68y + -0.79z <= 978.4
-4.4x + -5.12y + 0.65z <= 876.82
-0.16x + -2.38y + 2.96z <= 110.32
-4.55x + 1.44y + -5.71z <= 169.02
9.12x + 2.35y + 5.94z <= 594.74
2.98x + -7.39y + -4.34z <= 172.23
4.84x + -4.65y + -2.81z <= 520.94
5.36x + 2.97y + -1.2z <= 307.31
3.85x + 1.86y + -6.74z <= 342.08
2.63x + 1.03y + -0.86z <= 156.73
2.26x + -8.6y + -0.79z <= 581.21
-8.4x + 6.94y + 3.53z <= 479.53
1.09x + -8.72y + 0.86z <= 795.56
-4.26x + -2.16y + -8.67z <= 683.74
-3.98x + 4.97y + -5.86z <= 839.46
-1.13x + -2.26y + -2.63z <= 350.36
-6.72x + 6.98y + 6.48z <= 652.05
-3.95x + 2.11y + 7.37z <= 635.1
3.5x + 8.2y + 0.32z <= 121.19
-4.85x + 3.14y + -8.99z <= 249.64
-9.62x + -4.92y + -6.47z <= 614.88
5.75x + 4.7y + -0.93z <= 511.06
7.83x + -6.9y + -9.62z <= 211.84
9.4x + -6.24y + 6.92z <= 791.93
-2.34x + -4.27y + -1.63z <= 212.28
-5.76x + -4.35y + -3.64z <= 536.95
-1.85x + -3.2y + 2.47z <= 384.24
3.52x + -3.56y + -8.32z <= 781.86
0.74x + -3.46y + 9.96z <= 926.08
-4.78x + 3.48y + 1.68z <= 696.75
-8.71x + 9.58y + -2.53z <= 580.01
6.16x + 0.36y + -5.67z <= 263.52
7.19x + -3.26y + 0.31z <= 686.02
-0.52x + -8.27y + -5.28z <= 473.37
-8.17x + -9.92y + 3.69z <= 411.86
3.2x + -6.35y + -4.26z <= 805.28
2.82x + -7.42y + 3.32z <= 778.8
-8.48x + -0.64y + 6.31z <= 327.56
-1.13x + -5.0y + 8.98z <= 667.36
-0.81x + -7.1y + 2.82z <= 678.75
-5.97x + -9.59y + -2.95z <= 891.86
7.33x + 8.38y + -7.22z <= 507.3
-5.87x + -7.22y + 1.15z <= 385.25
-2.83x + -8.68y + -4.44z <= 137.11
5.64x + 4.45y + 7.84z <= 592.3
-8.56x + 9.43y + 6.07z <= 499.89
7.95x + -2.38y + 5.35z <= 350.7
3.54x + -8.81y + 7.35z <= 460.38
-1.3x + -4.49y + 5.8z <= 407.58
-2.65x + 4.12y + -5.6z <= 437.3
4.8x + -8.08y + -2.44z <= 636.16
1.46x + 0.96y + 5.12z <= 291.77
-8.57x + -7.05y + -2.18z <= 712.7
0.47x + 4.1y + 0.42z <= 464.93
-3.15x + -2.91y + -9.79z <= 245.12
3.91x + -1.74y + 8.77z <= 279.43
-9.79x + -8.48y + 9.53z <= 855.13
6.8x + 9.94y + -3.87z <= 655.9
2.52x + 6.07y + -2.47z <= 238.7
0.74x + -5.67y + 0.7z <= 733.0
1.51x + -4.16y + 3.48z <= 239.14
-7.82x + 6.29y + 7.49z <= 382.74
9.42x + 5.84y + -6.37z <= 552.35
7.56x + 2.49y + -4.62z <= 420.59
3.74x + 2.13y + 5.94z <= 944.03
-0.38x + -9.67y + 7.67z <= 465.6
0.28x + 8.99y + 4.14z <= 185.51
1.02x + 0.39y + -6.04z <= 372.96
-0.81x + -3.45y + 7.19z <= 445.44
6.87x + 0.4y + 7.34z <= 885.98
5.2x + -8.24y + 8.46z <= 815.39
7.85x + -6.89y + -8.16z <= 416.96
-1.93x + 2.86y + 2.01z <= 214.31
1.5x + 9.05y + -8.63z <= 443.47
-7.25x + -4.14y + 0.66z <= 698.1
4.81x + 4.24y + 8.79z <= 699.85
0.25x + 2.1y + -2.05z <= 676.99
-5.72x + 1.71y + -9.1z <= 709.15
-4.56x + 8.94y + -2.09z <= 384.14
9.85x + 0.22y + -4.83z <= 561.01
-1.13x + 0.79y + 5.79z <= 696.36
1.29x + -9.84y + 2.11z <= 724.65
2.98x + -5.14y + -8.0z <= 627.97
-0.91x + -7.55y + -8.54z <= 962.94
-9.94x + -3.29y + 2.12z <= 858.38
0.71x + 3.42y + -0.89z <= 962.56
-5.75x + 0.34y + -5.62z <= 113.73
-1.87x + 0.85y + -8.56z <= 665.88
-6.53x + -7.43y + 2.16z <= 759.86
-4.92x + -3.43y + -6.02z <= 865.89
-4.6x + 7.82y + 8.55z <= 523.45
-2.77x + -3.36y + -0.63z <= 511.63
-6.2x + -8.46y + -4.29z <= 869.5
2.68x + 4.97y + 3.04z <= 846.03
-2.69x + 4.36y + 9.6z <= 564.58
7.78x + 2.29y + -0.69z <= 636.69
-8.55x + 2.98y + 8.3z <= 945.58
6.7x + 6.12y + 1.38z <= 252.59
9.95x + -4.33y + -1.25z <= 189.33
-8.61x + -8.17y + 0.34z <= 901.16
8.13x + -5.99y + -8.0z <= 592.62
8.91x + 7.74y + 4.53z <= 337.02
-8.95x + -9.8y + -1.78z <= 590.32
2.92x + 5.27y + 5.11z <= 530.38
-5.52x + -6.02y + -2.0z <= 224.93
-0.58x + 5.71y + 4.92z <= 300.49
-6.56x + 6.04y + 1.69z <= 534.55
-3.02x + -2.04y + -7.9z <= 212.98
-6.71x + 7.49y + 6.52z <= 430.74
-8.47x + 4.96y + -1.29z <= 799.66
-7.23x + 2.06y + 2.53z <= 739.27
2.64x + 3.76y + 8.57z <= 186.19
5.94x + 8.49y + -3.96z <= 366.39
5.15x + 5.88y + -7.49z <= 266.7
-9.18x + 6.57y + -4.65z <= 650.69
-8.96x + -7.07y + -6.89z <= 400.62
-8.02x + -8.23y + 6.53z <= 816.1
-1.15x + -3.63y + 7.18z <= 190.72
-0.9x + -3.64y + -4.62z <= 878.33
9.34x + -5.02y + 5.69z <= 265.61
9.64x + -3.17y + 7.25z <= 127.52
5.52x + 6.19y + -6.45z <= 651.74
8.6x + -8.91y + 9.03z <= 570.06
9.58x + -7.08y + -6.74z <= 234.92
3.81x + -8.75y + 1.77z <= 533.96
-4.69x + 9.9y + 4.12z <= 777.96
5.78x + 9.43y + -5.87z <= 993.13
-4.25x + 9.92y + 2.24z <= 672.57
6.6x + 9.01y + 2.66z <= 419.94
2.36x + 0.77y + -9.93z <= 991.67
2.53x + -0.61y + -6.48z <= 554.26
-9.96x + 5.87y + -3.26z <= 384.17
7.41x + -7.09y + 8.69z <= 300.79
3.85x + 9.95y + -7.63z <= 723.25
-5.75x + 0.15y + 8.37z <= 830.26
2.65x + -8.37y + -5.25z <= 690.85
-5.54x + 6.45y + -7.26z <= 664.6
-0.5x + 8.86y + 9.52z <= 647.24
-4.58x + -8.99y + 1.61z <= 348.22
-2.3x + -0.45y + -5.75z <= 780.8
-9.54x + 0.46y + 4.38z <= 432.88
7.81x + 3.17y + -9.61z <= 749.54
4.34x + -8.33y + -9.61z <= 343.32
-3.34x + 7.51y + -0.45z <= 545.31
3.19x + -7.38y + 8.45z <= 538.39
-6.7x + -2.61y + -3.95z <= 264.99
0.47x + -2.1y + 4.21z <= 231.61
-7.22x + -4.19y + -8.79z <= 880.12
7.83x + 4.49y + 6.71z <= 468.54
7.37x + -8.91y + 7.92z <= 451.78
-1.11x + 2.64y + 6.28z <= 493.69
6.86x + -9.24y + 5.37z <= 616.41
-7.25x + -5.67y + -5.07z <= 119.67
6.45x + 5.71y + -6.02z <= 307.8
-7.28x + 5.8y + 8.02z <= 947.44
-2.5x + 4.63y + -0.56z <= 715.78
-0.69x + -6.53y + -3.37z <= 981.21
8.54x + -8.89y + -2.36z <= 151.63
-9.38x + 7.17y + 0.85z <= 337.83
-5.46x + 9.2y + -2.63z <= 734.26
-6.27x + -2.82y + 0.72z <= 975.56
0.13x + -3.44y + -2.09z <= 283.78
-5.22x + 4.28y + -0.21z <= 112.22
-7.09x + 5.22y + -2.21z <= 717.45
7.27x + 5.63y + 1.72z <= 831.49
7.47x + -6.36y + 2.59z <= 571.16
-0.79x + -5.57y + 3.99z <= 610.8
-0.49x + -7.28y + 8.69z <= 238.46
4.86x + 2.98y + 3.51z <= 212.8
1.01x + -5.55y + 8.76z <= 975.74
-0.6x + 8.64y + 4.86z <= 747.73
9.98x + 3.18y + -9.17z <= 951.36
8.69x + 5.33y + 2.18z <= 153.38
3.36x + -6.88y + -3.57z <= 501.74
-6.61x + -1.23y + 6.08z <= 710.06
-1.65x + -8.71y + -4.2z <= 942.02
-1.24x + -1.65y + 1.45z <= 760.71
0.95x + 4.85y + 0.78z <= 158.44
-6.47x + -2.65y + -5.87z <= 215.72
1.76x + 2.07y + 2.0z <= 443.88
6.24x + -1.05y + 6.05z <= 216.86
-8.68x + -8.73y + 7.15z <= 249.55
0.65x + -7.79y + 3.26z <= 674.71
-3.83x + -1.55y + 3.33z <= 531.13
-1.91x + 9.85y + 1.44z <= 356.52
7.54x + 1.77y + -2.13z <= 738.7
3.75x + -6.5y + 0.74z <= 746.15
8.51x + -7.89y + 4.32z <= 309.58
9.99x + -1.5y + 1.13z <= 887.62
-3.1x + 6.66y + 2.05z <= 532.09
-3.19x + 1.28y + 7.69z <= 966.55
-9.47x + -1.79y + -0.99z <= 585.73
7.83x + -2.42y + 6.7z <= 699.16
-4.41x + 4.98y + -0.16z <= 730.08
5.54x + 6.08y + 5.65z <= 442.69
3.91x + 3.71y + 6.25z <= 502.69
4.04x + 8.49y + 1.49z <= 177.4
8.08x + 7.93y + -1.08z <= 425.58
1.56x + -1.76y + 6.87z <= 466.24
-3.81x + -3.04y + -6.94z <= 659.67
-2.32x + -6.57y + -6.12z <= 518.81
-4.06x + 0.3y + 9.57z <= 419.12
3.46x + 3.66y + 2.31z <= 795.36
6.0x + -6.76y + 5.72z <= 412.53
-4.18x + 4.49y + 3.97z <= 220.7
-3.38x + 2.57y + 6.76z <= 338.56
5.63x + -4.88y + 3.99z <= 345.95
-9.26x + -8.46y + -2.41z <= 160.75
3.65x + -6.47y + -3.21z <= 412.48
7.89x + 0.64y + -4.94z <= 327.05
4.71x + 3.35y + -5.13z <= 574.78
9.01x + 3.48y + -6.47z <= 741.77
4.94x + -8.75y + -7.56z <= 480.88
7.01x + -9.59y + -6.68z <= 665.61
-0.11x + -6.49y + 2.6z <= 893.09
4.69x + -1.14y + -5.6z <= 958.92
4.77x + 5.91y + 5.59z <= 617.47
