#convex solver has no solution but os tool has
# convex result: None os tool result: (0.56844,10.91948)
max 1x + 1y
-6.1517x + -8.0137y <= 197
-0.3427x + -3.9244y <= 126
-5.8882x + 3.5964y <= 723
-4.4512x + 1.4075y <= 165
-3.3195x + -1.9208y <= 687
-4.1906x + 0.1394y <= 872
5.8978x + -2.1783y <= 421
5.2273x + -9.2337y <= 817
1.0175x + 1.6071y <= 169
8.4234x + -9.7331y <= 162
9.4707x + 8.5955y <= 881
-8.2317x + 6.4403y <= 281
-8.2292x + 0.1999y <= 724
-4.2391x + -5.4305y <= 622
7.2115x + -1.2329y <= 105
-1.897x + -3.1669y <= 376
-7.7538x + -2.9694y <= 466
-5.6359x + -9.5208y <= 693
4.1273x + -6.7341y <= 528
-6.369x + -9.547y <= 428
-3.9932x + -3.3366y <= 209
3.3138x + 1.4239y <= 648
-9.1912x + -9.8566y <= 299
7.7289x + 1.3354y <= 820
-0.4418x + 1.0651y <= 504
-2.2299x + -8.5495y <= 415
0.4586x + 4.463y <= 403
5.6418x + 7.8858y <= 281
1.0747x + 2.0985y <= 732
2.0986x + 8.3768y <= 675
3.5475x + 1.9484y <= 196
1.0689x + 8.2299y <= 992
-6.3165x + -5.3107y <= 431
3.0103x + 5.9552y <= 557
-2.238x + -8.7187y <= 893
-5.814x + 7.6655y <= 480
-7.5238x + -3.4897y <= 427
5.4342x + -7.8356y <= 205
-8.623x + 9.2126y <= 653
-3.1819x + -6.6039y <= 461
8.9986x + 9.0577y <= 192
-7.947x + 3.9326y <= 858
-1.2143x + 9.9905y <= 208
-1.9859x + -9.1686y <= 902
-4.0103x + 2.9499y <= 873
2.5775x + 6.2237y <= 623
6.1567x + 0.1827y <= 101
9.347x + 2.0322y <= 787
-1.8728x + 8.2075y <= 940
-9.1315x + 4.0906y <= 185
-4.2073x + -1.1013y <= 744
9.4685x + 6.1674y <= 724
-0.9589x + 0.748y <= 462
3.0781x + -0.7821y <= 929
-4.3952x + 7.2702y <= 802
-1.8884x + 1.5864y <= 833
-9.7791x + 7.7528y <= 686
-9.2207x + -9.3079y <= 247
-2.7763x + -7.4659y <= 484
-5.2439x + 6.025y <= 228
7.3814x + 2.4435y <= 252
4.8791x + -7.5635y <= 689
-0.6082x + 6.6687y <= 806
-7.0378x + -8.2383y <= 990
4.493x + -9.0556y <= 809
-2.57x + -3.4335y <= 767
3.6727x + 3.0132y <= 853
-7.4801x + -4.4692y <= 242
-8.0577x + 7.4383y <= 124
1.8572x + -8.2622y <= 145
-5.4641x + -3.1706y <= 411
-1.5748x + -5.3881y <= 709
8.7815x + -5.8655y <= 469
-6.8797x + 6.8274y <= 428
9.614x + 8.8129y <= 461
-8.4487x + -6.7763y <= 885
7.9583x + 1.7686y <= 320
8.9343x + 6.2748y <= 346
6.1211x + -4.9011y <= 505
7.781x + 9.1173y <= 399
-2.3375x + 3.0428y <= 872
5.237x + -5.9743y <= 778
2.4953x + -8.2106y <= 682
1.1478x + 2.8945y <= 478
-9.5126x + -5.1835y <= 814
4.6058x + -4.2397y <= 620
-7.8885x + 5.002y <= 196
-7.9437x + 6.1278y <= 332
-2.7461x + 6.8129y <= 935
7.8146x + -1.8295y <= 280
-6.6988x + -1.6364y <= 102
-5.1518x + -6.9776y <= 719
0.5559x + -1.791y <= 507
-8.883x + -4.8714y <= 474
9.6291x + -1.8615y <= 817
6.2871x + -8.68y <= 201
5.0204x + 3.1778y <= 747
8.9902x + -4.774y <= 777
-9.8997x + 4.3144y <= 614
-2.1774x + -9.8935y <= 838
0.2256x + 9.1657y <= 758
7.5519x + -8.5478y <= 528
7.7961x + 4.783y <= 270
2.287x + 4.8376y <= 595
-1.7096x + -8.8364y <= 339
-3.8851x + 6.5871y <= 721
-0.3829x + 3.397y <= 539
1.7799x + 8.8007y <= 272
-5.9187x + -1.2631y <= 972
-0.7905x + 1.0089y <= 829
-0.1445x + 6.3907y <= 700
1.4216x + 7.3717y <= 640
-5.986x + -6.8826y <= 659
4.7626x + -4.9277y <= 411
-1.9184x + 2.5283y <= 610
5.7295x + 6.0144y <= 954
5.351x + 1.9829y <= 950
-0.1457x + 0.7682y <= 875
6.544x + 1.4963y <= 458
1.5702x + 5.8837y <= 326
-8.1717x + -3.5449y <= 861
-4.1381x + -4.8884y <= 998
3.9598x + 1.7183y <= 175
0.9129x + -5.2425y <= 262
1.5082x + -7.2996y <= 662
-7.0019x + -9.6678y <= 315
-3.9493x + -7.3173y <= 333
-9.3034x + 2.8275y <= 409
-4.067x + 6.4689y <= 609
5.8599x + -1.553y <= 416
7.5446x + -1.0643y <= 156
-9.8672x + -1.7855y <= 602
2.9559x + -0.2956y <= 771
-2.0669x + 0.3393y <= 336
-1.524x + -3.7011y <= 853
0.52x + 6.3277y <= 776
-1.4037x + -5.9127y <= 664
-7.9693x + 5.471y <= 684
-4.5032x + 6.4639y <= 541
3.7455x + 2.6699y <= 590
3.6594x + -8.8216y <= 686
-8.8668x + 3.7096y <= 981
1.4746x + 4.0025y <= 177
7.4778x + -3.7578y <= 106
-7.7167x + 2.242y <= 400
6.0807x + 0.5448y <= 288
2.144x + 9.7714y <= 687
-8.2528x + -7.6938y <= 498
-6.517x + -3.1379y <= 721
9.9454x + 9.5495y <= 179
2.7996x + 3.2368y <= 602
1.2571x + 5.4363y <= 570
-3.8791x + 3.9998y <= 290
0.357x + -5.8133y <= 750
4.7841x + -2.5535y <= 640
3.6838x + 0.289y <= 980
-9.9337x + 3.271y <= 224
6.4054x + -4.1061y <= 476
-6.1858x + -7.1333y <= 238
0.5125x + -1.3611y <= 325
5.6358x + -0.4554y <= 731
2.3578x + -9.3325y <= 259
-2.2392x + 3.1544y <= 832
-8.9866x + 2.0586y <= 841
5.4705x + -9.5749y <= 190
-6.4071x + 2.0597y <= 326
6.899x + 1.4239y <= 700
1.3219x + 2.2176y <= 343
-0.957x + 7.9509y <= 151
-3.2966x + -6.6154y <= 942
-4.01x + -1.9548y <= 169
0.0459x + 6.29y <= 836
-6.6503x + -1.4859y <= 319
7.643x + 2.7085y <= 570
7.602x + -9.5203y <= 378
-2.7941x + 1.2037y <= 632
7.6574x + -9.5722y <= 354
5.9452x + -3.3563y <= 568
0.389x + 7.0787y <= 663
-3.5031x + 4.7685y <= 864
8.9164x + -6.2966y <= 418
-3.3393x + 5.7377y <= 874
0.2092x + -3.6712y <= 294
-4.8254x + 8.3777y <= 730
-5.3188x + -9.1867y <= 649
5.3306x + -1.26y <= 494
4.2609x + -8.4691y <= 150
8.6954x + 7.6213y <= 648
-3.2508x + -7.7749y <= 547
-1.0456x + 3.2547y <= 116
6.5638x + -2.9201y <= 513
-8.0256x + 0.465y <= 638
-0.6877x + -9.0892y <= 137
1.31x + 1.3272y <= 577
-6.4959x + 0.852y <= 758
8.2388x + -8.4348y <= 521
-6.0382x + 4.0646y <= 361
-0.303x + -4.5496y <= 827
-4.6455x + 5.4762y <= 146
5.1753x + 1.9801y <= 781
-6.356x + 2.2267y <= 457
-1.3022x + 3.7674y <= 287
8.9101x + -8.4243y <= 861
4.5894x + -9.0417y <= 763
6.7975x + -5.7352y <= 413
-9.8304x + 2.0879y <= 326
5.6457x + -6.8766y <= 157
-5.9682x + 0.9279y <= 417
-8.0424x + -7.4302y <= 890
-3.7157x + -1.6417y <= 647
-5.4587x + 1.4788y <= 606
8.9657x + 1.0604y <= 273
-5.7463x + -1.8537y <= 289
3.8436x + -6.3558y <= 891
-2.6296x + -2.7926y <= 758
1.1x + -1.3645y <= 948
-9.2091x + -7.8428y <= 471
-9.2566x + 7.5662y <= 466
4.7877x + -9.0584y <= 599
-5.5188x + 8.0584y <= 176
9.1302x + -2.0001y <= 390
-4.4832x + 8.8656y <= 663
1.5715x + 7.4775y <= 804
0.3566x + 0.1268y <= 221
6.3396x + -4.2872y <= 653
-1.8049x + 2.5145y <= 896
-5.8001x + 8.6354y <= 507
-4.3195x + -3.4021y <= 226
-1.0022x + -0.1841y <= 496
-0.8192x + 1.3297y <= 857
5.544x + 4.2323y <= 399
5.8558x + 3.4011y <= 579
-1.2085x + 3.4999y <= 184
1.8665x + -6.0755y <= 347
-8.2005x + 1.0769y <= 258
1.87x + 0.5178y <= 529
-5.4572x + 7.9979y <= 869
-4.8936x + 6.6981y <= 428
-7.3957x + 4.1467y <= 499
-7.7328x + -7.2498y <= 358
-5.6311x + -7.1141y <= 278
-9.2373x + -7.7292y <= 963
1.3575x + 5.8833y <= 832
-1.4134x + -9.4946y <= 154
-0.1567x + -6.6743y <= 923
0.0568x + 8.1798y <= 734
7.1824x + 8.5536y <= 839
6.167x + -9.4275y <= 557
-8.8254x + -8.5559y <= 304
-2.6379x + 2.4476y <= 495
-8.3131x + -8.9318y <= 219
-5.7097x + 9.5193y <= 652
6.6882x + -5.1178y <= 550
-7.8282x + 6.5483y <= 364
-0.5259x + -8.1703y <= 123
-1.0726x + 4.2846y <= 270
-3.6075x + 5.7629y <= 959
0.9751x + 6.1305y <= 234
2.9627x + 2.1623y <= 734
8.7574x + 8.91y <= 191
6.7362x + 2.3371y <= 392
-1.9976x + -5.3661y <= 687
0.2451x + -3.3204y <= 397
-8.2184x + -5.4636y <= 179
9.2723x + 5.0202y <= 571
7.4335x + -1.6481y <= 889
-0.0801x + -9.6709y <= 234
8.6083x + 6.7299y <= 873
-8.0301x + 5.4207y <= 679
-6.5216x + 2.3169y <= 301
1.8498x + -8.9982y <= 193
-9.5505x + -5.805y <= 256
2.7314x + 7.875y <= 359
-6.041x + -9.2513y <= 745
-1.8603x + -7.8996y <= 146
-7.9875x + 6.5883y <= 222
2.3607x + -4.3219y <= 620
6.9308x + 0.895y <= 429
-9.5187x + -2.5175y <= 604
-7.3392x + 9.1364y <= 634
-6.9838x + 8.0344y <= 468
0.6234x + 7.3172y <= 267
9.0764x + -8.6846y <= 830
2.6259x + -6.8883y <= 128
-7.4323x + 7.0905y <= 418
-2.5962x + -4.3821y <= 711
-3.3094x + 6.2311y <= 181
-7.7908x + 7.8729y <= 114
1.6758x + 2.4479y <= 523
-3.1948x + -8.4405y <= 600
-4.1651x + 8.8597y <= 970
6.7497x + -4.2392y <= 672
-6.8812x + 8.9906y <= 879
5.1621x + -7.4638y <= 748
7.7214x + -9.4206y <= 804
1.6373x + -3.3674y <= 627
4.6805x + 7.7346y <= 238
2.0733x + 2.6696y <= 385
1.0505x + 3.4314y <= 347
8.6103x + -2.519y <= 373
5.1258x + 9.4968y <= 333
-0.1827x + 2.1562y <= 876
9.412x + -2.3955y <= 977
-9.5962x + -7.6835y <= 501
8.7158x + -3.446y <= 156
-3.1908x + 1.6837y <= 196
-1.6818x + -6.403y <= 669
2.0352x + -8.4694y <= 420
5.5286x + -3.9759y <= 908
3.4291x + -8.986y <= 123
4.9959x + 9.0566y <= 992
5.0652x + -2.7863y <= 578
2.0789x + -2.3785y <= 741
6.1606x + -0.9497y <= 495
-6.8464x + -0.3148y <= 426
7.0259x + 8.0705y <= 773
0.139x + -0.6697y <= 548
9.9893x + -5.5573y <= 485
7.2529x + -4.9609y <= 517
-9.7156x + 9.954y <= 173
1.6181x + -2.3373y <= 473
-2.8143x + -4.778y <= 633
-8.5375x + 0.6352y <= 999
0.492x + -8.893y <= 290
4.3033x + -0.7035y <= 225
-4.8804x + -1.0031y <= 283
1.3034x + 9.3321y <= 931
-5.9304x + 4.3103y <= 178
0.503x + -6.5366y <= 447
-3.5211x + 4.1699y <= 101
7.2052x + 1.2507y <= 207
7.0002x + -9.9951y <= 116
1.2649x + 8.2668y <= 936
8.2606x + -3.5621y <= 872
8.048x + 5.9173y <= 547
-0.7548x + 2.954y <= 251
4.6176x + 0.4583y <= 232
9.204x + 8.0284y <= 924
5.394x + -7.3685y <= 420
-1.912x + 7.2038y <= 941
-7.2426x + 8.7122y <= 124
1.0356x + 1.0772y <= 512
-1.498x + 0.7921y <= 300
4.7371x + 7.3829y <= 379
-9.1105x + -6.6401y <= 573
7.1619x + -4.6231y <= 659
4.3611x + -1.0629y <= 840
5.4607x + 3.7959y <= 146
1.0291x + -8.3183y <= 783
9.805x + -4.7356y <= 379
-3.6657x + 8.6593y <= 162
-6.8109x + -3.7977y <= 272
7.6662x + 7.176y <= 910
-9.4378x + -4.9592y <= 983
-1.6144x + -4.7066y <= 274
9.1108x + -1.4506y <= 547
-2.5841x + 2.9391y <= 135
9.7996x + 6.3774y <= 685
4.2679x + 5.0124y <= 747
-9.0923x + -0.4761y <= 894
-3.4726x + 4.9888y <= 489
-5.4665x + -4.9341y <= 539
7.0566x + 9.695y <= 247
-2.5786x + -0.4552y <= 781
6.7361x + -5.4176y <= 695
7.4192x + -7.6988y <= 203
-4.9404x + 2.2136y <= 811
1.3134x + -3.3516y <= 837
8.058x + 4.2243y <= 577
-4.4558x + -0.4636y <= 571
-5.5328x + 4.6322y <= 653
-2.3616x + 1.1046y <= 908
-8.0923x + -1.5519y <= 378
4.5773x + -0.1983y <= 962
8.4021x + -0.1377y <= 388
0.44x + 0.791y <= 582
-4.327x + 4.0743y <= 768
2.3023x + 5.0284y <= 223
4.0637x + -4.7418y <= 337
-0.1563x + 5.2734y <= 402
3.0614x + 4.9773y <= 808
4.5873x + -1.4209y <= 220
-9.9437x + 0.6534y <= 203
4.375x + 5.1908y <= 712
5.3576x + 5.902y <= 761
-7.3348x + 6.6765y <= 948
-4.2738x + 4.156y <= 971
7.082x + -0.9568y <= 343
4.302x + 0.7677y <= 714
-0.9373x + 0.0534y <= 193
-0.0677x + 2.3627y <= 792
9.0846x + -7.0785y <= 800
-2.9229x + -5.6429y <= 133
-2.3904x + 6.715y <= 447
3.4755x + -6.0738y <= 460
-6.6278x + 1.1047y <= 734
-2.1308x + -8.5687y <= 932
6.5568x + -5.3251y <= 247
-9.8762x + -0.7295y <= 669
-5.7981x + 0.3783y <= 516
9.3973x + 1.826y <= 962
0.1268x + -1.6829y <= 538
-4.9189x + 6.7982y <= 660
8.7755x + 8.4181y <= 430
-4.8769x + 3.273y <= 480
-4.9387x + 8.199y <= 554
-6.5828x + 9.9091y <= 276
8.4851x + 1.8025y <= 860
6.2122x + -6.5707y <= 362
4.2052x + -8.7264y <= 996
-2.0356x + -0.2712y <= 118
-4.5247x + 3.2987y <= 701
-0.9206x + -7.3128y <= 891
0.2765x + -2.596y <= 696
3.8488x + -3.1525y <= 670
2.1814x + 0.1983y <= 640
-8.8041x + -1.1254y <= 682
-1.5079x + -7.1226y <= 335
-2.2858x + 6.7966y <= 807
-1.7307x + 0.7046y <= 954
8.2756x + 7.2013y <= 199
4.1001x + -6.9088y <= 276
-5.1322x + -6.7946y <= 101
-9.4312x + -5.2235y <= 818
1.3357x + 3.3404y <= 420
-6.45x + -2.6679y <= 994
6.9778x + -0.9811y <= 162
6.8801x + 9.3144y <= 865
0.6327x + -5.5435y <= 759
1.4012x + -7.1367y <= 556
6.4381x + 8.3837y <= 938
7.3035x + 8.4957y <= 978
-4.5096x + 6.5249y <= 104
6.8263x + -2.0681y <= 573
9.5957x + 7.2046y <= 399
0.1325x + 4.9004y <= 638
7.3898x + 9.9292y <= 619
-9.9682x + 4.4643y <= 886
-2.6435x + 7.5177y <= 646
7.7422x + -9.6795y <= 968
-6.1502x + 8.3657y <= 834
9.5126x + 9.1087y <= 766
1.186x + 6.8097y <= 183
-8.6959x + -3.5909y <= 247
-7.5802x + 3.8295y <= 258
1.9192x + -5.9493y <= 265
5.9874x + 3.9355y <= 931
-6.3406x + -6.6587y <= 718
-1.9894x + -6.0359y <= 790
1.7161x + 9.9548y <= 953
-2.7702x + 7.8428y <= 364
-6.3657x + -9.0541y <= 812
2.4853x + -5.9641y <= 617
-3.618x + 3.0765y <= 758
-8.4097x + -8.3761y <= 396
3.7143x + -7.5724y <= 799
-1.204x + -0.7005y <= 838
-8.6248x + 3.2782y <= 943
-2.5742x + 5.8588y <= 734
-7.0269x + 8.3914y <= 547
2.7913x + -3.6287y <= 496
6.1115x + 7.227y <= 629
-1.949x + 7.5388y <= 114
5.7333x + 8.2372y <= 660
4.8813x + 4.596y <= 861
0.3356x + -8.9951y <= 462
-5.6269x + -9.389y <= 936
-2.6827x + -9.5214y <= 363
9.8925x + -2.7236y <= 627
3.825x + 8.688y <= 158
8.5415x + 0.3039y <= 903
6.8584x + -4.2021y <= 385
3.4386x + -0.3294y <= 395
-8.3942x + -2.0998y <= 782
-7.7968x + 4.5694y <= 717
6.165x + 8.9435y <= 854
9.6341x + 3.2995y <= 562
-1.6629x + 1.0194y <= 473
-7.4628x + 1.3169y <= 523
8.8296x + 1.538y <= 576
-6.5536x + 6.637y <= 411
-5.3903x + 2.8415y <= 907
0.328x + 7.8855y <= 441
1.0457x + -7.0658y <= 539
5.8715x + -2.2988y <= 411
-0.7494x + 2.206y <= 926
4.7838x + -8.9881y <= 706
-1.0954x + 9.1773y <= 596
9.8497x + 0.1925y <= 188
-2.0946x + -9.4684y <= 813
-5.4081x + 2.3969y <= 664
-7.352x + 1.8985y <= 184
-9.9552x + 0.2041y <= 458
4.6218x + -7.2052y <= 306
7.5242x + 0.2233y <= 410
-2.8702x + -0.5424y <= 983
1.7928x + 9.6414y <= 149
-9.8606x + -4.3114y <= 127
1.1973x + 7.9374y <= 285
-0.5827x + -4.8359y <= 981
-1.9629x + -5.0908y <= 896
3.6551x + 3.6839y <= 427
6.8238x + -7.8495y <= 344
-7.7954x + 5.0999y <= 726
-9.4738x + -2.6751y <= 212
5.5104x + 1.938y <= 139
-1.8435x + -8.3086y <= 573
-7.193x + 5.752y <= 512
-8.4891x + -7.2112y <= 541
8.7049x + -6.0806y <= 254
3.9985x + -6.7028y <= 699
1.2723x + -0.4695y <= 677
1.9128x + -5.7715y <= 534
-6.7068x + 2.6784y <= 674
9.0125x + 2.9581y <= 377
-3.5975x + 3.3881y <= 640
-3.9194x + 1.8983y <= 344
1.7352x + 3.0237y <= 201
-4.7757x + -9.9382y <= 432
-8.4195x + -9.9902y <= 346
7.6049x + 7.3607y <= 287
-6.0522x + -6.2801y <= 837
1.8232x + 0.2736y <= 505
-5.4656x + -3.5438y <= 908
6.0222x + 9.8198y <= 295
5.1444x + 7.917y <= 184
-4.2712x + -9.3402y <= 579
9.9324x + 0.565y <= 878
-7.4721x + -2.7901y <= 928
-5.7633x + -4.8115y <= 861
0.7292x + -0.3382y <= 175
-2.4172x + 3.9785y <= 832
1.268x + -9.6058y <= 444
3.4094x + -4.9698y <= 492
-8.5866x + -8.3124y <= 370
-4.6531x + 2.988y <= 778
0.8565x + -3.2183y <= 848
3.5225x + -5.1874y <= 155
9.6599x + -7.3512y <= 880
-3.1484x + 4.1101y <= 226
0.3822x + 8.3455y <= 352
-2.2316x + 4.8989y <= 220
-7.5295x + -8.7556y <= 954
0.2908x + 3.9989y <= 125
1.7863x + -8.4323y <= 769
5.6046x + -8.3835y <= 540
9.118x + 8.5576y <= 899
1.1781x + 8.4476y <= 718
-4.3717x + -2.3708y <= 919
0.6995x + -6.1707y <= 472
-0.8748x + -4.4907y <= 147
6.5781x + -3.7183y <= 575
-1.8352x + -8.6518y <= 467
-7.7631x + 6.78y <= 188
-2.3516x + -3.6575y <= 141
3.6721x + -7.8315y <= 103
2.1221x + -1.1551y <= 111
4.8295x + 1.0205y <= 644
-7.0228x + -1.5129y <= 900
5.5774x + -9.1886y <= 548
-8.8908x + 2.9216y <= 675
4.6788x + -6.8775y <= 308
-4.3133x + -8.3391y <= 561
4.7346x + -7.6576y <= 679
1.7326x + -8.9557y <= 917
8.9287x + 8.2591y <= 252
-4.2732x + -8.702y <= 501
-6.5201x + -8.7329y <= 375
-8.3072x + 5.1087y <= 146
-8.7201x + -7.7487y <= 520
4.1325x + -7.3892y <= 629
-4.7107x + 8.6189y <= 154
3.2535x + -2.0378y <= 344
-7.508x + 1.9836y <= 501
2.1544x + -0.438y <= 411
-2.8948x + 8.573y <= 301
6.7019x + -0.6385y <= 466
-9.0065x + 1.1286y <= 558
1.9546x + 7.2657y <= 357
-4.1516x + -5.5784y <= 312
5.1398x + 9.9949y <= 282
1.6362x + -3.4766y <= 375
5.9366x + -4.7648y <= 709
-5.0939x + 3.4194y <= 452
-0.025x + -0.1977y <= 887
-4.3711x + 4.215y <= 609
0.3304x + -3.5625y <= 237
3.9484x + -5.0704y <= 510
-2.0831x + 9.4437y <= 800
7.3562x + 8.4537y <= 778
4.2515x + -3.6454y <= 501
2.1306x + 4.5854y <= 629
-3.4742x + -3.4305y <= 795
4.1917x + 2.6126y <= 218
7.0893x + -7.8456y <= 886
5.8013x + -1.4773y <= 745
-3.1569x + -8.8803y <= 621
-0.9217x + 4.3054y <= 561
1.9886x + -4.7537y <= 760
4.6424x + 5.5043y <= 919
5.4507x + 0.4462y <= 697
5.9217x + -1.6602y <= 272
6.4449x + 7.4331y <= 253
1.6004x + 5.9762y <= 169
3.8825x + -8.5914y <= 492
4.2249x + -3.2646y <= 511
-8.4646x + -8.894y <= 629
1.366x + 3.7052y <= 477
-7.3219x + 0.5831y <= 107
-3.6248x + 9.9877y <= 107
9.2167x + -7.3601y <= 436
-9.1575x + -7.2279y <= 729
-2.4504x + 6.7964y <= 197
4.2819x + -1.649y <= 208
7.7776x + 8.9562y <= 643
-7.2983x + 4.3383y <= 885
9.4511x + 4.61y <= 582
-6.4594x + -6.0454y <= 213
-1.7671x + -8.6764y <= 930
-8.938x + 1.0033y <= 478
-1.6712x + -7.2831y <= 716
-8.5856x + -0.5481y <= 342
5.7443x + -6.4992y <= 711
-6.1552x + -9.746y <= 152
4.1745x + 0.8237y <= 815
8.8787x + -0.7893y <= 826
-8.3143x + 2.5334y <= 832
7.7546x + 4.2301y <= 733
5.0319x + 4.2526y <= 159
-4.6082x + 4.13y <= 356
-3.5115x + 9.7302y <= 630
-7.1309x + -0.6936y <= 176
-6.3662x + 8.1843y <= 643
-1.4789x + -2.0863y <= 448
-1.2044x + 1.7468y <= 146
-2.9983x + -9.7365y <= 251
5.7875x + -3.5256y <= 269
-9.9006x + 3.1766y <= 993
5.8247x + 2.3983y <= 131
-9.4872x + 4.7378y <= 493
-9.8337x + 9.9778y <= 336
4.2682x + -3.7818y <= 896
9.729x + 4.637y <= 927
6.8772x + 5.1252y <= 336
-0.6757x + 3.7471y <= 762
-6.1114x + -6.1724y <= 818
0.7196x + -8.8764y <= 369
-7.3124x + 9.6685y <= 829
-5.9173x + -6.7399y <= 734
-6.4575x + -2.8526y <= 351
-9.5592x + 8.765y <= 307
3.2894x + 6.0725y <= 752
9.3112x + -2.3843y <= 682
-4.0749x + -5.3771y <= 737
-9.887x + -1.3591y <= 925
-6.578x + -3.0134y <= 752
-5.9042x + 8.6115y <= 351
-3.8157x + -4.7594y <= 570
-9.1219x + -3.8289y <= 863
-5.3598x + 5.8537y <= 605
2.9555x + 1.1575y <= 585
3.3852x + -2.7692y <= 719
6.8394x + 2.5912y <= 398
-1.0876x + -3.7465y <= 406
0.9217x + 5.4289y <= 279
7.8459x + -3.4339y <= 484
7.7249x + 4.1223y <= 650
4.7077x + 5.8031y <= 402
-6.5895x + 0.0472y <= 621
-5.2113x + -2.804y <= 786
8.1269x + -0.2206y <= 356
-4.1432x + -4.3811y <= 802
0.2503x + 7.5248y <= 379
7.9622x + 2.1831y <= 207
-2.3268x + -4.8787y <= 374
9.5887x + -0.9812y <= 372
-7.4054x + 6.0769y <= 204
-6.0687x + -3.1697y <= 626
-0.7747x + -2.6359y <= 527
-7.8438x + -4.7969y <= 818
-0.4613x + -8.8608y <= 268
0.7368x + -6.6538y <= 138
-4.2637x + -1.4035y <= 175
-3.9251x + -6.0731y <= 648
9.7115x + -4.9245y <= 748
-8.9372x + 4.4834y <= 112
-8.8611x + 7.6718y <= 174
-4.3503x + 9.4459y <= 716
-6.654x + 4.0685y <= 883
-9.5093x + 9.7952y <= 325
6.6004x + 3.9393y <= 811
3.5451x + 4.3936y <= 898
3.6812x + 9.7279y <= 461
4.9162x + -3.9634y <= 907
-2.4616x + 3.3702y <= 494
-9.7739x + 8.6478y <= 838
-6.581x + -5.3392y <= 605
-2.4874x + 3.7345y <= 809
-9.2232x + 9.6911y <= 303
-7.8805x + 9.654y <= 141
-7.8065x + -1.2715y <= 199
-1.5602x + 6.9577y <= 890
5.9895x + -9.0667y <= 668
-7.812x + -0.4674y <= 317
-6.5189x + -3.3642y <= 123
1.0903x + -5.3095y <= 949
5.2377x + 4.8144y <= 378
9.5202x + -6.3611y <= 981
-2.8656x + -6.0696y <= 110
-1.3698x + -0.0187y <= 822
9.5016x + -5.8351y <= 754
-9.1192x + 2.0379y <= 761
4.2413x + -6.4542y <= 672
-4.4142x + 4.0922y <= 623
-8.736x + -9.7484y <= 415
-3.6354x + 4.5393y <= 680
-2.0197x + -0.3926y <= 394
-3.183x + -0.5765y <= 681
-1.6611x + -7.0758y <= 640
4.1154x + -2.667y <= 408
-4.852x + 5.9246y <= 250
-0.805x + 9.5276y <= 189
-7.7569x + 2.5694y <= 247
-6.495x + 5.2117y <= 842
-6.9529x + 3.5867y <= 798
-5.0143x + 5.4058y <= 205
-3.483x + 1.7553y <= 531
-0.7376x + 5.2556y <= 524
-4.4291x + -1.282y <= 391
-5.8669x + 9.9885y <= 271
3.0023x + 1.5501y <= 872
-4.3525x + 5.9651y <= 367
3.3736x + 1.305y <= 746
-7.3387x + -5.2081y <= 533
8.0929x + -4.5306y <= 730
1.6941x + 9.2322y <= 999
-9.7833x + 4.0238y <= 353
6.6275x + 8.2907y <= 637
5.0708x + -8.4341y <= 705
-6.2835x + -3.5655y <= 251
-9.55x + 9.2828y <= 765
-3.5732x + 2.7804y <= 557
7.5047x + 9.9415y <= 315
4.7432x + 6.5034y <= 899
-1.9982x + 9.9299y <= 410
-1.6513x + 2.8479y <= 900
2.7559x + 6.4577y <= 763
-7.3284x + -6.9733y <= 340
9.7318x + -6.6289y <= 147
-8.5201x + 1.1674y <= 538
-6.4287x + 7.4378y <= 795
3.7448x + 4.4449y <= 144
0.0127x + -4.7748y <= 408
-6.9884x + 3.7187y <= 277
6.964x + 2.707y <= 378
1.8326x + 6.3478y <= 540
9.0674x + 4.987y <= 824
-8.3124x + 4.4027y <= 999
-2.8524x + 2.6634y <= 805
-4.1372x + 0.5383y <= 654
-7.1144x + 6.2919y <= 454
-4.8188x + -9.247y <= 348
2.2622x + -2.827y <= 979
-4.3761x + 7.2484y <= 229
-2.599x + -0.7359y <= 379
0.7537x + -9.058y <= 683
9.6546x + 6.0254y <= 530
-4.1994x + 5.7666y <= 377
-8.4073x + 3.7794y <= 642
3.589x + 7.4993y <= 417
-0.3138x + 3.9119y <= 148
8.8547x + -8.9096y <= 230
5.4139x + 3.2038y <= 832
-4.1676x + -7.9634y <= 657
-7.0458x + -9.6807y <= 901
0.4844x + -4.063y <= 545
4.9071x + 9.3475y <= 467
-3.5226x + 4.0447y <= 899
8.7244x + -7.1922y <= 676
-0.7666x + -9.0504y <= 806
-9.0321x + 1.3739y <= 280
5.568x + -1.8014y <= 396
0.3131x + 4.2437y <= 310
6.9492x + 4.2581y <= 445
5.7781x + 5.0185y <= 726
1.5868x + 4.8082y <= 846
-7.6351x + -6.1641y <= 935
4.3662x + -8.6067y <= 903
-8.5278x + -8.7389y <= 261
1.9382x + -4.9728y <= 127
0.0989x + 6.744y <= 292
2.3774x + -7.2942y <= 619
-1.3723x + -7.9184y <= 924
8.8967x + 3.3504y <= 422
2.7606x + -0.1382y <= 411
0.9463x + 3.236y <= 859
-3.4104x + -3.2206y <= 794
-8.4368x + -6.6405y <= 343
-2.4698x + 7.8292y <= 177
-0.625x + 1.4541y <= 921
-1.6146x + 8.8124y <= 236
8.9966x + -7.0246y <= 769
5.1095x + 9.3648y <= 881
2.8744x + -8.2556y <= 576
0.629x + -4.0031y <= 662
-2.4711x + 5.4678y <= 805
